building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,10,0.2376923748027183,0.15287700690903844,5947.916322870331,4003.2072383727264,27798.147999999997,32137.78927222681
5,78,0.13223932650287504,0.10402124548035874,5527.870109958643,4129.476456844855,40935.52205128205,39724.1470464991
2,75,0.12119847770291742,0.10159550442934773,4707.3053957162865,3697.3531204922547,38866.780133333334,38991.53872226649
6-10 arası,290,0.11744179608568169,0.0967300908315517,4520.414972053752,3404.269194803992,38286.78617241379,37948.83839845579
1,91,0.11427620493969147,0.088860523698878,4602.804617305123,3548.884780482993,40740.32582417582,40289.737227683705
missing,7,0.11086864515734376,0.09878587638647768,5105.5721160871535,3646.9757847566652,44523.14,41470.51037771679
26-30 arası,19,0.11041068962314307,0.07860386303820455,3586.97396629571,2746.6942293259926,32685.493684210527,33547.333936193165
4,47,0.10985347639067956,0.07922453608089311,4455.597094399413,2752.7530238904947,38920.92212765958,38172.55415292657
0 (Yapım Aşamasında),77,0.10799542137385773,0.08890196501058509,4323.657015184988,3565.238996048938,40622.71142857143,40603.92108040681
16-20 arası,17,0.10619349338912794,0.04929122302583532,3740.724489089483,1713.0356186571444,35631.04588235294,37044.694997728635
11-15 arası,127,0.10491609363061237,0.08553942942505915,3644.9320341715747,2899.5377352906435,36015.66559055118,35991.03699572265
3,50,0.10105808747040532,0.0847531363483928,4082.0771271023214,3790.1465255004914,39987.1914,39076.49356307659
0 (Oturuma Hazır),843,0.09192472602468582,0.06784974243536056,3703.01053359494,2678.5468886246745,39607.340818505334,39045.11720767065
21-25 arası,22,0.08779598204622122,0.062493213109873894,2810.465007246668,1834.286738307701,31640.829545454544,33097.636363805104
