county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3411.92468037964,0.10660781946995883,1.0
Gölcük,8,1709.3214658805682,0.019913725127309434,0.75
Karamürsel,8,1709.3214658805682,0.019913725127309434,0.75
İzmit,8,1709.3214658805682,0.019913725127309434,0.75
