district,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Yuvacık Yakacık Mh.,1,0.28538085687708753,0.28538085687708753,9329.759441091377,9329.759441091377,32692.31,42022.06944109138
Bahçecik Şehitekrem Mh.,5,0.2013249795878766,0.2106074333685522,8674.413725358241,8541.30240042432,41036.438,38319.99771277961
Sahil Mah.,7,0.19924331320773295,0.20497704478533896,10084.264739335118,6029.742084025536,42624.28428571428,41129.20653324716
Atakent Mah.,16,0.19837485139460784,0.15210463699103915,8510.605489440572,7633.775537986396,41882.774375,39774.72556533746
Karşıyaka Mh.,5,0.18441236750709372,0.07231287326764103,6667.104819223381,4733.206578940473,58268.314,61752.31618212003
Seymen Mah.,21,0.1759264388737544,0.1331577970353723,7153.716783635297,4850.748130348853,41955.845714285715,40575.049299792925
Körfez Mh.,27,0.17046397974187005,0.16375894890423043,6438.140860115831,5161.263140956726,37790.40888888889,38004.05983981128
Kullar Tepecik Mh.,20,0.12311145216051059,0.10914128043178004,4465.533025877276,4072.8854031486153,37739.901,37939.131631304204
Tepecik Mh.,1,0.11886097329052256,0.11886097329052256,3798.38307017805,3798.38307017805,31956.52,28158.13692982195
Döngel Mh.,85,0.11131206640691885,0.07697050162341401,4260.296640686953,2740.904647372452,37596.722117647056,36991.279944118876
Paşadağ Mh.,185,0.10809771168051946,0.08508271696584,4173.373218409546,3060.821605589059,38697.17816216216,38229.24894726268
Barbaros Mah.,217,0.10785710292233125,0.08196515156740417,4192.716647473951,3194.535475830533,38857.31921658986,38560.62778856192
Mahmutpaşa Mh.,45,0.10613327397142777,0.088860523698878,4354.078213760878,4048.0909189956583,42463.34666666667,42603.05758047733
Serdar Mah.,75,0.10584629812350776,0.09531781421935696,4039.4535505772415,3480.817955791983,37356.22373333334,36591.26225334638
Fatih Mah.,360,0.10382623180988876,0.08147462382511836,4149.608931213462,3267.773665835135,40113.67172222222,39838.652705501925
Damlar Mah.,10,0.1024844404202336,0.06892301462533623,4537.382946241453,3019.1738129297264,43233.444,40826.01919346865
Yaylacık Mh.,55,0.10165985616787906,0.07906568983352953,4187.84471791239,3084.513503852977,41070.3130909091,40515.69102291133
Altınkent Mh.,58,0.09915145327820102,0.09308728375840182,3458.3648292801604,2802.860254660569,34974.2575862069,34805.77837159681
Kullar Yakacık Mh.,43,0.09799055543229726,0.09119716063340016,3955.1180719127005,3151.2518978356457,39433.37860465117,38464.28394333022
Yeniköy Merkez Mh.,28,0.09524281001154074,0.0738053925605755,3841.10866980747,2811.8524251389026,39865.65,39993.20698594204
Yeşilyurt Mh.,409,0.08844813389134258,0.06358500848424532,3467.0573684154874,2445.444341118171,38625.071980440094,38160.43289024543
Havuzlubahçe Mh.,13,0.08602955799621123,0.06661403193885143,2837.3227477830583,2414.7586577833645,32730.86076923077,32142.9640283214
Yeşilkent Mh.,9,0.08580504511971197,0.04556788645362949,2508.150087903964,1518.9293965613615,30293.73333333333,31043.155116296297
Bahçecik Kılıçaslan Mh.,16,0.08495416560143726,0.04810579601404563,2937.40891317149,2037.9356420414551,39940.575625,40966.66210601259
Aydınkent Mh.,29,0.07983562149558321,0.06106863209154189,2965.4469543749237,1931.331615320545,36484.38379310344,36271.66836357657
Kullar Merkez Mh.,12,0.04916611208757696,0.03313837492254183,1878.5008257052493,1289.9155323838168,38680.3075,38739.7420449915
Vezirçiftliği Mh.,1,0.002899649186593143,0.002899649186593143,103.90408618742367,103.90408618742367,35833.33,35937.234086187425
