is_large_home,n,mape,mae,mean_actual,mean_pred
0,1108,0.09746874633081146,4007.3435546234864,40602.88449458484,40149.87914713047
1,645,0.11523152553959727,4146.751337367463,36221.06085271318,36109.71810887968
