building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,585,0.159367492340362,0.13018539208322671,4377.215017946194,3417.519668688001,27460.147572649574,27370.20328673366
26-30 arası,415,0.14381636895354324,0.1197650045361375,4094.869491901328,3359.3885724532884,28543.812409638555,28144.18899269608
16-20 arası,206,0.13780223544815098,0.09784979856444895,4801.278085153569,3274.1737038357896,35885.83932038835,36205.80958225545
21-25 arası,242,0.13375773715515626,0.10229156687321403,4331.62259091922,3518.8367701567986,33980.545,34284.819004220655
5,278,0.12805768102786724,0.10103035648488545,5153.401507578251,4003.788807332996,40081.814496402876,39381.83604292789
missing,18,0.12768553061063195,0.12456394534000809,5452.53687167006,5009.479056242151,42992.14388888889,41447.92971238396
3,197,0.12767528203926007,0.10382458875871682,5328.328183221213,4129.918227075461,41236.08126903553,40590.20507075508
6-10 arası,1148,0.12324765318505478,0.09830033582026762,4778.353568607258,3660.146879250873,39176.28763937282,38896.07119544112
11-15 arası,781,0.12265729673980175,0.09758499018125279,4763.310659192605,3678.9878048806204,39677.26417413572,39485.718047812356
2,206,0.1217080516790366,0.096474254776173,5124.424901108668,3946.9565456280143,41854.85223300971,41463.74057683655
4,155,0.11433469004255,0.09572123787352421,4712.045914567161,3715.8907208146557,41030.00180645161,40373.43371896254
1,261,0.11023585864824746,0.08556404379967478,4445.8054267022935,3396.432542762115,41322.642873563214,41196.9015585482
0 (Yapım Aşamasında),179,0.10836711681443756,0.08146297044947971,4958.376717438024,3935.4608683533224,45358.292402234634,44427.22074354383
0 (Oturuma Hazır),1996,0.0964064265159504,0.07498918269318543,4039.0649608852773,2904.910224572439,40684.464183366734,40012.58969728194
