county,n,mape,mae,mean_bias,r2
Başiskele,1753,0.10400439526958317,4058.637348046113,-327.2937790941499,0.5023943451615305
Gölcük,1182,0.11892232963407814,3842.726339711081,-519.3774110496233,0.6635865298866002
Karamürsel,328,0.15941958059566994,6170.996172599008,-913.026267889169,0.5790827502359911
Kartepe,1007,0.10335910220798687,4075.7997278652333,-272.04375558426085,0.5324830269846705
İzmit,2397,0.132722806895623,5087.230336058209,-359.46369947894976,0.663608633458139
