floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
,8,0.17105272090967732,0.1566651914188779,7553.51990132148,6671.101098305473,41901.53875,36969.37974674615
Bahçe,447,0.12695820649224257,0.09609493632142144,5090.436860087106,3622.526649844782,39909.42697986577,39081.194367022465
En Üst Kat,1830,0.12124470517566922,0.09373707372433816,4427.259557267146,3266.0207580337756,36630.753650273226,36145.49492578473
Çatı,283,0.1208317725560277,0.10083080811288106,4533.733602925907,3518.7037660529168,37448.737455830385,37167.91882355213
Ara Kat,3192,0.1185556627181295,0.09418765090850699,4533.240771876668,3530.251440017473,39167.010360275686,38737.89527708602
Bodrum,8,0.11810788076484961,0.0857786473244355,3322.8855100968904,2106.211738484202,29181.497499999998,31780.092116204425
Zemin/Giriş,899,0.11549301936169297,0.08823325708175818,4184.570998620811,3087.645953426654,37329.046952169076,37444.078895798346
