site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,2,0.19124798916633023,0.19124798916633023,4586.225377013821,4586.225377013821,28120.75,32630.40133068905
,18,0.12768553061063195,0.12456394534000809,5452.53687167006,5009.479056242151,42992.14388888889,41447.92971238396
Hayır,4251,0.12073894926262596,0.09376740782143798,4274.694452606985,3276.287484110424,36178.76334274288,35923.73977513596
Evet,2396,0.11746769456508496,0.09263731652271838,4883.287879086496,3630.1455754747294,41733.863626878134,41099.54663122204
