m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,43,0.15206160993788645,0.15216134593785546,6056.015619239824,4863.3322766805395,38271.07372093023,37698.69432942131
151-200,157,0.1170164861379342,0.09613196033021108,4504.748917143152,3490.4537515674456,38226.67821656051,38009.26578151344
126-150,210,0.11625020117691816,0.09918270967618698,4608.557451197796,3940.166724158509,39304.85638095238,39168.180680198144
0-75,36,0.10852069964933989,0.10016433597520816,6152.802185969658,5432.62453751346,53737.835,50581.44061400435
101-125,242,0.09562864639540089,0.07663995930350917,3777.17749185752,3007.2352233923666,39855.12661157025,39809.07479153336
76-100,231,0.08921341549970636,0.07545912284678409,3991.757130920522,3304.2975191004953,43828.92463203463,43130.51198361469
