is_large_home,n,mape,mae,mean_actual,mean_pred
0,685,0.09967237209473985,4208.2004610991935,41880.54601459854,41368.046210863395
1,234,0.12266829704588131,4745.759527711303,38107.15709401709,38011.0303509963
