site_project_id,n,mean_actual,mean_pred,mean_residual
natura_life_yuvacik,1,63186.81,42038.75425245293,-21148.05574754707
yuvacik_pasadagi_mh,1,57241.38,37464.84153790465,-19776.53846209535
merkezde_essiz_bir,1,56666.67,38485.2045567248,-18181.4654432752
temizel_tepe_loft,1,52777.78,35242.1588711608,-17535.6211288392
ustgrup_lifeside,1,64685.31,47711.31785126726,-16973.992148732737
ara,1,55312.5,40849.18745600605,-14463.312543993947
yuvacikta,1,57500.0,43832.87143151462,-13667.12856848538
erenoglu_gm_den,1,60185.19,46541.29816780019,-13643.891832199814
panoramakent_3,2,58273.81,44779.992800700755,-13493.817199299243
kolayli,1,50000.0,38225.11228861876,-11774.887711381241
orka_life,3,56599.920000000006,46899.91190959688,-9700.008090403127
anatolia,1,45112.78,36910.489797093076,-8202.290202906923
zeray_korupark,5,53095.166000000005,45737.071897165435,-7358.094102834562
yuvacik_eksioglu_metsan,1,54597.7,47366.61181063281,-7231.08818936719
panoramakent_2,2,57160.0,50124.36849891154,-7035.631501088461
pasadag_mh_de_konsept_talha_park,1,41807.91,34775.54870734806,-7032.361292651942
mahall_yuvacik_2,1,47849.46,40901.71256482161,-6947.747435178389
kolayli_karsiyaka,1,42424.24,35708.59208369929,-6715.64791630071
royal_life,2,54451.415,47948.3446168988,-6503.0703831012
basiskele_de_asev_muhit,1,53333.33,47190.634391330444,-6142.695608669557
bulvar,2,51688.655,45730.26876142914,-5958.386238570856
bahama,1,38571.43,32796.516910211925,-5774.913089788075
ust_park_yuvacik,1,36750.0,31452.536347484267,-5297.463652515733
kullar_yakacik_ta_kacirilmayacak_butik,1,44285.71,39033.48001109656,-5252.22998890344
zeray_kent,1,47368.42,42184.489069605406,-5183.930930394592
oksijen_konaklari,1,41818.18,36648.378768086935,-5169.801231913065
asrin,1,37666.67,32563.665515626457,-5103.004484373541
zeray_perla,8,55492.5925,50508.85222637558,-4983.740273624423
basiskele_fatih,1,43062.5,38140.27144902805,-4922.228550971951
altinkent_kalici_konutlari_7_ada,1,34782.61,30231.414483502605,-4551.195516497395
vadi,1,41842.11,37312.37257970627,-4529.737420293728
kucuk_yali,1,45145.63,40829.99397937747,-4315.636020622529
oluklu_life,2,38349.36,34128.09597297644,-4221.264027023553
yesilyurt_mah_durupark,1,48058.25,43990.29332912243,-4067.9566708775674
yagmurkent,1,57692.31,53723.38364965172,-3968.92635034828
kolayli_kullar,1,48333.33,44436.66081513094,-3896.6691848690607
parla_100_yil,3,49074.073333333334,45521.24381737566,-3552.8295159576664
pera_park,1,38518.52,35250.280919533485,-3268.239080466512
armoni_2,1,49583.33,46584.48679554804,-2998.843204451965
manar_yuvacik_3,2,40111.365000000005,37323.61423937988,-2787.7507606201216
secret_garden,1,43000.0,40261.43971643426,-2738.560283565741
lotus_mahza,1,44512.2,41930.29601170187,-2581.9039882981306
tinaztepede,1,48843.28,46430.64259313645,-2412.6374068635487
ceneviz_adalari,2,48076.925,45733.66727260647,-2343.2577273935276
teras_marmara,3,43910.77666666667,41718.35253136152,-2192.4241353051475
manar_yuvacik,2,40638.57,38471.11596886175,-2167.4540311382516
orka_life_2,6,55923.60333333333,53925.75525378853,-1997.8480795447988
marmara_elit_yapi_kooperatifi,1,40347.83,38483.92924641793,-1863.900753582071
mamik_life,4,50322.3875,48565.77634659207,-1756.61115340793
yuvacik_kalici_konutlari_1_ada,1,34347.83,32617.075828616584,-1730.754171383418
akademik_elit_park,4,46173.075,44481.48294523505,-1691.592054764944
ustpark_yuvacik,2,42667.46,40991.6953400298,-1675.7646599701984
basiskele_de_butik,1,41903.23,40265.2742602591,-1637.9557397409008
manar_terrace,2,40307.92,38839.04308031512,-1468.8769196848843
lotus,1,52380.95,50925.01243370767,-1455.9375662923267
panoramakent_4,2,46300.425,44870.87686678572,-1429.5481332142808
yuvacik_ta_prestijli,1,35714.29,34337.71989101344,-1376.5701089865615
gun_isigi,1,35652.17,34693.899705775635,-958.2702942243632
yakamoz_konutlari,8,41078.125,40523.85944018347,-554.265559816532
evimiz_kocaeli,16,46372.850625,45820.64404036371,-552.2065846362934
zeraykent_yuvacik,5,40621.85,40114.851763728475,-506.9982362715258
yakut_konaklari,2,35731.979999999996,35253.80026604368,-478.17973395631634
missing,604,40477.33721854305,40000.9432138083,-476.3940047347469
erturk,1,42400.0,41949.17100970482,-450.8289902951801
terra_nova,2,47045.455,46628.456665710415,-416.9983342895903
kirazli_kent,8,31865.51125,31585.253108094606,-280.25814190539177
cevizli_vadi,1,45000.0,44836.60089039293,-163.39910960706766
vizyon_dan,1,44142.86,43988.32469480168,-154.53530519831838
caglayan_modern_yuvacik,1,41900.0,41793.12122463218,-106.87877536781889
altinkent_kalici_konutlari_3_ada,1,32083.33,32012.011869197428,-71.31813080257416
kullar_yaylacik_mahallesi,1,54780.82,54720.887835164765,-59.93216483523429
kredili_dusuk_faiz_yuksek_konforlu,1,50000.0,50029.28823960844,29.288239608438744
aydinkent_kalici_konutlari_20_ada,1,34000.0,34116.40195696877,116.40195696877345
panoramakent_1,1,45208.33,45420.99973318983,212.6697331898249
alizepark_city,5,46178.534,46457.865471979385,279.3314719793867
may_kent_2,1,30625.0,31010.014531178043,385.0145311780434
royal_city_akkurt,9,38674.29666666666,39071.13005796477,396.8333912981034
clover_premium,1,42812.5,43317.73573183773,505.2357318377326
aydinkent_kalici_konutlari_19_ada,1,30454.55,31126.516633211533,671.9666332115339
aurapark,4,39201.3875,39897.65154096527,696.2640409652686
ustgrup_mezire,5,45495.094,46193.143449622046,698.0494496220432
altinkent_kalici_konutlari_5_ada,1,30833.33,31559.9681140503,726.6381140502999
yesilkent_kalici,1,29125.0,29859.064434278487,734.0644342784872
royal_country,7,41900.91428571429,42684.20296788084,783.2886821665577
zeray_gunesi,17,42846.72529411764,43707.333635453615,860.6083413359665
sahibinden,1,38823.53,39742.55997771793,919.0299777179316
bahcekent_konutlari,14,35091.55,36060.25235936677,968.7023593667725
casaba_suite,1,39610.39,40638.97406732201,1028.5840673220082
ustpark_afraze,5,40139.022,41249.34640215406,1110.3244021540609
bizim_evler,1,38750.0,40029.93071833615,1279.9307183361525
torpidocular,1,30769.23,32163.277587302266,1394.047587302266
mamik_reform,6,47485.878333333334,49027.200670794875,1541.3223374615384
sembol_kent,5,34497.23,36242.120069220495,1744.890069220493
altinkent,1,36153.85,37932.60346986441,1778.7534698644085
yuvacik_kalici_konutlari_2_ada,2,32663.635000000002,34451.46006458628,1787.8250645862845
iskar_elit_kent,2,36703.020000000004,38661.10831430754,1958.0883143075407
kullar_da_ultra_ebeveyn_banyolu,1,35555.56,37621.05044945239,2065.4904494523944
pasadagi,1,36756.76,38836.18814326407,2079.428143264071
yuvacik_kalici_konutlari_10_ada,1,27333.33,29467.571370469177,2134.2413704691753
my_yaka,2,38444.445,40777.04223513069,2332.597235130692
marmara_elit,3,32854.166666666664,35192.34196466199,2338.1752979953185
aydinkent_kalici,1,30909.09,33251.09419121223,2342.0041912122288
kullar_tepecik_de,1,38952.38,41308.585082358135,2356.2050823581376
my_house_yuvacik,3,36546.29666666667,39062.69373616062,2516.397069493954
pasadag_100_yil_parla,1,50000.0,52581.62012522467,2581.6201252246683
yuksek_giris_butik,1,35000.0,37671.148481873606,2671.148481873606
altinkent_kalici_konutlari_6_ada,1,28695.65,31399.19793524433,2703.547935244329
esila_park,4,41704.61,44707.62792643775,3003.0179264377493
cb_mahall_den_tinaztepede,1,31750.0,34802.1897404842,3052.189740484202
elitium_park,2,43901.1,46968.443500928,3067.3435009279965
basiskele_de,1,34682.08,37760.43877006974,3078.358770069739
vadi_yuvacik,1,37142.86,40279.4937261047,3136.633726104701
bloklu_butik,1,34160.0,37442.059927705355,3282.059927705355
emar_delux_yuvacik,2,35000.0,38359.47879708254,3359.478797082538
ritim_vadi_evleri,4,33227.01,36727.2697333613,3500.259733361305
fatih_mahallesinde,2,44005.715,47537.465774019365,3531.750774019365
durupark,1,41739.13,45330.10604884597,3590.9760488459724
kuba,1,28461.54,32126.49795630061,3664.957956300608
mavi_yesil_park,1,28361.34,32146.904489042376,3785.5644890423755
barbaros,1,41588.79,45642.01823253553,4053.2282325355263
seyri_vadi,1,38148.15,42288.79052945912,4140.640529459117
aydinkent,1,27727.27,32325.097732213948,4597.8277322139475
yuvana_evleri,5,32896.398,37583.63315062875,4687.23515062876
fatih_mah,1,28275.86,32990.685435088,4714.8254350880015
barbaros_mh,1,42253.52,46981.64554963414,4728.12554963414
doga,2,35457.425,40317.181646238794,4859.756646238799
dream_gardens,1,27954.55,32817.88227668054,4863.3322766805395
kullar_da_prestijli_yasam,1,29629.63,34501.820503228766,4872.190503228765
terasta_life,1,36363.64,41691.22958350355,5327.589583503548
kardelen,1,36896.55,42277.903846077534,5381.353846077531
yuvacik_manar,1,43846.15,49362.21093978588,5516.060939785879
yaylacik_mh_de_havuzlu,1,46333.33,52076.80709914278,5743.4770991427795
kw_arven_den_ted_kolejine_komsu_havuzlu,1,30937.5,36808.51429594654,5871.0142959465375
duru_park,2,34883.335,40757.66446574201,5874.329465742008
rose_garden,1,36363.64,42577.92335977968,6214.283359779678
elitium_trio,3,37121.21333333333,43384.88997832678,6263.676644993445
altin_vadi,2,30801.08,37201.59004053661,6400.510040536608
ust_deniz_manzarali_asansorlu,1,32379.31,39140.95694026287,6761.646940262868
tanta_emlak_tan,1,30357.14,37168.04360534945,6810.903605349449
yuvacik_doga,1,32333.33,39351.81315782154,7018.483157821538
yesilyurt_mahallesin_de,1,32708.33,39893.26948350963,7184.939483509632
akasya_modern,1,28250.0,36251.648798075075,8001.648798075075
asansorlu_butik,1,39600.0,47706.77861719955,8106.778617199547
naturapark,1,25294.12,33591.93796100071,8297.81796100071
ust_park_atakent,1,37241.38,45842.76413398152,8601.384133981526
kullar_tepecik_mah,1,30937.5,40850.83810800871,9913.338108008713
barbaros_mah,1,30962.34,41109.929359478345,10147.589359478345
may_city,1,33148.15,44887.46901558319,11739.31901558319
invest_globalden_zeray_kent,1,33333.33,45477.77422157749,12144.44422157749
mehmet_akif_ersoy,1,22500.0,38321.0517098654,15821.051709865402
