county,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2
Başiskele,919,0.5059022056902565,0.5123889852648608,0.10552770010188577,0.08670616494684916,4345.076219083126,3425.273318637577
