county,n,mape,mae,mean_bias,r2
Gölcük,521,0.11793093875587134,4126.108695060442,-568.7559597197237,0.4350801639913239
Kartepe,631,0.10919587731626604,4273.943580121255,-217.2366678776405,0.44482729441279745
