m2_group,n,mape,mae
200+,22,0.24320372832465106,8485.9470695881
126-150,22,0.19178366770150734,8595.957386288259
0-75,8,0.16522145784453646,6755.521383937508
76-100,16,0.15990881460177614,6024.2686591757265
151-200,34,0.14575193044139856,6970.452237432612
101-125,20,0.13147195284072818,5247.818206433362
