rows,base_r2,segment_r2,best_blended_r2,mape,mae,status,status_note,basiskele_large_home_rows,basiskele_large_home_r2,top_large_home_features
379,0.4199381998409466,0.29408241691818826,0.4139760305297622,0.11803291523496562,4339.051784271644,kept_base,large_home specialist did not beat base MAPE; kept_base (redesign features still in base pipeline),0,,"large_home_m2_excess,large_home_quality_x_m2,large_home_detail_premium_x_m2,large_home_site_x_m2,large_home_basiskele_premium"
