classified_id,district,duplex_type,is_large_home,actual_unit_price_gross,pred_ensemble,residual,gross_m2
1299347236,Fatih Sultan Mehmet Mh.,standard,1,66666.67,32631.43191735084,34035.23808264916,225.0
1286535074,Acısu Mh.,none,1,61235.96,30538.61197335872,30697.34802664128,356.0
1320945619,Fatih Sultan Mehmet Mh.,none,0,71000.0,41467.210512067846,29532.789487932154,150.0
1325582177,Yüzbaşılar Mh.,roof,1,55555.56,29383.241168509005,26172.318831490993,180.0
1317066456,Dumlupınar Mh.,none,0,73181.82,50554.53073261584,22627.289267384163,55.0
1319939334,Ataevler Mh.,roof,0,62893.08,40761.87814402987,22131.201855970132,159.0
1305589348,Donanma Mah.,none,0,57500.0,36133.242996026514,21366.757003973486,100.0
1330292026,Fatih Sultan Mehmet Mh.,roof,0,54074.07,33426.508354496815,20647.561645503185,135.0
1326022367,Maşukiye Mh.,standard,1,64634.15,44258.310334271504,20375.839665728497,205.0
1329396688,Atatürk Mh.,none,0,64062.5,44049.68811295483,20012.811887045173,80.0
1329110917,Fatih Sultan Mehmet Mh.,none,0,64516.13,45065.05709253808,19451.072907461916,155.0
1328186895,Donanma Mah.,none,1,55405.4,36579.0224736613,18826.3775263387,185.0
1318464333,Emekevler Mh.,roof,0,55064.94,37092.90497160812,17972.03502839188,77.0
1329653199,Değirmendere Yalı Mh.,none,0,50769.23,33270.8508590091,17498.379140990903,130.0
1327402212,Yeni Mah.,none,0,52255.64,35013.6680947384,17241.9719052616,133.0
1308463663,Yüzbaşılar Mh.,none,0,50800.0,33868.76779652818,16931.232203471824,125.0
1327279243,Fatih Sultan Mehmet Mh.,roof,0,53840.0,37400.13015524518,16439.869844754823,125.0
1323174504,Rahmiye Mah.,roof,0,50375.94,34059.672165846656,16316.267834153346,133.0
1314729417,Fatih Sultan Mehmet Mh.,garden,0,55797.1,39672.732253758535,16124.367746241463,138.0
1329106353,Sarımeşe Mh.,none,0,58450.7,43390.30749819048,15060.392501809518,142.0
1328318812,Sarımeşe Mh.,none,0,60434.78,46022.24081173763,14412.539188262366,115.0
1178096986,Fatih Sultan Mehmet Mh.,standard,0,52727.27,38923.220663575885,13804.049336424112,110.0
1324665039,Yukarı Mh.,standard,0,51428.57,37705.38918890857,13723.180811091428,175.0
1325488135,Yukarı Mh.,roof,0,56818.18,43209.07081329428,13609.109186705718,154.0
1330258925,Ataevler Mh.,roof,0,53142.86,39656.552430935575,13486.307569064425,175.0
1316286176,Değirmendere Merkez Mh.,roof,0,50965.52,37990.09308142076,12975.426918579236,145.0
1313012399,İhsaniye Merkez Mh.,standard,0,52941.18,40233.67404985517,12707.505950144827,102.0
1329599700,Fatih Sultan Mehmet Mh.,none,0,57692.31,45221.90315398478,12470.40684601522,130.0
1323183911,Ertuğrul Gazi Mh.,roof,0,52500.0,40035.11205197737,12464.887948022631,120.0
1328960482,Çiftlik Mh.,standard,0,54375.0,42257.09783194633,12117.902168053668,80.0
1324417527,Fatih Sultan Mehmet Mh.,roof,0,48765.43,36737.60458354852,12027.82541645148,162.0
1326678072,Topçular Mh.,standard,0,49545.45,37953.88426540416,11591.565734595839,110.0
1330295132,Ataevler Mh.,none,0,47761.19,36333.44713469892,11427.74286530108,67.0
1329542810,Topçular Mh.,none,0,57954.55,46775.82499002351,11178.725009976493,88.0
1329723973,Ertuğrul Gazi Mh.,none,0,63076.92,51967.13345955115,11109.786540448848,65.0
1323730246,Sarımeşe Mh.,none,1,61497.33,50389.09174717322,11108.238252826784,187.0
1324671855,Fatih Sultan Mehmet Mh.,roof,0,46896.55,35859.23255238549,11037.317447614514,145.0
1327590702,Ertuğrul Gazi Mh.,roof,0,47077.92,36232.73492387588,10845.185076124115,154.0
1329199615,Fatih Sultan Mehmet Mh.,none,0,54827.59,44287.772532554896,10539.8174674451,145.0
1320569733,Fatih Sultan Mehmet Mh.,standard,0,50000.0,39563.92017977301,10436.079820226987,110.0
1328715834,Karaköprü Mh.,none,0,47750.0,37481.49149588155,10268.50850411845,100.0
1328021815,Ertuğrul Gazi Mh.,standard,0,63333.33,53279.99686837406,10053.333131625943,60.0
1328228000,Cumhuriyet Mah.,standard,0,52395.21,42403.62862893204,9991.581371067958,167.0
1324382770,Ertuğrul Gazi Mh.,none,0,47368.42,37457.70310043435,9910.716899565647,95.0
1290109814,Topçular Mh.,roof,1,46954.31,37184.494299146565,9769.815700853433,197.0
1320399502,Sarımeşe Mh.,roof,1,59471.37,49782.30735248861,9689.06264751139,227.0
1329964395,Dumlupınar Mh.,standard,1,51058.2,41426.91039688284,9631.289603117155,189.0
1329155974,Atatürk Mh.,none,0,48214.29,38787.65462812509,9426.635371874909,140.0
1329809953,Topçular Mh.,none,0,49999.99,40617.24244324481,9382.747556755188,155.0
1305027434,Yukarı Mh.,garden,0,51379.31,42206.46537379919,9172.844626200807,145.0
