building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
31 ve üzeri,28,0.23504821598214648,0.18311532241022396,7164.228754283788,5154.486151854484,28397.99821428571,28948.919901893492
missing,3,0.21613165220370575,0.25155262329553707,8095.612500870203,11434.211293218155,40103.89666666667,40172.30276112212
21-25 arası,16,0.18668094628604515,0.20385414102282712,5864.634773923146,6681.1492369777225,32915.61,33640.38065627077
26-30 arası,21,0.16945637961776505,0.15546095322256873,4397.390944434366,4513.859950866317,26953.737142857142,29762.58863426656
2,53,0.14616481980104767,0.13682442378654233,6164.468735069402,4604.119985236484,41471.65622641509,41075.93328590714
16-20 arası,24,0.1353400462670099,0.10533289223298255,5038.561889094143,3593.8353502862647,34936.39125,33045.81034827684
11-15 arası,85,0.13442377139390743,0.10953847967472631,4820.920791938041,3652.673478487355,35454.780352941176,35653.616866477576
6-10 arası,199,0.12367013358772362,0.10114434161119772,4337.2188480741825,3208.857973310587,34791.4667839196,34599.66309883961
1,67,0.1172023456613307,0.10912506723973522,4601.872936969482,3740.9291166606563,39943.76,39615.42079339324
4,33,0.11592123308068973,0.11188105151675194,4527.948381473108,4367.96762541504,40066.93575757575,38949.92969448808
3,51,0.10429742035873123,0.09155281385763016,3964.4613014758297,2992.208950040207,37252.55431372549,36883.01731385154
5,51,0.1041381778880478,0.0663802999681312,4222.617968050524,2647.305616906764,37825.75725490196,36213.658486708344
0 (Oturuma Hazır),521,0.09065248846036715,0.07130962546311792,3531.056521794066,2703.5236714871935,37737.18378119002,37214.97074561135
