site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
,3,0.21613165220370575,0.25155262329553707,8095.612500870203,11434.211293218155,40103.89666666667,40172.30276112212
Evet,363,0.11790596017647398,0.08732221364493686,4763.085911543782,3532.9650992183742,40062.65537190083,39332.342930846724
Hayır,786,0.11055516434822095,0.08436537389477129,3935.4631116921114,2950.8915130903188,35378.13628498728,35163.75970149428
