feature,importance
num__district_m2_group_target_median,0.230222806562033
num__district_room_count_target_median,0.14705797048028157
num__attr_quality_x_county_income,0.05465681376698876
num__dues,0.022359937633981187
num__detail_effect_total_x_attr_quality,0.01693538042763333
num__attr_m2_per_room,0.013584912441762895
num__building_age,0.011607572755280801
num__detail_effect_outside_mean,0.010510418887912501
num__attr_total_quality_score,0.010290222372242783
num__bathroom_count,0.010032737954075813
num__detail_effect_total_mean,0.009547512581852671
num__detail_effect_outside_x_attr_quality,0.008879541258891932
num__net_m2,0.008680475456055287
num__attr_effect_building_age_bucket,0.008481580112559336
num__detail_effect_inside_mean,0.007190601474297589
num__attr_compact_home_x_quality,0.00696675049559101
num__attr_building_age_inverse,0.0069055849252768736
num__distance_to_district_centroid_m,0.0068125476922858315
num__detail_effect_subtype_mean,0.006543781481019296
num__attr_is_old_building,0.006127331959722748
num__attr_quality_x_demo_income,0.005605397350618368
num__detail_effect_subtype_sum,0.005580252235525877
num__bearing_from_district_centroid_cos,0.005535097825112164
num__is_old_building,0.005277816098852967
num__estimated_monthly_rent_gross,0.0050337614950937744
num__bearing_from_district_centroid_sin,0.0048199192215255615
num__distance_to_geo_cluster_center_m,0.004650318327391399
num__detail_effect_outside_sum,0.004628986569054085
num__trend_yield,0.0045790805146531865
num__county_room_count_target_median,0.004433279091615046
num__detail_effect_district_total_sum,0.00427828339712555
num__attr_compactness_score,0.004243133041060005
num__net_gross_ratio,0.004085817882990459
num__gross_m2,0.004084331647274481
num__attr_quality_x_district_median,0.004032523531855744
num__detail_effect_county_total_sum,0.00400111458172239
num__trend_sale_m2,0.0037176651205498247
cat__usage_status_Mülk Sahibi,0.0036158766307382234
num__attr_amenity_score,0.0035352789338145944
num__detail_effect_view_x_location_baseline,0.003415254952651614
num__bearing_from_county_centroid_cos,0.003246651304806127
num__detail_effect_inside_x_attr_quality,0.0032225718284687403
num__detail_effect_total_sum,0.002955659324461533
num__location_baseline_log,0.002877373012033893
cat__parking_Açık Otopark,0.0028556443106915407
cat__duplex_type_none,0.002813794535478826
num__attr_heating_quality_score,0.0027966402350094372
num__district_target_mean,0.0027926666685276587
num__attr_net_gross_ratio,0.002712525550641877
num__is_duplex,0.002683636489721114
