metric,v21_reference,v23_current
sale_raw,,1200.0
rental_raw,,800.0
sale_after_basic_filter,,1184.0
rental_after_basic_filter,,797.0
sale_training_rows,,1165.0
large_home_count_ge180,,140.0
large_home_share_ge180,,0.12017167381974249
duplex_count_sale,,810.0
