county,site_project_id,n_listings,known_premium
Kartepe,missing,438,0
Gölcük,missing,417,0
Kartepe,kartepe::other,193,0
Gölcük,golcuk::other,103,0
Gölcük,golcuk::yakamoz_konutlari,1,0
