county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Gölcük,521,0.11793093875587134,0.09078775789599569,4126.108695060443,3066.700733727059,34869.483838771586,34300.72787905187
Kartepe,631,0.10919587731626604,0.08233680937670616,4273.943580121255,3109.740948108818,38515.482773375596,38298.24610549795
