raw_name,proposed_canonical_id,reason,frequency,mean_residual,needs_manual_review,mean_price,median_price
Empire House Sitesi,empire_house,low_freq_kept_separate_review,1,,True,,
Tuana Evleri 1 Sitesi,tuana_evleri_1,low_freq_kept_separate_review,2,,True,,
yagmur dan satilik site,yagmur_dan,low_freq_kept_separate_review,1,,True,,
ena gayrimenkulden kartepe s.royal2 sit,ena_gayrimenkulden_kartepe_s_royal2,low_freq_kept_separate_review,1,,True,,
Kafkas Dostluk Konutları,kafkas_dostluk,low_freq_kept_separate_review,1,,True,,
Meridyen Elite Sitesi,meridyen_elite,low_freq_kept_separate_review,1,,True,,
kartepe dumlupinar ritim naz residence,kartepe_dumlupinar_ritim_naz,low_freq_kept_separate_review,1,,True,,
Capediem Kartepe Evleri,capediem_kartepe,low_freq_kept_separate_review,1,,True,,
Karcity,karcity,low_freq_kept_separate_review,2,,True,,
Vefakent Saklıbahçe Konutları,vefakent_saklibahce,low_freq_kept_separate_review,2,,True,,
Doğa Kent Sitesi,doga_kent,low_freq_kept_separate_review,2,,True,,
Beykent Konakları Sitesi,beykent_konaklari,low_freq_kept_separate_review,1,,True,,
Garden Kartepe 2 Sitesi,garden_kartepe_2,low_freq_kept_separate_review,1,,True,,
My Life Kartepe,my_life_kartepe,low_freq_kept_separate_review,1,,True,,
Hürsoy Behçelievler Sitesi,hursoy_behcelievler,low_freq_kept_separate_review,1,,True,,
satilik dubleks site,dubleks,low_freq_kept_separate_review,1,,True,,
Çınar Sitesi,cinar,low_freq_kept_separate_review,1,,True,,
Sağlık Kent Konutları Sitesi,saglik_kent,low_freq_kept_separate_review,2,,True,,
Güçkat Life Sitesi,guckat_life,low_freq_kept_separate_review,1,,True,,
kartepe serender park,kartepe_serender_park,low_freq_kept_separate_review,1,,True,,
Ataköy Sitesi,atakoy,low_freq_kept_separate_review,1,,True,,
My World Kartepe Sitesi,my_world_kartepe,low_freq_kept_separate_review,1,,True,,
1.69 kredi icon residence,1_69_kredi_icon,low_freq_kept_separate_review,1,,True,,
A Plus Residence,a_plus,low_freq_kept_separate_review,1,,True,,
Kamelya Sitesi,kamelya,low_freq_kept_separate_review,1,,True,,
on cephe site,on_cephe,low_freq_kept_separate_review,1,,True,,
kartepe site,kartepe,low_freq_kept_separate_review,1,,True,,
