segment,rows,r2,log_r2,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,model
mainstream_home,660,0.3804706741841095,0.37983156647108995,0.10421511800059334,0.08250480389670557,3883.703762805885,3074.6912689098535,extra_trees
mainstream_home,660,0.3590452886875377,0.36467113270734275,0.10537133135891481,0.082042264769213,3932.231779241358,2915.9881415623895,random_forest
mainstream_home,660,0.3689742286585229,0.3700874674320106,0.10618845045045239,0.08981582872180793,3955.6735139707203,3154.8432327171868,ridge
mainstream_home,660,0.35694322925341915,0.36144629673655093,0.10673527276410381,0.0847530859032502,3981.512287045999,3079.576307673575,gradient_boosting
