county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3841.935790406189,0.17574174771758005,0.75
Gölcük,8,3049.79044107301,0.10127383575543876,0.625
Karamürsel,8,3841.9357904061917,0.17574174771758014,0.75
İzmit,8,3841.9357904061917,0.17574174771758014,0.75
