raw_folded,canonical_id
my life kartepe,my_life_kartepe
my world kartepe sitesi,my_world_kartepe
neff vizyon projesi,neff_vizyon
nida torunogullari sitesi,nida_torunogullari
olkar atasehir,olkar_atasehir
olkar safir,olkar_safir
olkar sakli vadi konagi,olkar_sakli_vadi_konagi
on cephe site,on_cephe
orcun manzara evleri,orcun_manzara
ovunc sitesi,ovunc
ozdilek atakent konutlari,ozdilek_atakent
pakmaya deprem konutlari,pakmaya_deprem
palmiye sitesi,palmiye
pasa park evleri 13,pasa_park_evleri_13
pasapark evleri 12 site,pasapark_evleri_12
piyalepasa da site,piyalepasa_da
rakicioglu sitesi 2,rakicioglu_sitesi_2
remax myra'dan kartepe fsm'de site,remax_myra_dan_kartepe_fsm_de
ritim kartepe konutlari,ritim_kartepe
saglik kent konutlari sitesi,saglik_kent
sahan torunogullari sitesi,sahan_torunogullari
sakli vadi evleri,sakli_vadi
sarayli kalici konutlari 181. ada,sarayli_kalici_konutlari_181_ada
sarayli kalici konutlari 182. ada,sarayli_kalici_konutlari_182_ada
sarimese konaklari,sarimese_konaklari
sarimese konaklari sitesi,sarimese_konaklari
satilik butik site,butik
satilik dubleks site,dubleks
sehitler mah.vgm sit,sehitler_mah_vgm
seval sitesi,seval
sirinkent kalici konutlari 15. ada,sirinkent_kalici_konutlari_15_ada
sirinkent kalici konutlari 19. ada,sirinkent_kalici_konutlari_19_ada
sokkk fiyat ihsaniye merkez'de site,sokkk_fiyat_ihsaniye_merkez_de
son firsat kartepe fsm akev sitesi,son_kartepe_fsm_akev
son firsat kartepe fsm site,son_kartepe_fsm
sudeks busekent sitesi,sudeks_busekent
sudeks dorukkent sitesi 1,sudeks_dorukkent_sitesi_1
sudeks dorukkent sitesi 2,sudeks_dorukkent_sitesi_2
tanyildizdan golcuk elit park,tanyildizdan_golcuk_elit_park
tasdan premium city,tasdan_premium_city
toksoylu sitesi,toksoylu
topcular mh. ronesans sitesi,topcular_mh_ronesans
topcular'da site,topcular_da
topcularda havuzlu site,topcularda_havuzlu
torunogullari ormania sitesi,torunogullari_ormania
torunogullari sitesi,torunogullari
true life,true_life
tuana evleri,tuana
tuana evleri 1 sitesi,tuana_evleri_1
vadi degirmendere,vadi_degirmendere
vefakent saklibahce konutlari,vefakent_saklibahce
versay lilyum park sitesi,versay_lilyum_park
versay yamac evler sitesi,versay_yamac_evler
versay yamacevler,versay_yamacevler
yagmur dan satilik site,yagmur_dan
yakamos sitesi,yakamos
yakamoz sitesi,yakamoz_konutlari
yasam evleri,yasam
yatirimlik kiracili site,yatirimlik_kiracili
yelkent vaha sitesi,yelkent_vaha
yeni mahallede site,mahallede
zeray effect kartepe,zeray_effect_kartepe
zeray esil,zeray_esil
zeray mahal kartepe sitesi,zeray_mahal_kartepe
