feature,importance
num__basiskele_detail_group_bucket_median,0.13478382997271995
num__district_m2_group_target_median,0.07576370153754587
num__attr_total_quality_score,0.06635820588211276
num__attr_quality_x_county_income,0.024376141722103225
num__site_project_oof_residual_mean,0.021933194491749314
num__attr_m2_per_room,0.019862697569164603
num__site_project_oof_price_level,0.017419754434029662
num__detail_effect_total_mean,0.012518711208442116
num__detail_effect_inside_mean,0.012038885242480707
num__attr_quality_x_location_baseline,0.011726391914949147
cat__elevator_Yok,0.00974818396999864
num__basiskele_district_premium_bucket_mean,0.00945049111026797
num__detail_effect_front_sum,0.009435822681148101
num__attr_effect_total_quality_bucket,0.009400897393460018
num__basiskele_lat_lon_interaction,0.00933110256916337
num__total_floors,0.009298074106843399
num__detail_effect_subtype_sum,0.009134758374048315
num__attr_effect_elevator,0.008537787640773543
num__attr_has_elevator,0.007984901786803148
num__estimated_monthly_rent_gross,0.007951644096137479
num__detail_effect_outside_mean,0.007686630505706649
num__district_room_count_target_median,0.007682071286584317
num__basiskele_detail_subtype_premium_signal,0.0073389481760798595
num__detail_effect_front_mean,0.006611018545223446
cat__elevator_Var,0.0063948656903505315
num__bearing_from_district_centroid_sin,0.006091796241978267
num__location_baseline_m2,0.005685401106922772
num__location_baseline_log,0.005662418424547338
num__net_m2,0.005517897048617571
num__detail_effect_subtype_mean,0.005468968531603642
num__bearing_from_county_centroid_cos,0.005245626630600492
num__lat_centered_city,0.005136238669739201
num__bearing_from_district_centroid_cos,0.005089120165605999
num__detail_effect_inside_x_attr_quality,0.00507923427682708
num__dues,0.004953227392279812
num__basiskele_premium_x_detail_outside,0.004914038488094771
num__attr_net_gross_ratio,0.0047206124358137435
cat__floor_segment_Zemin/Giriş,0.004565054227763619
num__basiskele_detail_inside_premium_signal,0.004403599746405866
num__net_gross_ratio,0.004261889600646692
num__detail_effect_total_x_attr_quality,0.00418112088315976
num__basiskele_district_premium_bucket_count,0.004083565981525572
num__attr_compactness_score,0.004041666499070695
num__location_baseline_vs_trend,0.003981332484144624
num__basiskele_premium_x_location_baseline,0.003930605980382096
num__detail_effect_outside_x_attr_quality,0.0039293994608558935
num__distance_to_coast_x_site_inside,0.0039041222913692667
num__building_age,0.0038639345580678912
num__basiskele_premium_x_gross_m2,0.003763956994472694
num__detail_effect_outside_sum,0.003722985173478953
