room_count,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
6+1,1,0.34491738602528915,0.34491738602528915,18203.973917817784,18203.973917817784,52777.78,34573.806082182215
4.5+1,2,0.28815095943262364,0.28815095943262364,9984.501616218995,9984.501616218995,34219.0,44203.50161621899
5+1,6,0.1641780730820325,0.15913424039457089,6638.851426414466,5325.975594942502,36316.30333333334,35186.916915333415
3.5+1,2,0.15421700915868786,0.15421700915868786,10252.454587205593,10252.454587205593,61497.96,51245.5054127944
4+1,80,0.12734308479522913,0.10621108871774938,5074.139443300592,3580.725783178241,38162.069875,36899.43570013645
1+1,40,0.1196872996503183,0.11251232961948188,6236.377804727718,5570.599439237965,49987.860499999995,47310.54750551018
3+1,400,0.11562967036735787,0.09368627130693995,4510.4527710361735,3589.254327192979,39217.910575,39204.35953136814
2+1,384,0.08799908034302784,0.07567416177403219,3766.5314904129477,3095.1583476404667,42310.314427083336,41974.841256002124
2.5+1,1,0.042785031035758564,0.042785031035758564,1839.7563345376184,1839.7563345376184,43000.0,44839.75633453762
3+2,1,0.02845949035795481,0.02845949035795481,1032.1576971010654,1032.1576971010654,36267.61,35235.452302898935
2+2,1,0.014299852425256691,0.014299852425256691,606.3137428308837,606.3137428308837,42400.0,41793.686257169116
4+2,1,0.006034899551096589,0.006034899551096589,209.2098712210136,209.2098712210136,34666.67,34457.460128778985
