site_project_id,n,mean_actual,mean_pred,mean_residual
natura_life_yuvacik,1,63186.81,42571.10350845789,-20615.706491542107
yuvacik_pasadagi_mh,1,57241.38,37615.742213435675,-19625.637786564323
merkezde_essiz_bir,1,56666.67,38232.27959423713,-18434.390405762868
temizel_tepe_loft,1,52777.78,34573.806082182215,-18203.973917817784
ustgrup_lifeside,1,64685.31,46808.1976588402,-17877.112341159795
ara,1,55312.5,40761.76910438816,-14550.730895611843
panoramakent_3,2,58273.81,44415.567400626824,-13858.242599373174
yuvacikta,1,57500.0,44040.95955277915,-13459.040447220847
erenoglu_gm_den,1,60185.19,46941.65763153197,-13243.532368468033
kolayli,1,50000.0,38424.756603073794,-11575.243396926206
orka_life,3,56599.920000000006,45408.87795380809,-11191.042046191908
zeray_korupark,5,53095.166000000005,45158.65485786813,-7936.5111421318725
panoramakent_2,2,57160.0,49322.73510817627,-7837.264891823732
royal_life,2,54451.415,46937.63461964038,-7513.780380359618
yuvacik_eksioglu_metsan,1,54597.7,47183.757716472144,-7413.942283527853
anatolia,1,45112.78,37705.164824638865,-7407.615175361134
bulvar,2,51688.655,44486.29485445736,-7202.360145542643
mahall_yuvacik_2,1,47849.46,40746.74167425823,-7102.718325741771
pasadag_mh_de_konsept_talha_park,1,41807.91,35002.948423484835,-6804.961576515168
kolayli_karsiyaka,1,42424.24,35695.212996370436,-6729.027003629562
bahama,1,38571.43,32529.46008719658,-6041.969912803419
oksijen_konaklari,1,41818.18,36406.17761042209,-5412.002389577909
basiskele_de_asev_muhit,1,53333.33,47935.77255371859,-5397.557446281411
asrin,1,37666.67,32403.065263183846,-5263.604736816153
kullar_yakacik_ta_kacirilmayacak_butik,1,44285.71,39121.628461420085,-5164.081538579914
ust_park_yuvacik,1,36750.0,31648.675147247446,-5101.324852752554
altinkent_kalici_konutlari_7_ada,1,34782.61,29861.470373566008,-4921.139626433993
vadi,1,41842.11,36978.54875859797,-4863.561241402029
zeray_kent,1,47368.42,42695.50179274139,-4672.918207258612
basiskele_fatih,1,43062.5,38416.269874539896,-4646.230125460104
zeray_perla,8,55492.5925,50913.329521620144,-4579.262978379861
yagmurkent,1,57692.31,53222.82728101374,-4469.482718986255
kucuk_yali,1,45145.63,40816.237806259465,-4329.392193740532
oluklu_life,2,38349.36,34234.58613619766,-4114.773863802346
parla_100_yil,3,49074.073333333334,45207.20779794245,-3866.8655353908835
kolayli_kullar,1,48333.33,44841.80957448698,-3491.520425513023
yesilyurt_mah_durupark,1,48058.25,44605.26769456996,-3452.982305430043
secret_garden,1,43000.0,39592.25043042055,-3407.7495695794496
pera_park,1,38518.52,35520.555671033595,-2997.964328966402
armoni_2,1,49583.33,46586.0378983641,-2997.2921016359032
manar_yuvacik_3,2,40111.365000000005,37273.94939521841,-2837.4156047815886
lotus_mahza,1,44512.2,41884.90377972579,-2627.2962202742056
teras_marmara,3,43910.77666666667,41349.450032834684,-2561.326633831983
tinaztepede,1,48843.28,46374.68986561788,-2468.590134382117
ceneviz_adalari,2,48076.925,46038.37665876305,-2038.5483412369504
lotus,1,52380.95,50431.75272508313,-1949.1972749168635
mamik_life,4,50322.3875,48420.799597114026,-1901.5879028859727
manar_yuvacik,2,40638.57,38743.799335624666,-1894.7706643753336
panoramakent_4,2,46300.425,44437.30819287167,-1863.1168071283319
basiskele_de_butik,1,41903.23,40060.83619128913,-1842.3938087108763
ustpark_yuvacik,2,42667.46,40850.465465121895,-1816.9945348781039
orka_life_2,6,55923.60333333333,54127.21667681471,-1796.3866565186315
akademik_elit_park,4,46173.075,44454.9030488378,-1718.1719511622014
marmara_elit_yapi_kooperatifi,1,40347.83,38828.524472663325,-1519.3055273366772
manar_terrace,2,40307.92,38867.985557363136,-1439.9344426368698
yuvacik_kalici_konutlari_1_ada,1,34347.83,32980.15595016811,-1367.6740498318904
yuvacik_ta_prestijli,1,35714.29,34483.36159675369,-1230.928403246311
gun_isigi,1,35652.17,34711.483384104926,-940.6866158950725
terra_nova,2,47045.455,46222.235784764125,-823.219215235873
erturk,1,42400.0,41793.686257169116,-606.3137428308837
yakut_konaklari,2,35731.979999999996,35153.651040711105,-578.3289592888977
evimiz_kocaeli,16,46372.850625,45834.42436914609,-538.4262558539099
missing,604,40477.33721854305,39989.37219655394,-487.96502198911315
alizepark_city,5,46178.534,45698.473099429204,-480.06090057079564
yakamoz_konutlari,8,41078.125,40669.1444166839,-408.98058331610264
caglayan_modern_yuvacik,1,41900.0,41567.51521225249,-332.4847877475113
kirazli_kent,8,31865.51125,31558.43458734327,-307.0766626567306
cevizli_vadi,1,45000.0,44746.08162294213,-253.91837705786747
altinkent_kalici_konutlari_3_ada,1,32083.33,31910.96127468723,-172.36872531277186
kullar_yaylacik_mahallesi,1,54780.82,54693.77940258605,-87.04059741395031
vizyon_dan,1,44142.86,44089.06477721719,-53.79522278281365
kredili_dusuk_faiz_yuksek_konforlu,1,50000.0,50074.132978482645,74.13297848264483
clover_premium,1,42812.5,43129.13310205308,316.6331020530779
panoramakent_1,1,45208.33,45600.48653231865,392.15653231865144
zeraykent_yuvacik,5,40621.85,41136.86209977054,515.0120997705344
aydinkent_kalici_konutlari_20_ada,1,34000.0,34526.6253823362,526.6253823361985
altinkent_kalici_konutlari_5_ada,1,30833.33,31363.220140084035,529.8901400840332
aydinkent_kalici_konutlari_19_ada,1,30454.55,31067.375202179974,612.8252021799744
may_kent_2,1,30625.0,31259.07302730716,634.0730273071604
royal_city_akkurt,9,38674.29666666666,39354.34790715943,680.0512404927568
yesilkent_kalici,1,29125.0,29877.006456814222,752.0064568142225
sahibinden,1,38823.53,39577.18944041577,753.6594404157731
aurapark,4,39201.3875,39957.51497437017,756.1274743701706
zeray_gunesi,17,42846.72529411764,43825.2597398538,978.5344457361476
ustgrup_mezire,5,45495.094,46478.573812845476,983.4798128454771
torpidocular,1,30769.23,31798.501947572142,1029.2719475721424
bahcekent_konutlari,14,35091.55,36142.83439705648,1051.2843970564788
royal_country,7,41900.91428571429,43021.58733422401,1120.6730485097203
ustpark_afraze,5,40139.022,41415.25016703672,1276.2281670367215
casaba_suite,1,39610.39,40930.005937779846,1319.6159377798467
bizim_evler,1,38750.0,40071.310340015625,1321.3103400156251
sembol_kent,5,34497.23,35933.47245216012,1436.2424521601147
yuvacik_kalici_konutlari_2_ada,2,32663.635000000002,34613.747809889406,1950.1128098894023
