m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,43,0.15248294554776412,0.15775441785408015,6115.661996519947,4902.066160847946,38271.07372093023,37571.488617689516
151-200,157,0.11728163216293808,0.08892354648750356,4515.613483403008,3431.9132346429287,38226.67821656051,37949.44329746285
126-150,210,0.1170256622412147,0.09784993159964644,4638.298414459428,3806.727828510877,39304.85638095238,39197.9059125403
0-75,36,0.10947106327732986,0.10115380662509767,6223.573424597944,5349.542771931523,53737.835,50501.66836347894
101-125,242,0.09592533540288427,0.07329506349815612,3788.543130267852,3016.4883647503193,39855.12661157025,39833.926375314724
76-100,231,0.08928352112162327,0.077724243413392,3988.1834213142242,3222.582135627512,43828.92463203463,43178.84066637145
