floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,67,0.13647498407344597,0.11271645847200909,5801.408850234241,5263.604736816153,41418.09552238806,39626.5471436942
En Üst Kat,163,0.11445053885513849,0.08676553970552049,4474.881499987352,3299.7777097312355,38676.08797546012,38203.463366081756
Ara Kat,517,0.1028915112017502,0.08871409351824841,4395.026558477937,3559.3800745008193,42414.60651837524,41979.75636320165
Çatı,31,0.10248629605351203,0.08482888510789692,3999.6771917898827,3433.838006421134,38903.83903225807,37881.42384628467
Zemin/Giriş,141,0.09328728062478643,0.06881528544012133,3502.092906190281,2681.3921486703766,38238.74794326241,38846.65192503595
