rows,actual_variance,prediction_variance,variance_explained_ratio,mape,r2,attribute_sensitivity_avg_abs_diff,note
944,67528020.79701021,30473596.467750624,0.4512733544990828,0.10856992066015614,0.48008552926381,3322.9034511263244,
