site_inside,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Belirtilmemiş,1,0.4807716999629109,0.4807716999629109,11504.179276581512,11504.179276581512,23928.57,35432.74927658151
Evet,393,0.11779153023621522,0.0966824735861434,4899.732459411116,4100.468652791933,41961.07297709923,41359.63780976357
Hayır,547,0.10162664128919283,0.08058965118858812,4100.6256633577605,3156.9564981909934,39740.72252285192,39278.77104642269
,3,0.04246307840114635,0.04129139329085301,1826.8952919311341,2064.5696645426506,44908.426666666666,43467.84740049654
