feature,importance
num__basiskele_detail_group_bucket_median,0.13970622375474945
num__district_m2_group_target_median,0.0680001724423965
num__attr_total_quality_score,0.05996734839869912
num__attr_quality_x_county_income,0.03692723147029036
num__attr_m2_per_room,0.019906521460486843
num__site_project_oof_residual_mean,0.017975604398673743
num__site_project_oof_price_level,0.013744527909082153
num__detail_effect_inside_mean,0.013454075382134778
num__detail_effect_total_mean,0.012794892152387627
cat__elevator_Yok,0.010198340079806375
num__sat_ndwi_mean_100m,0.010004183552311816
num__attr_has_elevator,0.009084530702727061
num__basiskele_detail_subtype_premium_signal,0.008694920443996664
num__attr_quality_x_location_baseline,0.008324535265097882
num__total_floors,0.008299040107478879
cat__elevator_Var,0.008245360789407628
num__basiskele_district_premium_bucket_mean,0.008156184130773087
num__estimated_monthly_rent_gross,0.0081347533720607
num__detail_effect_subtype_sum,0.007867187836944125
num__bearing_from_district_centroid_sin,0.007771094291455491
num__basiskele_premium_x_location_baseline,0.007653245062202366
num__attr_effect_elevator,0.0070553613866139965
num__attr_effect_total_quality_bucket,0.006999066663167957
num__detail_effect_front_mean,0.006486518672463767
num__known_premium_x_district_code,0.006435065921670472
num__detail_effect_front_sum,0.006260048075175275
num__location_baseline_log,0.006184684405640971
num__district_room_count_target_median,0.006077691001353849
num__location_baseline_m2,0.005511918915469926
num__distance_to_district_centroid_m,0.005402684403681043
num__basiskele_detail_outside_premium_signal,0.005295741451126596
num__net_m2,0.005231276342972413
num__basiskele_lat_lon_interaction,0.005211694619653334
num__net_gross_ratio,0.005204435943952796
cat__site_id_bucket_x_district_b1__yesilyurt mh.,0.005123498635277947
num__attr_net_gross_ratio,0.0049744942315226815
num__detail_effect_total_x_attr_quality,0.004353685083361328
num__location_baseline_vs_trend,0.004266179288039419
num__dues,0.004131030892964649
num__basiskele_detail_inside_premium_signal,0.004122639938577688
num__detail_effect_outside_mean,0.0040610351378311095
num__detail_effect_subtype_mean,0.003964103652422002
num__basiskele_premium_x_detail_outside,0.003941230459061567
num__basiskele_district_premium_bucket_median,0.003817188486326657
num__gross_m2,0.0037927388561055436
num__sat_ndbi_mean_250m,0.0037512479427730338
cat__floor_segment_Zemin/Giriş,0.003736137103328883
num__distance_to_coast_x_site_inside,0.0036840084151690063
num__attr_quality_x_demo_income,0.0036388953616922136
num__sat_ndvi_mean_250m,0.0035214740011017486
