floor_segment,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Bahçe,73,0.12915447217394635,0.12851584498570962,5394.281600424163,4724.96010065962,40902.02876712329,39501.53593692967
En Üst Kat,168,0.12000556994884626,0.0914940877258755,4615.567781482833,3332.6594050829353,38306.81821428571,37670.31910055383
Çatı,33,0.10898444672886436,0.07053720356438985,4117.57901847696,2720.044585612879,38439.6696969697,37677.19902224012
Ara Kat,527,0.10469298424675626,0.08742637640155342,4461.085873524784,3676.052694386992,42212.2425996205,41648.41909048121
Zemin/Giriş,143,0.09881890519573486,0.0790998704035773,3703.158408952851,3011.545156344844,38124.30937062937,38471.129737076444
