is_large_home,n,mape,mae,mean_actual,mean_pred
0,1108,0.09759595495524209,4013.021089320819,40602.88449458484,40141.04036639774
1,645,0.11482426700474718,4166.427823805766,36221.06085271318,35946.38162368141
