county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Başiskele,1753,0.10393495168766126,0.07996287442304903,4069.465666470158,3083.7376216980847,38990.633354249854,38597.65480504461
