site_project_id,n,mean_actual,mean_pred,mean_residual
panorama_3,1,68780.49,42437.39069526027,-26343.099304739735
yuvacik_pasadagi_mh,1,57241.38,36873.34878708789,-20368.03121291211
temizel_tepe_loft,1,52777.78,34570.38507880342,-18207.39492119658
semt_bahcecik,1,61111.11,43418.81964482814,-17692.290355171863
vistapark,1,60000.0,42803.50942494445,-17196.490575055548
akven_armoni_teras,1,51415.09,35304.005042939825,-16111.084957060171
yuvacikta,1,57500.0,42317.267181665185,-15182.732818334815
erenoglu_gm_den,1,60185.19,45300.82798398343,-14884.362016016574
merkezde_essiz_bir,1,56666.67,43155.0208858296,-13511.649114170395
panoramakent_3,1,54166.67,41292.635907285505,-12874.034092714493
kolayli_kullar,1,48333.33,36950.98073894983,-11382.34926105017
orka_life,3,56599.920000000006,45356.22066870875,-11243.699331291251
ustgrup_lifeside,3,54816.92999999999,43769.51675140968,-11047.413248590312
pasadag_mh_de_konsept_talha_park,1,41807.91,30822.720817327332,-10985.189182672671
seymen,1,55714.29,44906.56621856092,-10807.723781439083
zeray_korupark,6,49349.613333333335,38807.735686877575,-10541.877646455761
kolayli,1,50000.0,39835.41686579147,-10164.58313420853
yagmurkent,1,57692.31,47537.53349588311,-10154.77650411689
ara,1,55312.5,45289.646009436394,-10022.853990563606
cb_mahall_den_pasadag_da,1,42857.14,33309.6032426248,-9547.536757375201
bulvar,2,51688.655,42416.062672127286,-9272.592327872717
bahama_insaat,1,48913.04,40130.59516496874,-8782.44483503126
egimsiz,2,55861.245,47706.075388496225,-8155.169611503778
garden,1,40882.35,33231.67852894857,-7650.671471051428
anatolia,1,45112.78,37466.493764480714,-7646.286235519285
panoramakent_4,3,51607.69,44200.52050572109,-7407.169494278911
kolayli_karsiyaka,1,42424.24,35215.11729980484,-7209.122700195156
manar_yuvacik_2,1,44636.02,37664.97171979916,-6971.048280200834
asrin,3,43359.79,36410.895902231925,-6948.894097768071
vadi,1,41842.11,34990.67025204729,-6851.439747952711
