district,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Şevkatiye Mh.,1,23.0,23.0,0,0,0.558194942545085,26406.25
Acısu Mh.,1,17.0,17.0,0,0,1.3950576641813315,61235.96
Ulaşlı Yalı Mh.,2,11.5,11.5,0,0,0.8293951268676651,27393.165
Deniz Mah.,4,9.75,8.0,0,0,0.7116954843731406,24076.485
Akçakoca Mh.,21,7.761904761904762,8.0,0,0,0.9757471857953632,26615.455714285712
Tavşantepe Mh.,11,7.2727272727272725,5.0,0,0,0.7765599224874135,27457.940909090907
Sanayi Mah.,6,6.5,6.5,0,0,0.7590734802372574,34360.06
Kemalpaşa Mh.,7,6.0,8.0,0,0,0.7142624743721558,27370.475714285712
Merkez Mah.,43,5.906976744186046,5.0,0,0,0.9862537004420245,25168.591860465116
17 Ağustos Mh.,10,5.9,5.0,0,0,0.7512072548180797,28190.019
Zabıtan Mh.,10,5.7,2.5,0,0,0.7398153894838245,25714.078
Yenidoğan Mh.,15,5.6,0.0,0,0,0.9896681378105693,31812.518
Kavaklı Mh.,43,5.441860465116279,5.0,0,0,1.01887283131719,25636.04395348837
Şirinyalı Mh.,3,5.333333333333333,8.0,0,0,1.323595488358095,44739.5
Cedit Mah.,52,5.076923076923077,5.0,0,0,1.0042075412190894,32670.52423076923
Tepecik Mh.,1,5.0,5.0,0,0,0.8068059023415786,31956.52
Yuvacık Yakacık Mh.,1,5.0,5.0,0,0,0.741094491632515,32692.31
Hacıhalil Mh.,28,4.964285714285714,5.0,0,0,0.9398397767238215,40073.368571428575
Bekirdere Mah.,10,4.9,2.5,0,0,0.7759936507795038,30338.971999999998
Kuzey Mah.,37,4.837837837837838,5.0,0,0,0.9629216257153225,33971.388918918914
Hacı Akif Mh.,9,4.777777777777778,0.0,0,0,1.0242021804545742,38196.30666666667
Donanma Mah.,54,4.648148148148148,0.0,0,0,0.9919369172061901,30097.784444444445
Yavuz Selim Mah.,5,4.6,5.0,0,0,0.9279773207187187,38766.492
Esentepe Mah.,27,4.592592592592593,5.0,0,0,1.0360455413324041,29874.234074074076
Agah Ateş Mh.,13,4.461538461538462,0.0,0,0,0.9766270927289024,34099.558461538465
Beylikbağı Mh.,27,4.444444444444445,5.0,0,0,0.9536306896554242,35023.222962962966
Kozluk Mah.,92,4.369565217391305,0.0,0,0,0.9855003696124685,29975.331739130434
Değirmendere Yalı Mh.,34,4.323529411764706,5.0,0,0,0.965924837480795,32487.920588235294
Hürriyet Mh.,7,4.142857142857143,0.0,0,0,1.269862882514022,45074.47571428572
Çayırova Mh.,42,4.119047619047619,0.0,0,0,1.02328961971444,39789.80095238095
Yüzbaşılar Mh.,51,4.098039215686274,0.0,0,0,1.0112509875508016,27432.452352941178
Hacıhasan Mh.,25,4.08,0.0,0,0,0.9822278274527516,28603.2056
Zincirlikuyu Mah.,18,4.055555555555555,2.5,0,0,0.9458866023376071,40954.04666666666
İhsaniye Merkez Mh.,42,4.023809523809524,5.0,0,0,1.0133259898516824,38551.01357142857
Akse Mah.,234,3.97008547008547,0.0,2,0,0.9948077012502523,48203.43991452991
Halıdere Yalı Mh.,17,3.9411764705882355,0.0,0,0,1.0344649851480887,28975.32
Gültepe Mh.,13,3.923076923076923,0.0,0,0,0.9745026931838926,29086.530000000002
Değirmendere Merkez Mh.,39,3.7948717948717947,0.0,0,0,1.0163548575988282,29470.965897435897
Hacıhızır Mh.,33,3.787878787878788,5.0,0,0,0.9661580933816667,37014.1
Yeniyalı Mh.,32,3.75,0.0,0,0,1.0072929023264412,34409.3896875
Çukurbağ Mh.,28,3.75,0.0,0,0,0.9575955911450778,27287.403928571428
Kuruçeşme Fatih Mh.,29,3.689655172413793,0.0,0,0,1.0158123724842758,35090.18827586207
Doğan Mh.,16,3.6875,0.0,0,0,1.0026999225899669,38088.224375
Osman Yılmaz Mh.,182,3.598901098901099,0.0,1,0,0.9920544185301128,46531.889560439566
Yalı Mh.,20,3.55,0.0,0,0,0.9659796274254961,52316.1095
Şirintepe Mh.,75,3.546666666666667,0.0,1,0,1.0334401640807909,36894.906
Emekevler Mh.,65,3.4461538461538463,5.0,0,0,0.9840629939163716,35135.917384615386
Yeşilkent Mh.,9,3.4444444444444446,0.0,0,0,0.8247642146270856,30293.73333333333
Kabaoğlu Mh.,55,3.4363636363636365,0.0,0,0,0.9535088169322433,53982.123999999996
Cumhuriyet Mah.,238,3.4159663865546217,0.0,0,0,0.9930002008682501,39852.61361344538
Yavuz Sultan Selim Mah.,153,3.3986928104575163,0.0,0,0,0.995678286916222,46510.36065359477
Hacı Osman Mh.,68,3.3529411764705883,0.0,0,0,0.9707485025119513,33797.618382352935
Gaziler Mah.,86,3.3255813953488373,5.0,0,0,1.0016667573692168,45638.551860465115
Karabaş Mh.,54,3.314814814814815,0.0,0,0,1.0200516341287504,28882.636111111115
Arapçeşme Mh.,84,3.3095238095238093,0.0,0,0,0.9860534528078859,40613.25130952381
