feature,importance
num__attr_total_quality_score,0.08631016808380729
num__district_m2_group_target_median,0.056391391531953744
num__attr_effect_building_age_bucket,0.04046638430214666
num__district_room_count_target_median,0.0360107423073415
num__is_old_building,0.018489298426619154
num__attr_m2_per_room,0.0157025839567283
num__estimated_monthly_rent_gross,0.01195627558709494
num__location_baseline_log,0.009512334170428892
num__attr_effect_elevator,0.00920343799180261
num__location_baseline_m2,0.009159328606542089
cat__duplex_x_site_project_duplex__missing,0.008979192409211072
num__detail_effect_inside_mean,0.008444485757207158
cat__parking_Açık Otopark,0.008361518178996528
num__detail_effect_total_mean,0.008125855738038954
num__site_project_oof_price_level,0.007787901017765228
num__site_project_oof_residual_mean,0.007656275270305869
num__bearing_from_district_centroid_cos,0.007092407102140071
num__location_baseline_vs_trend,0.007051166589949788
num__dues,0.006744673993336671
num__bearing_from_district_centroid_sin,0.006537911652948102
num__building_age,0.006526606434267544
num__trend_sale_m2,0.006139907041337519
num__attr_quality_x_location_baseline,0.005978714703128745
num__attr_building_age_score,0.005769789952765402
num__net_m2,0.0057030630346687206
num__lat_centered_county,0.00555006521803319
num__demo_divorced_ratio,0.005536556941658622
num__distance_to_geo_cluster_center_m,0.005467672485671206
num__distance_to_district_centroid_m,0.005382224813652061
num__gross_m2,0.005287393642991599
num__distance_to_county_centroid_m,0.005027046612821199
num__attr_net_gross_ratio,0.004977158184721155
num__net_gross_ratio,0.004940045346614413
num__bearing_from_county_centroid_sin,0.00487729699015995
num__bearing_from_county_centroid_cos,0.004857041934888645
num__detail_effect_total_x_attr_quality,0.0048523706058111234
num__detail_effect_inside_x_attr_quality,0.004845662637825347
num__district_target_mean,0.0047925646145411845
num__attr_quality_x_county_income,0.004704021982850159
cat__usage_status_Mülk Sahibi,0.004671697144595146
cat__elevator_Yok,0.004467001208197538
num__detail_effect_outside_mean,0.004443247312623531
num__detail_effect_subtype_sum,0.004409113669800549
num__attr_building_age_inverse,0.004186230123449844
num__attr_quality_x_demo_income,0.004170397375778543
num__detail_effect_inside_sum,0.00412565788475524
num__duplex_x_gross_m2,0.004060179854831596
num__lon_centered_county,0.004052087916148249
num__location_baseline_count,0.004005090425143371
num__distance_to_karamursel_center_m,0.0039040821185390992
