rows,base_r2,segment_r2,best_blended_r2,mape,mae,status,status_note,basiskele_large_home_rows,basiskele_large_home_r2,top_large_home_features
3653,0.6162379838818326,0.5754680128593379,0.6191442364421199,0.1292722543771774,4953.9516838255395,used_blend,,560,0.3982763773829495,"large_home_m2_excess,large_home_quality_x_m2,large_home_detail_premium_x_m2,large_home_site_x_m2,large_home_basiskele_premium"
