site_project_id,n,mean_actual,mean_pred,mean_residual
izmit::sehri_bahce_3,1,70952.38,34421.652519998504,-36530.7274800015
izmit::sogucak,1,72222.22,39212.97743541494,-33009.24256458506
darica::zen,1,96428.57,66710.19859340834,-29718.371406591672
darica::serapark,1,69230.77,40516.552148852934,-28714.21785114707
izmit::komsu_hem_yasam_hem_de_oturumluk,1,91304.35,62880.68475081403,-28423.66524918598
kartepe::hursoy_sapphire,1,71000.0,42821.58934519955,-28178.41065480045
darica::adora_villalari,1,79666.67,52243.519168851664,-27423.150831148334
izmit::sehr_i_bahce_sitesi_3,1,66346.15,40727.34464694573,-25618.805353054267
darica::bayramoglu_zen,2,84910.715,59788.32295055551,-25122.392049444494
gebze::hisar,1,61842.11,36741.88670911805,-25100.22329088195
gebze::gebze_eskihisar_mah_park,1,72222.22,48198.059624812355,-24024.160375187646
darica::zeytin,1,74074.07,50765.89081427328,-23308.179185726724
basiskele::panorama_3,1,68780.49,46198.67613791155,-22581.813862088457
cayirova::alb_akse_life,2,68049.02,45557.68672262305,-22491.333277376943
derince::gada_panorama_park,1,73093.2,51475.14185615622,-21618.05814384378
darica::trilye,1,72413.79,50945.3394722577,-21468.450527742294
basiskele::yuvacik_pasadagi_mh,1,57241.38,36564.14246962757,-20677.237530372426
kartepe::gate_41,1,64634.15,44166.0388458471,-20468.111154152903
izmit::armadakent_1,1,89062.5,68789.00164587355,-20273.498354126452
basiskele::vistapark,1,60000.0,40412.04701232686,-19587.95298767314
izmit::semt_kocaeli,1,65000.0,45635.27532833898,-19364.724671661017
izmit::akasya_park_evleri_2,1,83246.07,64099.13910646946,-19146.930893530545
basiskele::temizel_tepe_loft,1,52777.78,33796.9382349379,-18980.841765062098
izmit::armakent_4,1,70564.52,51709.30977843529,-18855.210221564717
izmit::muasir_kent,1,58333.33,39645.90736245386,-18687.422637546144
izmit::yahyakaptan_armada_kent,1,78620.69,60246.39777034116,-18374.292229658844
basiskele::semt_bahcecik,1,61111.11,42753.92886896289,-18357.181131037112
izmit::kuvars_plajyolu,1,79326.92,61257.79867069004,-18069.121329309957
korfez::pektim_park,1,70754.72,52782.36523499575,-17972.354765004253
gebze::erengul,1,68095.24,50143.97229384698,-17951.267706153027
cayirova::happy_town_plus,2,71962.07500000001,54196.05195644735,-17766.023043552657
izmit::muasirkent,1,59722.22,42249.382827413494,-17472.837172586507
golcuk::guler_sabanci,1,41200.0,23728.433460626144,-17471.566539373856
izmit::kentsa,4,64234.085,46878.847494247195,-17355.237505752804
izmit::elit_kirk_bir,1,63105.26,45901.08373769445,-17204.176262305555
darica::100m2_luks_butik_site,1,82500.0,65327.43225215231,-17172.567747847686
gebze::emlak,2,57366.07,40290.152157318495,-17075.917842681505
gebze::hunkar,1,67028.99,50022.84940046817,-17006.140599531835
izmit::kabaoglu,1,64486.57,47618.09483607279,-16868.475163927207
korfez::yalikent_sahil,1,46060.61,29412.573978445944,-16648.036021554057
korfez::petkim_park_turkoz_2015,1,62130.18,45536.61419989514,-16593.565800104858
gebze::sunali_evler,2,61810.604999999996,45333.54925496309,-16477.05574503691
cayirova::veffa_gayrimenkul_inonu_selale_park,1,61764.71,45480.41383011357,-16284.296169886431
basiskele::erenoglu_gm_den,1,60185.19,43961.76734328628,-16223.422656713723
basiskele::akven_armoni_teras,1,51415.09,35226.14514045874,-16188.944859541254
kartepe::hursoy_nefes_kartepe,2,62726.815,46602.54238515119,-16124.272614848807
kartepe::vefakent_gulbahce,1,47931.03,32330.3442342012,-15600.6857657988
izmit::yesilova_mah,1,63000.0,47444.30875932217,-15555.691240677828
izmit::sunrise_yesilova,1,60000.0,44465.94294038425,-15534.057059615749
basiskele::yuvacikta,1,57500.0,42061.249726629016,-15438.750273370984
darica::sinirsiz_kredi_imkaniyla_manolya,1,84090.91,68696.52228431928,-15394.387715680728
darica::eksen_gyd,2,72642.045,57349.791316293886,-15292.253683706112
basiskele::merkezde_essiz_bir,1,56666.67,41445.15896659332,-15221.511033406678
izmit::kurucesmenin_ustu,1,60000.0,44795.778029837944,-15204.221970162056
izmit::gundogdu_havuzlu_asansorlu,1,65126.05,49923.170249044095,-15202.879750955908
izmit::terrace,1,54166.67,39105.20291424352,-15061.467085756478
darica::alemdar_seaside,1,69250.0,54367.98259345529,-14882.017406544714
basiskele::panoramakent_3,1,54166.67,39293.18690335416,-14873.48309664584
korfez::ata,1,56800.0,42033.463158995866,-14766.536841004134
gebze::acill_gebze_akse_konaklari,1,62500.0,47803.36798632213,-14696.632013677867
izmit::sehrin_yildizi,1,44545.45,29901.96070903899,-14643.489290961006
izmit::sea_life,2,63651.315,49309.1578471539,-14342.157152846095
kartepe::casaba,3,63405.223333333335,49157.242924556784,-14247.980408776551
izmit::dan_bayindirlik,1,46869.57,32863.28039343566,-14006.289606564336
darica::cami_mah_manolya,1,80434.78,66465.92799726565,-13968.852002734347
kartepe::ertugrul_gazi_mh,1,63333.33,49365.289182884,-13968.040817116002
basiskele::seymen,1,55714.29,41852.303181541036,-13861.986818458965
kartepe::ertugrul_gazi_de,2,55113.634999999995,41309.974998404505,-13803.66000159549
darica::kevser,1,57307.69,43516.62468155986,-13791.065318440145
golcuk::luxury_sea_suit,1,45614.04,32017.56425311527,-13596.475746884731
darica::besyuz_evler,1,65686.27,52152.39688814849,-13533.873111851513
darica::eksioglu_marine_villa,1,66279.07,52985.871155463436,-13293.198844536571
derince::olivia_park,3,49618.056666666664,36343.386620747326,-13274.670045919338
gebze::safirpark,1,64000.0,50728.62913913909,-13271.370860860909
izmit::manzara,1,51546.39,38335.56673271162,-13210.823267288382
cayirova::pasific_aura,2,66954.61,53774.38452555206,-13180.22547444794
gebze::gul,1,57692.31,44517.25706487076,-13175.052935129235
golcuk::flora,1,44333.33,31206.247398609146,-13127.082601390855
cayirova::eng_yasam_tepe,1,52380.95,39258.36241632547,-13122.587583674525
izmit::altinevler,1,60833.33,47741.404221036995,-13091.925778963006
korfez::turkoz_park,3,63595.85666666667,50694.26668461773,-12901.589982048938
izmit::full,2,76119.4,63250.85212189777,-12868.547878102225
izmit::armadakent_2,2,80835.9,68039.98933055623,-12795.910669443776
basiskele::pasadag_mh_de_konsept_talha_park,1,41807.91,29073.14868753591,-12734.761312464092
izmit::nikomedya_can,1,48484.85,35837.58310167019,-12647.266898329806
darica::manolya,3,74316.64333333333,61812.969295508556,-12503.674037824772
izmit::oluklu_ozon,2,55113.634999999995,42723.711214598545,-12389.923785401454
izmit::hanzade,1,50588.24,38445.72197984517,-12142.518020154828
izmit::remax_plaj_yolu_deniz_manzarali,1,62416.67,50466.175571786036,-11950.494428213962
golcuk::dogakent,1,35897.44,24083.057739217336,-11814.382260782666
cayirova::guzeltepe,6,68132.12666666666,56339.14163447328,-11792.985032193392
kartepe::vefakent_saklibahce,3,45959.59333333333,34348.46375285131,-11611.12958048202
kartepe::kaymakamlik_belediye_yani_tower,1,63281.25,51757.69796289703,-11523.55203710297
darica::darica_merkez_de,2,62138.89,50626.791572780465,-11512.098427219538
cayirova::akse_yasam,3,72671.65666666666,61204.56802632052,-11467.088640346143
golcuk::baris_park_evleri_1,2,43389.53999999999,31963.970818969912,-11425.569181030085
izmit::kore,1,44736.84,33334.173859015486,-11402.666140984511
darica::yelkenkaya_deniz_evler,3,66410.25333333334,55118.66852024152,-11291.58481309181
darica::mehtap_sahil,1,67647.06,56381.97069286498,-11265.089307135015
darica::ilke,1,50000.0,38794.84234931045,-11205.15765068955
izmit::plajyolunda,2,68550.42,57358.208475669584,-11192.211524330418
kartepe::beykent_konaklari_611,1,50645.16,39456.3723246088,-11188.787675391206
golcuk::camlik,1,41851.85,30677.3986043202,-11174.4513956798
izmit::ata,1,60416.67,49329.684831971164,-11086.985168028834
izmit::alikahya_kavanium,1,52000.0,41094.65199183719,-10905.348008162808
izmit::fnd_smarside_2,1,60000.0,49112.39107865133,-10887.60892134867
derince::derince_inci,1,60185.19,49437.13798172712,-10748.05201827288
basiskele::cb_mahall_den_pasadag_da,1,42857.14,32202.50420753711,-10654.63579246289
izmit::respark_3,1,54098.36,43599.38272823379,-10498.977271766213
izmit::yasam,1,52500.0,42041.263161561124,-10458.736838438876
golcuk::versay_lilyum_park,1,49999.99,39564.866613355385,-10435.123386644613
cayirova::butik_site,2,56818.18,46392.404283596465,-10425.77571640354
darica::yildiz_evler,1,44533.33,34115.057216602516,-10418.272783397486
basiskele::basiskele_de_asev_muhit,1,53333.33,43009.937885871535,-10323.392114128466
gebze::gebze_trend,3,55514.44666666666,45196.4885601865,-10317.958106480162
golcuk::baris_vizyon_deluxe,1,45454.55,35145.39492260517,-10309.155077394833
golcuk::hisar,1,42000.0,31705.84564589647,-10294.154354103532
basiskele::ara,1,55312.5,45021.005336006405,-10291.494663993595
korfez::turkoz_ata,3,64749.799999999996,54474.051201247516,-10275.748798752487
basiskele::kolayli,1,50000.0,39833.824110532645,-10166.175889467355
derince::zumrut,2,43125.0,32971.49634817541,-10153.50365182459
izmit::gokce,3,50485.71333333334,40513.99479766223,-9971.718535671107
darica::bayramoglu_havuzlu,1,73684.21,63725.240696709385,-9958.969303290622
golcuk::supark_arcadia,1,44230.77,34283.54228515962,-9947.227714840374
derince::emay_dan_derince_60_evler_sahilde,1,44285.71,34342.76804814367,-9942.94195185633
izmit::sahibinden_yelkent_tetra,1,47058.82,37246.560292884446,-9812.259707115554
cayirova::cayirova_fatih_cad_kent,1,58125.0,48324.866196998635,-9800.133803001365
