county,n,mape,mae,mean_bias,r2
Başiskele,1753,0.10206599513958572,4002.780210140739,-356.5730554826179,0.5068484438290648
Darıca,3318,0.0845952761004279,4157.704247677796,-371.5231063179179,0.7177358624517334
Derince,685,0.10909147884423735,3899.6133105192093,-289.97670646278414,0.6925370049004791
Gebze,1803,0.12481748638622218,5481.017413631675,-781.2836251169587,0.5775631476493595
Gölcük,1179,0.12013979567028348,3857.2276138160123,-516.5225362889329,0.6619995645598274
Kartepe,1008,0.10198148117651902,4044.515028328063,-300.41475271425395,0.5358670612964299
Körfez,786,0.11827613304499715,4197.770636509816,-586.8941470816803,0.7248049317632078
Çayırova,1234,0.09686814272428333,4055.269637657654,-334.8851194707903,0.6988171181916958
İzmit,2597,0.13035910608915194,5062.29865423564,-428.0303751723729,0.6842797344339983
