building_age_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
missing,30,0.15940306343277222,0.14879746312375602,8335.499160592623,6879.645754489542,49576.808666666664,45278.56685025771
31 ve üzeri,788,0.15064103428291264,0.12127658939212951,4468.7260999657,3291.465273543954,29716.317538071064,29583.500812430797
26-30 arası,737,0.14226175620158701,0.11925667111705456,4622.485650880601,3398.294335210201,31798.56373134328,31257.06081432496
21-25 arası,425,0.13818653360176741,0.10927312295881668,4489.450266800074,3589.9306980120455,33747.51087058823,34084.50034658903
16-20 arası,419,0.13297590696554498,0.10130917552444561,4837.061851980174,3557.5952940854513,37303.36071599046,37254.729230117184
3,359,0.1239641623573245,0.0969408207227239,5442.18510945937,4245.034129161286,42907.044038997214,42277.5126107266
11-15 arası,1573,0.12135473176304466,0.09482555698773554,4798.15272543715,3716.1570823261645,40069.45248569612,39717.19178143347
6-10 arası,2488,0.11720572995188051,0.09079923558566774,4761.049324716213,3611.204207437011,41231.21918810289,40910.59701174692
5,678,0.11460506483002339,0.09018138928626282,4941.3238310200295,3646.2256690227514,42954.69601769911,42189.90787707165
4,316,0.11335635034910825,0.09271616733157861,5060.518319303878,4019.5212031127157,44082.23851265822,43197.677132234254
0 (Yapım Aşamasında),194,0.110650948162593,0.09400837438463136,5138.314448234567,3929.9630187557195,44721.63845360825,43463.965562722995
2,370,0.11058835847431224,0.0910241416230056,4829.746449039513,3715.3608310242744,43400.00497297297,43033.99435505299
1,453,0.10655112441642439,0.08019883636695595,4433.896813941809,3445.307235691733,43004.458079470205,42915.21343277572
0 (Oturuma Hazır),5533,0.08330213315760858,0.06192651829553573,3838.645387855388,2789.0352223401133,46311.06868425809,45758.4823349555
