feature,group,basiskele_positive_count,basiskele_negative_count,basiskele_effect,global_effect,smoothed_effect,abs_effect,direction,reliability_level
out_closed_pool,outside,66,,0.12398923216225263,0.08962903135171363,0.12398923216225263,0.12398923216225263,premium,county
out_open_pool,outside,292,,0.11757305317881935,0.09611800171109408,0.11757305317881935,0.11757305317881935,premium,county
out_pool,outside,306,,0.112820609361237,0.09041495204046157,0.112820609361237,0.112820609361237,premium,county
view_pool,view,78,,0.10325708029009172,0.06493578120548538,0.10325708029009172,0.10325708029009172,premium,county
out_security,outside,345,,0.07965217514374749,0.06812031388264383,0.07965217514374749,0.07965217514374749,premium,county
subtype_middle_floor,subtype,462,,0.07585402744584038,0.06572219765334975,0.07585402744584038,0.07585402744584038,premium,county
out_sauna_hamam,outside,108,,0.07196759487481746,0.06906200763618209,0.07196759487481746,0.07196759487481746,premium,county
out_generator,outside,44,,0.06818218616671635,0.05667230534128542,0.06818218616671635,0.06818218616671635,premium,county
subtype_reverse_duplex,subtype,45,,-0.06328493484476068,-0.09352695210734918,-0.06328493484476068,0.06328493484476068,discount,county
subtype_duplex,subtype,721,,-0.05735043332344567,-0.04643081663958437,-0.05735043332344567,0.05735043332344567,discount,county
out_sports_area,outside,254,,0.056285048934622356,0.047545310274325736,0.056285048934622356,0.056285048934622356,premium,county
out_camera,outside,469,,0.05273477051958245,0.04425620397846419,0.05273477051958245,0.05273477051958245,premium,county
in_air_conditioner,inside,64,,0.04748374983728611,0.04067586556386704,0.04748374983728611,0.04748374983728611,premium,county
subtype_roof_duplex,subtype,412,,-0.04299902379627025,-0.04186267911422359,-0.04299902379627025,0.04299902379627025,discount,county
in_parent_bathroom,inside,410,,0.04030967774290024,0.049482956131855715,0.04030967774290024,0.04030967774290024,premium,county
subtype_garden_duplex,subtype,212,,-0.03923544291579559,-0.04456168009135553,-0.03923544291579559,0.03923544291579559,discount,county
in_terrace,inside,334,,-0.03661854953558187,-0.02494698705474452,-0.03661854953558187,0.03661854953558187,discount,county
subtype_triplex,subtype,6,,-0.03292577994038406,-0.04008530063810589,-0.03292577994038406,0.03292577994038406,discount,unreliable
out_children_playground,outside,411,,0.0328422829542842,0.03378229582911807,0.0328422829542842,0.0328422829542842,premium,county
view_river,view,7,,-0.03182761242546088,-0.027752095314140135,-0.03182761242546088,0.03182761242546088,discount,unreliable
in_intercom,inside,623,,0.027261295201967517,0.03633426902453163,0.027261295201967517,0.027261295201967517,premium,county
in_builtin_kitchen,inside,324,,0.02494804226745657,0.03777485536515002,0.02494804226745657,0.02494804226745657,premium,county
transport_tram,transport,42,,-0.021309059773056072,0.002951086367959377,-0.021309059773056072,0.021309059773056072,discount,county
front_south,front,846,,-0.021204855210164682,-0.0069627515431536224,-0.021204855210164682,0.021204855210164682,discount,county
transport_train,transport,42,,-0.021166008139777197,-0.002822264082042558,-0.021166008139777197,0.021166008139777197,discount,county
front_north,front,542,,0.01885566413660007,-0.0015922382002386826,0.01885566413660007,0.01885566413660007,premium,county
view_lake,view,9,,-0.016363559027184657,-0.016195865227000894,-0.016363559027184657,0.016363559027184657,discount,unreliable
in_smart_home,inside,57,,0.0154818374235991,0.03560167635910627,0.0154818374235991,0.0154818374235991,premium,county
view_city,view,743,,-0.015045984719733237,-0.009520262718497818,-0.015045984719733237,0.015045984719733237,discount,county
view_bosphorus,view,12,,-0.014236650501326482,-0.00043605227229992494,-0.014236650501326482,0.014236650501326482,discount,county
transport_metro,transport,57,,-0.013786721348277877,0.0047849534079711376,-0.013786721348277877,0.013786721348277877,discount,county
in_pantry,inside,134,,-0.013583476855821359,-0.009639396513385634,-0.013583476855821359,0.013583476855821359,discount,county
transport_bus_stop,transport,1052,,-0.013353599547357988,0.0010883205351195357,-0.013353599547357988,0.013353599547357988,discount,county
in_dressing_room,inside,111,,0.012781032234131101,0.021160383347861966,0.012781032234131101,0.012781032234131101,premium,county
near_park,nearby,1028,,-0.012211124684077056,-0.00042746636822244,-0.012211124684077056,0.012211124684077056,discount,county
near_lake_zero,nearby,21,,-0.012134656400805605,-0.010108584917543517,-0.012134656400805605,0.012134656400805605,discount,county
transport_minibus,transport,899,,-0.011426771590307229,-0.0005835477446769488,-0.011426771590307229,0.011426771590307229,discount,county
near_mosque,nearby,1116,,-0.011364751565789935,-0.0005850018438557925,-0.011364751565789935,0.011364751565789935,discount,county
in_glass_balcony,inside,95,,0.011228201296985563,0.008544184530725474,0.011228201296985563,0.011228201296985563,premium,county
in_steel_door,inside,1011,,0.011085913328548427,0.014484137222118498,0.011085913328548427,0.011085913328548427,premium,county
transport_main_road,transport,934,,-0.011085650331182514,0.002512019412248989,-0.011085650331182514,0.011085650331182514,discount,county
transport_airport,transport,42,,-0.011008176883277593,0.00353821857878156,-0.011008176883277593,0.011008176883277593,discount,county
front_east,front,804,,-0.009133500903800737,-0.0059008371138844495,-0.009133500903800737,0.009133500903800737,discount,county
view_nature,view,794,,-0.008952206070880148,-0.0021866224781046384,-0.008952206070880148,0.008952206070880148,discount,county
in_heat_glass,inside,762,,0.008742864859088864,0.013592661165828801,0.008742864859088864,0.008742864859088864,premium,county
transport_e5,transport,441,,-0.008225401764099138,0.0026918977500267616,-0.008225401764099138,0.008225401764099138,discount,county
in_fiber,inside,535,,0.008015147396211461,0.01991125182707254,0.008015147396211461,0.008015147396211461,premium,county
out_hydrofor,outside,58,,0.007853564195944056,0.028941918810842182,0.007853564195944056,0.007853564195944056,premium,county
near_school,nearby,1147,,-0.007794923323262261,0.00015468565345333474,-0.007794923323262261,0.007794923323262261,discount,county
near_city_center,nearby,782,,-0.006998026762878509,0.001495581976969973,-0.006998026762878509,0.006998026762878509,discount,county
view_park_green,view,839,,0.0064768345396869,0.004123702437884624,0.0064768345396869,0.0064768345396869,premium,county
front_west,front,767,,-0.0063736436822188275,-0.0033014009550331735,-0.0063736436822188275,0.0063736436822188275,discount,county
subtype_top_floor,subtype,122,,-0.006150652286676973,-0.03531603671093286,-0.006150652286676973,0.006150652286676973,discount,county
transport_score,transport,1197,,-0.0060022965213705854,0.00045896519005861336,-0.0060022965213705854,0.0060022965213705854,discount,county
near_sea_zero,nearby,44,,-0.005993551757188861,0.007461153422279487,-0.005993551757188861,0.005993551757188861,discount,county
near_hospital,nearby,1072,,-0.005617930263953315,0.0012530414261116007,-0.005617930263953315,0.005617930263953315,discount,county
view_sea,view,345,,-0.004698662550362105,0.014600360958982428,-0.004698662550362105,0.004698662550362105,discount,county
in_laminate_floor,inside,805,,0.003749528604667871,0.009738161529872613,0.003749528604667871,0.003749528604667871,premium,county
near_market,nearby,1174,,-0.0037178256046243533,0.0007184189027329424,-0.0037178256046243533,0.0037178256046243533,discount,county
near_university,nearby,595,,-0.0035428746229565844,-0.0021369690121275653,-0.0035428746229565844,0.0035428746229565844,discount,county
in_pvc,inside,594,,0.003234528128411011,0.006032294828788309,0.003234528128411011,0.003234528128411011,premium,county
near_pharmacy,nearby,1023,,-0.002030484082121293,0.0016576051804655378,-0.002030484082121293,0.002030484082121293,discount,county
out_sound_insulation,outside,722,,0.002014381510512252,0.016097670340829318,0.002014381510512252,0.002014381510512252,premium,county
near_mall,nearby,768,,0.0019339387874159962,0.001120069060030815,0.0019339387874159962,0.0019339387874159962,premium,county
front_score,front,1226,,-0.0014189920389800186,0.002018220616823996,-0.0014189920389800186,0.0014189920389800186,discount,county
out_heat_insulation,outside,914,,0.0008528181299664432,0.013391930014947206,0.0008528181299664432,0.0008528181299664432,premium,county
view_score,view,1188,,0.0006169627863015487,0.0031670421695570994,0.0006169627863015487,0.0006169627863015487,premium,county
transport_tem,transport,109,,-0.0001369639245712294,0.006960406292256138,-0.0001369639245712294,0.0001369639245712294,discount,county
