raw_name,proposed_canonical_id,reason,frequency,mean_residual,needs_manual_review,mean_price,median_price
eskidjiden izmit iztop park,eskidjiden_iztop_park,low_freq_kept_separate_review,1,,True,,
Vadi İzmit,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
Kavanium İzmit Evleri 819 Ada,kavanium_evleri_819_ada,low_freq_kept_separate_review,2,,True,,
myra-3 sitesi,myra_3,low_freq_kept_separate_review,1,,True,,
Çepni Corner Park,cepni_corner_park,low_freq_kept_separate_review,1,,True,,
Yeni Akarca Konutları,akarca,low_freq_kept_separate_review,1,,True,,
alikahya ve dumlupinar sinirinda site,alikahya_ve_dumlupinar_sinirinda,low_freq_kept_separate_review,1,,True,,
Up Town Evleri 2. Etap,up_town_evleri_2,low_freq_kept_separate_review,1,,True,,
Up Town Evleri 1. Etap,up_town_evleri_1,low_freq_kept_separate_review,2,,True,,
Up Town Evleri 1. Etap,up_town_evleri_1,low_freq_kept_separate_review,2,,True,,
Vadi İzmit,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
ten yuvam akarca konutlari,ten_yuvam_akarca,low_freq_kept_separate_review,1,,True,,
Muasır Kent Sitesi,muasir_kent,low_freq_kept_separate_review,1,,True,,
Kartanesi Sitesi,kartanesi,low_freq_kept_separate_review,1,,True,,
komsu hem yasam hem de oturumluk rezidans,komsu_hem_yasam_hem_de_oturumluk,low_freq_kept_separate_review,1,,True,,
Vadi İzmit,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
ekol'den karadenizliler mah./hls yapi' da site,ekol_den_karadenizliler_mah_hls_yapi_da,low_freq_kept_separate_review,1,,True,,
izmit sehir hastanesi karsisi sarkent evleri,sehir_hastanesi_karsisi_sarkent,low_freq_kept_separate_review,1,,True,,
remax dream'den 80 kredi eminevime uygun site,remax_dream_den_80_kredi_eminevime_uygun,low_freq_kept_separate_review,1,,True,,
remax effect ten kocaeli gundogdu bayindirlik konutlari,remax_effect_ten_gundogdu_bayindirlik,low_freq_kept_separate_review,2,,True,,
gundogdu havuzlu asansorlu site,gundogdu_havuzlu_asansorlu,low_freq_kept_separate_review,1,,True,,
Almira Sitesi,almira,low_freq_kept_separate_review,2,,True,,
tarcanlardan gundogdu eren life,tarcanlardan_gundogdu_eren_life,low_freq_kept_separate_review,2,,True,,
Almira Sitesi,almira,low_freq_kept_separate_review,2,,True,,
izmit yesilova liva park,yesilova_liva_park,low_freq_kept_separate_review,1,,True,,
tarcanlar'dan gundogdu eren life,tarcanlar_dan_gundogdu_eren_life,low_freq_kept_separate_review,1,,True,,
izmit kabaoglu satilik havuzlu site,kabaoglu_havuzlu,low_freq_kept_separate_review,1,,True,,
Güney Park Çayırköy,guney_park_cayirkoy,low_freq_kept_separate_review,2,,True,,
Cef City Gölpark,cef_city_golpark,low_freq_kept_separate_review,2,,True,,
MK Teras,mk_teras,low_freq_kept_separate_review,2,,True,,
Yeşilova Konakları,yesilova_konaklari,low_freq_kept_separate_review,1,,True,,
Aslantaş Plus,aslantas_plus,low_freq_kept_separate_review,1,,True,,
izmit arizli toki konutlari,arizli_toki,low_freq_kept_separate_review,1,,True,,
TOKİ Konutları 185. Ada,toki_konutlari_185_ada,low_freq_kept_separate_review,1,,True,,
Terrace,terrace,low_freq_kept_separate_review,1,,True,,
Avlu Residence,avlu,low_freq_kept_separate_review,1,,True,,
Tepe Residence,tepe,low_freq_kept_separate_review,1,,True,,
Anakent Sitesi,anakent,low_freq_kept_separate_review,2,,True,,
Manzara İzmit Evleri,manzara,low_freq_kept_separate_review,2,,True,,
Kavan TRY,kavan_try,low_freq_kept_separate_review,1,,True,,
asayra dan bayindirlik kalici konutlari,asayra_dan_bayindirlik_kalici,low_freq_kept_separate_review,1,,True,,
Cef City Gölpark,cef_city_golpark,low_freq_kept_separate_review,2,,True,,
Güney Park Çayırköy,guney_park_cayirkoy,low_freq_kept_separate_review,2,,True,,
kocaeli izmit cayirkoy premiumda site,cayirkoy_premiumda,low_freq_kept_separate_review,1,,True,,
Uğur Sitesi,ugur,low_freq_kept_separate_review,1,,True,,
Burçin Sitesi,burcin,low_freq_kept_separate_review,2,,True,,
Türkkablo Sitesi,turkkablo,low_freq_kept_separate_review,1,,True,,
izmit sea life 41 sitesi,sea_life_41,low_freq_kept_separate_review,2,,True,,
İremkent Sitesi,iremkent,low_freq_kept_separate_review,2,,True,,
remax dream'den plaj yolunda site,remax_dream_den_plaj_yolunda,low_freq_kept_separate_review,1,,True,,
kurucesme fatih mahallesi site,kurucesme_fatih_mahallesi,low_freq_kept_separate_review,1,,True,,
Onur Sitesi,onur,low_freq_kept_separate_review,2,,True,,
izmit kurucesmenin ustu site,kurucesmenin_ustu,low_freq_kept_separate_review,1,,True,,
Vista Evleri,vista,low_freq_kept_separate_review,2,,True,,
plajyolu avangard projesi,plajyolu_avangard,low_freq_kept_separate_review,1,,True,,
Vista Evleri,vista,low_freq_kept_separate_review,2,,True,,
remax plaj yolu deniz manzarali site,remax_plaj_yolu_deniz_manzarali,low_freq_kept_separate_review,1,,True,,
Yelken Park Evleri,yelken_park,low_freq_kept_separate_review,2,,True,,
Zorlu Sitesi,zorlu,low_freq_kept_separate_review,2,,True,,
tanyildiz-izmit/kurucesme butik site,tanyildiz_izmit_kurucesme_butik,low_freq_kept_separate_review,1,,True,,
Balaban Yüksel Sitesi,balaban_yuksel,low_freq_kept_separate_review,2,,True,,
plajyolunda site,plajyolunda,low_freq_kept_separate_review,2,,True,,
Erdağı Sitesi,erdagi,low_freq_kept_separate_review,1,,True,,
La Vida Park Evleri,la_vida_park,low_freq_kept_separate_review,1,,True,,
Zorlu Sitesi,zorlu,low_freq_kept_separate_review,2,,True,,
izmit plajyolunda site,plajyolunda,low_freq_kept_separate_review,2,,True,,
Türköz Sitesi,turkoz,low_freq_kept_separate_review,2,,True,,
Seka Akgün Sitesi,seka_akgun,low_freq_kept_separate_review,1,,True,,
Onur Siteleri,onur_siteleri,low_freq_kept_separate_review,1,,True,,
kurucesme oluklu sitesi,kurucesme_oluklu,low_freq_kept_separate_review,1,,True,,
Türköz Sitesi,turkoz,low_freq_kept_separate_review,2,,True,,
sifir satilik izmit sirintepe sea life,sifir_sirintepe_sea_life,low_freq_kept_separate_review,1,,True,,
Soğucak Evleri,sogucak,low_freq_kept_separate_review,1,,True,,
tarcanlardan kurucesmede site,tarcanlardan_kurucesmede,low_freq_kept_separate_review,1,,True,,
Uygun Sitesi,uygun,low_freq_kept_separate_review,1,,True,,
Çınar Vadisi Konakları,cinar_vadisi_konaklari,low_freq_kept_separate_review,1,,True,,
Feza Sitesi,feza,low_freq_kept_separate_review,2,,True,,
Erim Sitesi,erim,low_freq_kept_separate_review,1,,True,,
Dostluk 6 Sitesi,dostluk_6,low_freq_kept_separate_review,1,,True,,
plajyolunun en prestijli sitesi,plajyolunun_en_prestijli,low_freq_kept_separate_review,1,,True,,
deniz manzarali site,deniz_manzarali,low_freq_kept_separate_review,1,,True,,
kurucesme deniz manzarali site,kurucesme_deniz_manzarali,low_freq_kept_separate_review,2,,True,,
Akar Sitesi,akar,low_freq_kept_separate_review,2,,True,,
Ateş Sitesi,ates,low_freq_kept_separate_review,1,,True,,
RBS Yaşam Sitesi,rbs_yasam,low_freq_kept_separate_review,1,,True,,
plajyolu site,plajyolu,low_freq_kept_separate_review,1,,True,,
Feza Sitesi,feza,low_freq_kept_separate_review,2,,True,,
Barış Sitesi 2,baris_sitesi_2,low_freq_kept_separate_review,1,,True,,
plajyolu bozdag sitesi,plajyolu_bozdag,low_freq_kept_separate_review,1,,True,,
Burçin Sitesi,burcin,low_freq_kept_separate_review,2,,True,,
Sahilkent Sitesi,sahilkent,low_freq_kept_separate_review,1,,True,,
Altınevler Sitesi,altinevler,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 23. Ada,dunya_bankasi_konutlari_23_ada,low_freq_kept_separate_review,1,,True,,
yesilova merkezi yerde karpay rezidans,yesilova_merkezi_yerde_karpay,low_freq_kept_separate_review,1,,True,,
Şehrin Yıldızı Sitesi,sehrin_yildizi,low_freq_kept_separate_review,1,,True,,
full esyali rezidans,full,low_freq_kept_separate_review,2,,True,,
Dünya Bankası Konutları 18. Ada,dunya_bankasi_konutlari_18_ada,low_freq_kept_separate_review,1,,True,,
Hanife Sultan Sitesi,hanife_sultan,low_freq_kept_separate_review,2,,True,,
remax dream dunya bankasi konutlari,remax_dream_dunya_bankasi,low_freq_kept_separate_review,1,,True,,
gundogdu dorukkent1 sitesi,gundogdu_dorukkent1,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 2. Ada,dunya_bankasi_konutlari_2_ada,low_freq_kept_separate_review,1,,True,,
Bağtepe Evleri,bagtepe,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 27. Ada,dunya_bankasi_konutlari_27_ada,low_freq_kept_separate_review,1,,True,,
celik-ay'dan yesilova zumra sit,celik_ay_dan_yesilova_zumra,low_freq_kept_separate_review,1,,True,,
Lilyum Park 2 Evleri,lilyum_park_2,low_freq_kept_separate_review,1,,True,,
full esyali hazir kiracili son satilik rezidans,full_hazir_kiracili_son,low_freq_kept_separate_review,1,,True,,
Vadikent Konutları,vadikent,low_freq_kept_separate_review,1,,True,,
Akçakoca Üniversite Evleri,akcakoca_universite,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 3. Ada,dunya_bankasi_konutlari_3_ada,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 24. Ada,dunya_bankasi_konutlari_24_ada,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 14. Ada,dunya_bankasi_konutlari_14_ada,low_freq_kept_separate_review,1,,True,,
izmit kent,panoramakent,near_dict_not_merged_conservative,6,,True,,
izmit kent,bahcekent_konutlari,near_dict_not_merged_conservative,6,,True,,
izmit kent,kirazli_kent,near_dict_not_merged_conservative,6,,True,,
izmit kent,zeraykent_yuvacik,near_dict_not_merged_conservative,6,,True,,
izmit'te akcakent sitesi,izmit_te_akcakent,low_freq_kept_separate_review,1,,True,,
vadi residence,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
Dünya Bankası Konutları 9. Ada,dunya_bankasi_konutlari_9_ada,low_freq_kept_separate_review,1,,True,,
invest global'den yesilova alfa rezidans,invest_global_den_yesilova_alfa,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Sitesi - 30. Ada,dunya_bankasi_sitesi_30_ada,low_freq_kept_separate_review,1,,True,,
yesilova mah. site,yesilova_mah,low_freq_kept_separate_review,1,,True,,
Vega Residence,vega,low_freq_kept_separate_review,1,,True,,
Oluklu Özön Sitesi,oluklu_ozon,low_freq_kept_separate_review,2,,True,,
Oluklu Özon Sitesi,oluklu_ozon,low_freq_kept_separate_review,2,,True,,
Natural İzmit,natural,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları 17. Ada,dunya_bankasi_konutlari_17_ada,low_freq_kept_separate_review,1,,True,,
Sudeks Bağçeşme Konutları,sudeks_bagcesme,low_freq_kept_separate_review,1,,True,,
Dünya Bankası Konutları,dunya_bankasi,low_freq_kept_separate_review,2,,True,,
FND Smart Side,fnd_smart_side,low_freq_kept_separate_review,1,,True,,
liya residence,liya,low_freq_kept_separate_review,1,,True,,
Ata Sitesi,ata,low_freq_kept_separate_review,2,,True,,
Dünya Bankası Konutları 21. Ada,dunya_bankasi_konutlari_21_ada,low_freq_kept_separate_review,1,,True,,
izmit kent,panoramakent,near_dict_not_merged_conservative,6,,True,,
izmit kent,bahcekent_konutlari,near_dict_not_merged_conservative,6,,True,,
izmit kent,kirazli_kent,near_dict_not_merged_conservative,6,,True,,
izmit kent,zeraykent_yuvacik,near_dict_not_merged_conservative,6,,True,,
Loca Bağçeşme Sitesi,loca_bagcesme,low_freq_kept_separate_review,1,,True,,
remax dream avenue rezidans,remax_dream_avenue,low_freq_kept_separate_review,1,,True,,
Vadi Residence,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
dunya bankasi konutlari,dunya_bankasi,low_freq_kept_separate_review,2,,True,,
Avenue Residence,avenue,low_freq_kept_separate_review,1,,True,,
KVS Royal Residence,kvs_royal,low_freq_kept_separate_review,1,,True,,
full esyali rezidans,full,low_freq_kept_separate_review,2,,True,,
izmit karpay rezidans,karpay,low_freq_kept_separate_review,1,,True,,
remax exclusiveden avenue rezidans,remax_exclusiveden_avenue,low_freq_kept_separate_review,1,,True,,
izmit kent,panoramakent,near_dict_not_merged_conservative,6,,True,,
izmit kent,bahcekent_konutlari,near_dict_not_merged_conservative,6,,True,,
izmit kent,kirazli_kent,near_dict_not_merged_conservative,6,,True,,
izmit kent,zeraykent_yuvacik,near_dict_not_merged_conservative,6,,True,,
Elit Kırk Bir Sitesi,elit_kirk_bir,low_freq_kept_separate_review,1,,True,,
Ufuk Sitesi,ufuk,low_freq_kept_separate_review,2,,True,,
Hanzade Evlerı,hanzade,low_freq_kept_separate_review,1,,True,,
Masiva Kozluk,masiva_kozluk,low_freq_kept_separate_review,2,,True,,
Özyapı Sitesi,ozyapi,low_freq_kept_separate_review,1,,True,,
izmit karabas mah. kent,karabas_mah_kent,low_freq_kept_separate_review,1,,True,,
izmit kent,panoramakent,near_dict_not_merged_conservative,6,,True,,
izmit kent,bahcekent_konutlari,near_dict_not_merged_conservative,6,,True,,
izmit kent,kirazli_kent,near_dict_not_merged_conservative,6,,True,,
izmit kent,zeraykent_yuvacik,near_dict_not_merged_conservative,6,,True,,
izmit merkez kent,panoramakent,near_dict_not_merged_conservative,6,,True,,
izmit merkez kent,bahcekent_konutlari,near_dict_not_merged_conservative,6,,True,,
izmit merkez kent,kirazli_kent,near_dict_not_merged_conservative,6,,True,,
izmit merkez kent,zeraykent_yuvacik,near_dict_not_merged_conservative,6,,True,,
Şehr-i Naz Evleri,sehr_i_naz,low_freq_kept_separate_review,2,,True,,
Şehr-i Naz Evleri,sehr_i_naz,low_freq_kept_separate_review,2,,True,,
Lavinya Park Evleri,lavinya_park,low_freq_kept_separate_review,1,,True,,
Gülaçtı Deniz Konakları 2. Etap,gulacti_deniz_konaklari_2,low_freq_kept_separate_review,1,,True,,
seka memur evleri,seka_memur,low_freq_kept_separate_review,1,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
Yelkent Konutları,yelkent,low_freq_kept_separate_review,1,,True,,
Armadakent 2. Etap,armadakent_2,low_freq_kept_separate_review,2,,True,,
Akdora Sitesi,akdora,low_freq_kept_separate_review,1,,True,,
Flora Park,flora_park,low_freq_kept_separate_review,2,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
yahyakaptan armada kent,yahyakaptan_armada_kent,low_freq_kept_separate_review,1,,True,,
Vadi İzmit Sitesi,ritim_vadi_evleri,near_dict_not_merged_conservative,17,,True,,
Armadakent 4. Etap,armadakent_4,low_freq_kept_separate_review,1,,True,,
