county,feature,group,positive_count,negative_count,local_effect,global_effect,smoothed_effect,reliability_level
Başiskele,front_east,front,383,,-0.01528386079501625,0.0,-0.01528386079501625,county
Gölcük,front_east,front,221,,-0.016242109279843032,0.0,-0.016242109279843032,county
Karamürsel,front_east,front,72,,0.020471596197117282,0.0,0.020471596197117282,county
İzmit,front_east,front,503,,0.01365952470177955,0.0,0.01365952470177955,county
Başiskele,front_north,front,269,,0.022249690892515904,0.0021441078959671955,0.022249690892515904,county
Gölcük,front_north,front,164,,-0.017290859640576577,0.0021441078959671955,-0.017290859640576577,county
Karamürsel,front_north,front,86,,0.003931742927128259,0.0021441078959671955,0.003931742927128259,county
İzmit,front_north,front,337,,-0.003990385591056042,0.0021441078959671955,-0.003990385591056042,county
Başiskele,front_score,front,589,,0.006568608317351631,0.003609728833927406,0.006568608317351631,county
Gölcük,front_score,front,342,,-0.01127733259647167,0.003609728833927406,-0.01127733259647167,county
Karamürsel,front_score,front,138,,0.004609007963882816,0.003609728833927406,0.004609007963882816,county
İzmit,front_score,front,972,,0.014180987788995368,0.003609728833927406,0.014180987788995368,county
Başiskele,front_south,front,405,,-0.010472435474345343,-0.0031749623609584887,-0.010472435474345343,county
Gölcük,front_south,front,232,,-0.016150354282332927,-0.0031749623609584887,-0.016150354282332927,county
Karamürsel,front_south,front,85,,0.004121269612422388,-0.0031749623609584887,0.004121269612422388,county
İzmit,front_south,front,653,,0.005839918678335876,-0.0031749623609584887,0.005839918678335876,county
Başiskele,front_west,front,373,,0.01577594575341566,0.010155929815207188,0.01577594575341566,county
Gölcük,front_west,front,196,,0.006738040005675687,0.010155929815207188,0.006738040005675687,county
Karamürsel,front_west,front,79,,-0.01987240144904384,0.010155929815207188,-0.01987240144904384,county
İzmit,front_west,front,475,,0.01202398493832526,0.010155929815207188,0.01202398493832526,county
Başiskele,in_air_conditioner,inside,38,,0.09819433170440782,0.09970213674063544,0.09819433170440782,county
Gölcük,in_air_conditioner,inside,16,,0.07598564995552962,0.09970213674063544,0.07598564995552962,global_fallback
Karamürsel,in_air_conditioner,inside,4,,0.10099860054646266,0.09970213674063544,0.10099860054646266,global_fallback
İzmit,in_air_conditioner,inside,53,,0.10332459174429551,0.09970213674063544,0.10332459174429551,county
Başiskele,in_builtin_kitchen,inside,164,,0.0558824642303315,0.07700890220867507,0.0558824642303315,county
Gölcük,in_builtin_kitchen,inside,93,,0.06090708546917416,0.07700890220867507,0.06090708546917416,county
Karamürsel,in_builtin_kitchen,inside,28,,0.07041409438601226,0.07700890220867507,0.07041409438601226,global_fallback
İzmit,in_builtin_kitchen,inside,260,,0.09226967789390697,0.07700890220867507,0.09226967789390697,county
Başiskele,in_dressing_room,inside,47,,0.08681870414603045,0.12348458305791432,0.08681870414603045,county
Gölcük,in_dressing_room,inside,8,,0.14172099657998544,0.12348458305791432,0.14172099657998544,global_fallback
Karamürsel,in_dressing_room,inside,2,,0.12348458305791432,0.12348458305791432,0.12348458305791432,global_fallback
İzmit,in_dressing_room,inside,35,,0.13734552642034217,0.12348458305791432,0.13734552642034217,county
Başiskele,in_fiber,inside,263,,0.022305323901296158,0.04425346113687656,0.022305323901296158,county
Gölcük,in_fiber,inside,102,,0.07525177610682533,0.04425346113687656,0.07525177610682533,county
Karamürsel,in_fiber,inside,32,,0.047392397386426977,0.04425346113687656,0.047392397386426977,county
İzmit,in_fiber,inside,407,,0.05711056750993988,0.04425346113687656,0.05711056750993988,county
Başiskele,in_glass_balcony,inside,51,,0.03393993139668808,0.03503795149851818,0.03393993139668808,county
Gölcük,in_glass_balcony,inside,60,,0.04121042530156674,0.03503795149851818,0.04121042530156674,county
Karamürsel,in_glass_balcony,inside,21,,0.009725799668811133,0.03503795149851818,0.009725799668811133,global_fallback
İzmit,in_glass_balcony,inside,95,,0.03689436851251229,0.03503795149851818,0.03689436851251229,county
Başiskele,in_heat_glass,inside,372,,0.01840732389252362,0.01507469394668881,0.01840732389252362,county
Gölcük,in_heat_glass,inside,168,,0.007441651887263843,0.01507469394668881,0.007441651887263843,county
Karamürsel,in_heat_glass,inside,39,,0.0156593445611369,0.01507469394668881,0.0156593445611369,county
İzmit,in_heat_glass,inside,530,,0.017313392356833716,0.01507469394668881,0.017313392356833716,county
Başiskele,in_intercom,inside,282,,0.040444308190190494,0.06722572350146017,0.040444308190190494,county
Gölcük,in_intercom,inside,62,,0.08276270120779476,0.06722572350146017,0.08276270120779476,county
Karamürsel,in_intercom,inside,15,,0.09105976288075956,0.06722572350146017,0.09105976288075956,global_fallback
İzmit,in_intercom,inside,345,,0.08871671359783813,0.06722572350146017,0.08871671359783813,county
Başiskele,in_laminate_floor,inside,393,,0.015024721021482293,0.005878876963439694,0.015024721021482293,county
Gölcük,in_laminate_floor,inside,240,,-0.0007409339435952968,0.005878876963439694,-0.0007409339435952968,county
Karamürsel,in_laminate_floor,inside,87,,-0.03289836331726688,0.005878876963439694,-0.03289836331726688,county
İzmit,in_laminate_floor,inside,692,,0.009569338522346097,0.005878876963439694,0.009569338522346097,county
Başiskele,in_pantry,inside,51,,-0.00203062403241918,0.008964810321842265,-0.00203062403241918,county
Gölcük,in_pantry,inside,28,,0.025374983102270432,0.008964810321842265,0.025374983102270432,global_fallback
Karamürsel,in_pantry,inside,11,,-0.0013186017753880298,0.008964810321842265,-0.0013186017753880298,global_fallback
İzmit,in_pantry,inside,72,,0.015279500295539268,0.008964810321842265,0.015279500295539268,county
Başiskele,in_parent_bathroom,inside,169,,0.06824254391585707,0.08094364339281412,0.06824254391585707,county
