county,model,feature,importance
Başiskele,extra_trees,num__basiskele_detail_group_bucket_median,0.08882282402624718
Başiskele,extra_trees,num__district_m2_group_target_median,0.0697116231279506
Başiskele,extra_trees,num__attr_total_quality_score,0.024187352388998447
Başiskele,extra_trees,cat__elevator_Var,0.02351229187287949
Başiskele,extra_trees,num__attr_has_elevator,0.022034208417070808
Başiskele,extra_trees,num__attr_effect_elevator,0.01900378241511927
Başiskele,extra_trees,num__attr_quality_x_county_income,0.018958841761960242
Başiskele,extra_trees,cat__elevator_Yok,0.01465050190741109
Başiskele,extra_trees,num__detail_effect_subtype_sum,0.014421084076148134
Başiskele,extra_trees,num__attr_effect_total_quality_bucket,0.013085027537442138
Başiskele,extra_trees,num__detail_effect_subtype_mean,0.012879994295261911
Başiskele,extra_trees,num__basiskele_detail_subtype_premium_signal,0.012299174402900147
Başiskele,extra_trees,num__attr_m2_per_room,0.011771496393859646
Başiskele,extra_trees,num__estimated_monthly_rent_gross,0.010496280822693176
Başiskele,extra_trees,num__location_baseline_level_code,0.009183484918623043
Başiskele,extra_trees,num__attr_quality_x_location_baseline,0.008900917584335956
Başiskele,extra_trees,cat__usage_status_Mülk Sahibi,0.008195754937733633
Başiskele,extra_trees,num__gross_m2,0.007851309858643225
Başiskele,extra_trees,num__district_room_count_target_median,0.007828653902458783
Başiskele,extra_trees,num__bathroom_count,0.007241526255389486
Başiskele,extra_trees,num__attr_compactness_score,0.007220947903131156
Başiskele,extra_trees,num__detail_effect_outside_mean,0.00707477164743867
Başiskele,extra_trees,num__total_floors,0.00691293420042704
Başiskele,extra_trees,num__detail_effect_total_x_attr_quality,0.006566460108265644
Başiskele,extra_trees,num__net_m2,0.00639653822042688
Başiskele,extra_trees,num__floor_num,0.0061952118590166225
Başiskele,extra_trees,num__detail_effect_total_sum,0.006033650391111628
Başiskele,extra_trees,cat__floor_segment_Zemin/Giriş,0.00596087700242244
Başiskele,extra_trees,num__detail_effect_county_total_sum,0.005702396875850421
Başiskele,extra_trees,num__attr_net_gross_ratio,0.005494759907795605
Başiskele,extra_trees,num__net_gross_ratio,0.005457195604856649
Başiskele,extra_trees,num__basiskele_district_premium_bucket_mean,0.005319545641925575
Başiskele,extra_trees,num__dues,0.005209371229229174
Başiskele,extra_trees,num__basiskele_detail_inside_premium_signal,0.005192630192114684
Başiskele,extra_trees,num__basiskele_premium_x_gross_m2,0.005018852706759414
Başiskele,extra_trees,num__basiskele_detail_total_premium_signal,0.005012355448347375
Başiskele,extra_trees,num__detail_effect_outside_x_attr_quality,0.004992512437707653
Başiskele,extra_trees,num__attr_new_building_x_site_inside,0.004869903523195179
Başiskele,extra_trees,num__detail_effect_inside_x_attr_quality,0.00468654869146726
Başiskele,extra_trees,num__detail_effect_total_mean,0.004611210906638466
Başiskele,extra_trees,num__district_m2_group_rent_m2_median,0.004437602619009633
Başiskele,extra_trees,num__basiskele_district_premium_bucket_median,0.004367189713246079
Başiskele,extra_trees,num__detail_effect_inside_sum,0.004364444089476188
Başiskele,extra_trees,num__detail_effect_inside_mean,0.004301329940378227
Başiskele,extra_trees,num__basiskele_premium_score,0.00429138814547291
Başiskele,extra_trees,num__detail_effect_front_sum,0.004253637236539351
Başiskele,extra_trees,num__remaining_floors,0.004241596257879065
Başiskele,extra_trees,num__district_m2_group_rent_m2_count,0.004236970231461469
Başiskele,extra_trees,num__attr_quality_x_demo_income,0.003931455471959881
Başiskele,extra_trees,num__detail_effect_front_mean,0.003913256034366912
Başiskele,extra_trees,cat__detail_cephe_Batı|Doğu|Kuzey,0.003909416108419142
Başiskele,extra_trees,num__location_baseline_m2,0.003871499018492623
Başiskele,extra_trees,num__detail_effect_level_code,0.003860196451867333
Başiskele,extra_trees,cat__room_count_3+1,0.00385854457921987
Başiskele,extra_trees,cat__m2_group_126-150,0.0038518115370876783
Başiskele,extra_trees,cat__building_age_group_0 (Oturuma Hazır),0.003826193554372723
Başiskele,extra_trees,cat__heating_Kombi (Doğalgaz),0.0038119024938920135
Başiskele,extra_trees,num__attr_floor_ratio,0.003799674876852654
Başiskele,extra_trees,num__detail_effect_outside_sum,0.0037255192975490813
Başiskele,extra_trees,num__attr_net_gross_good,0.003719120672590683
Başiskele,extra_trees,num__detail_effect_district_total_sum,0.0037006168619025427
Başiskele,extra_trees,num__floor_ratio,0.00368798922386182
Başiskele,extra_trees,num__location_baseline_vs_trend,0.0036006437089755204
Başiskele,extra_trees,cat__parking_Açık Otopark,0.0036003152581276974
Başiskele,extra_trees,num__is_new_building,0.003570745471921787
Başiskele,extra_trees,num__detail_front_count,0.0035664829390225253
Başiskele,extra_trees,num__location_baseline_count,0.003447634266238906
Başiskele,extra_trees,num__district_room_rent_m2_count,0.0034311939309895037
Başiskele,extra_trees,num__attr_net_gross_bad,0.0033763662889018716
Başiskele,extra_trees,num__location_baseline_log,0.0033633828506281363
Başiskele,extra_trees,cat__detail_cephe_Batı|Doğu|Güney,0.0033399895883542956
Başiskele,extra_trees,num__basiskele_premium_x_location_baseline,0.003332237558251115
Başiskele,extra_trees,cat__usage_status_Boş,0.003271070902262577
Başiskele,extra_trees,cat__detail_konut_tipi_missing,0.00321981332742851
Başiskele,extra_trees,cat__parking_Açık & Kapalı Otopark,0.003144725106422583
Başiskele,extra_trees,num__building_age,0.0030645018310947883
Başiskele,extra_trees,cat__m2_group_0-75,0.0030509985697885216
Başiskele,extra_trees,num__attr_compact_home_x_quality,0.003050201132384478
Başiskele,extra_trees,num__front_score,0.003036558101300414
Başiskele,extra_trees,num__district_room_rent_m2_median,0.0029771059568427832
Başiskele,extra_trees,cat__building_age_group_6-10 arası,0.0029223324058554718
Başiskele,extra_trees,cat__kitchen_Kapalı,0.002909104144928209
Başiskele,extra_trees,cat__detail_konut_tipi_Ara Kat,0.0028800299750033624
Başiskele,extra_trees,cat__detail_cephe_missing,0.0028719600150025207
Başiskele,extra_trees,num__nearby_score,0.0028669831121271015
Başiskele,extra_trees,num__detail_effect_positive_count,0.0028440548193967765
Başiskele,extra_trees,cat__kitchen_Açık (Amerikan),0.002822330821729716
Başiskele,extra_trees,num__attr_building_age_inverse,0.0028125686630673416
Başiskele,extra_trees,num__county_room_count_target_median,0.002793353308450856
Başiskele,extra_trees,num__basiskele_has_inside_luxury_signal,0.0027745417817541806
Başiskele,extra_trees,cat__detail_cephe_Batı|Doğu,0.0027634839210071522
Başiskele,extra_trees,num__basiskele_has_pool_signal,0.002739393291950164
Başiskele,extra_trees,num__detail_effect_transport_mean,0.002727162643698882
Başiskele,extra_trees,cat__m2_group_101-125,0.0027169370456219923
Başiskele,extra_trees,num__basiskele_district_premium_bucket_count,0.0027052470539970213
Başiskele,extra_trees,num__transport_score,0.0026980321823603616
Başiskele,extra_trees,num__accessibility_score,0.0026836869130169388
Başiskele,extra_trees,cat__detail_cephe_Doğu|Güney,0.0026711404971135914
Başiskele,extra_trees,num__demo_education_doctorate_ratio,0.0026600138066406867
Başiskele,extra_trees,num__detail_outside_count,0.002637144880599816
Başiskele,extra_trees,num__detail_near_count,0.002631256584659023
Başiskele,extra_trees,num__inside_quality_score,0.002621719494678059
Başiskele,extra_trees,num__estimated_rent_m2_gross,0.0026199037985382427
Başiskele,extra_trees,num__outside_quality_score,0.0025869091848381705
Başiskele,extra_trees,num__detail_effect_negative_count,0.002584527757505923
Başiskele,extra_trees,num__basiskele_premium_x_detail_outside,0.0025746818008964465
Başiskele,extra_trees,num__demo_population_density,0.0025628328819183237
Başiskele,extra_trees,num__large_home_m2_excess,0.002549907942757901
Başiskele,extra_trees,num__detail_quality_score,0.002491412004792928
Başiskele,extra_trees,num__detail_effect_total_abs_sum,0.002483646871857226
Başiskele,extra_trees,num__site_security_score,0.0024626607722811173
Başiskele,extra_trees,num__attr_is_middle_floor,0.0024621755703328535
Başiskele,extra_trees,num__detail_effect_view_sum,0.0024551688410508845
Başiskele,extra_trees,num__detail_transport_count,0.0024297191261686687
Başiskele,extra_trees,num__detail_effect_used_count,0.0024184966596586953
Başiskele,extra_trees,cat__floor_segment_Bahçe,0.0024130590778542447
Başiskele,extra_trees,num__detail_view_count,0.002409883912052164
Başiskele,extra_trees,num__detail_effect_transport_sum,0.002400684725100389
Başiskele,extra_trees,num__basiskele_has_social_luxury_signal,0.0023862895022632316
Başiskele,extra_trees,num__is_small_flat,0.0023764565933089695
Başiskele,extra_trees,num__large_home_detail_premium_x_m2,0.002360775702928649
Başiskele,extra_trees,num__detail_effect_nearby_sum,0.002299813396681586
Başiskele,extra_trees,num__attr_heating_quality_score,0.002296217558182091
Başiskele,extra_trees,cat__building_age_group_0 (Yapım Aşamasında),0.00227092141106724
Başiskele,extra_trees,num__basiskele_premium_x_detail_view,0.0022591254759581317
Başiskele,extra_trees,cat__heating_Yerden Isıtma,0.0022507085647477196
Başiskele,extra_trees,cat__usage_status_Kiracılı,0.0022381810289606404
Başiskele,extra_trees,cat__m2_group_151-200,0.00222360362651905
Başiskele,extra_trees,num__attr_floor_quality_score,0.00221398338645292
Başiskele,extra_trees,cat__building_age_group_1,0.0021972992596148576
Başiskele,extra_trees,num__detail_effect_view_x_location_baseline,0.0021739460990129215
Başiskele,extra_trees,cat__detail_cephe_Batı|Doğu|Güney|Kuzey,0.002161601185572489
Başiskele,extra_trees,num__basiskele_detail_outside_premium_signal,0.002156589846151997
Başiskele,extra_trees,num__basiskele_detail_view_premium_signal,0.0021340261270599565
Başiskele,extra_trees,num__detail_effect_nearby_mean,0.0021313435385085107
Başiskele,extra_trees,num__detail_inside_count,0.002115509000381896
Başiskele,extra_trees,num__detail_selected_count,0.00211205807553332
Başiskele,extra_trees,cat__room_count_2+1,0.002059227179041638
Başiskele,extra_trees,cat__building_age_group_4,0.0020512277814394545
Başiskele,extra_trees,num__demo_density_vs_county,0.0020345186581905653
Başiskele,extra_trees,num__large_home_quality_x_m2,0.001983288200930521
Başiskele,extra_trees,cat__building_age_group_5,0.0019492740914451227
Başiskele,extra_trees,num__view_score,0.0019440769119460641
Başiskele,extra_trees,num__large_home_basiskele_premium,0.0019429776215385635
Başiskele,extra_trees,num__is_middle_floor,0.001917628785124862
Başiskele,extra_trees,num__large_home_net_gross_quality,0.0019101471614822413
Başiskele,extra_trees,num__attr_large_home_x_quality,0.0018924823694739616
Başiskele,extra_trees,num__attr_amenity_score,0.0018711144644090398
Başiskele,extra_trees,cat__furnished_Belirtilmemiş,0.0018689975491200312
Başiskele,extra_trees,num__large_home_log_m2,0.0018654890893001395
Başiskele,extra_trees,num__large_home_room_density,0.00184956633745379
Başiskele,extra_trees,cat__room_count_4+1,0.0018129125432323752
Başiskele,extra_trees,num__detail_effect_view_mean,0.0017873523751541609
Başiskele,extra_trees,num__basiskele_premium_bucket_mid,0.0017731611467723815
Başiskele,extra_trees,cat__detail_konut_tipi_En Üst Kat,0.0017582324042291608
Başiskele,extra_trees,cat__m2_group_76-100,0.0017132803185166455
Başiskele,extra_trees,cat__detail_cephe_Doğu|Güney|Kuzey,0.0017081069168683035
Başiskele,extra_trees,num__attr_old_building_x_no_elevator,0.001703000244043646
Başiskele,extra_trees,num__basiskele_site_premium_signal,0.0016666573052348305
Başiskele,extra_trees,num__attr_effect_building_age_bucket,0.0016438226325648298
Başiskele,extra_trees,num__basiskele_premium_x_new_building,0.0016412845818884435
Başiskele,extra_trees,num__basiskele_premium_x_large_home,0.0016295641988415801
Başiskele,extra_trees,num__attr_is_mid_age_building,0.00162343068271098
Başiskele,extra_trees,num__basiskele_premium_x_site_inside,0.001609177490984849
Başiskele,extra_trees,cat__detail_manzara_Şehir,0.0015452132583454582
Başiskele,extra_trees,num__basiskele_has_view_signal,0.0015444671178938526
Başiskele,extra_trees,num__attr_is_young_building,0.001538120627275212
Başiskele,extra_trees,cat__detail_manzara_missing,0.0015366012600876607
Başiskele,extra_trees,num__total_room_score,0.0015145657111046448
Başiskele,extra_trees,num__attr_is_old_building,0.0014856392225721241
Başiskele,extra_trees,num__trend_price_change_sale,0.0014658146028902865
Başiskele,extra_trees,num__attr_building_age_score,0.0014623584767839873
Başiskele,extra_trees,cat__detail_manzara_Doğa|Park & Yeşil Alan,0.0014610175123873617
Başiskele,extra_trees,num__rooms,0.0014565683509597355
Başiskele,extra_trees,num__basiskele_has_security_signal,0.0014377265907323739
Başiskele,extra_trees,num__demo_household_size,0.0014263373105145357
Başiskele,extra_trees,cat__detail_cephe_Batı|Güney,0.0014129481828869094
Başiskele,extra_trees,cat__floor_segment_Ara Kat,0.0013818133466830113
Başiskele,extra_trees,num__district_target_mean,0.0013563038102860528
Başiskele,extra_trees,cat__building_age_group_11-15 arası,0.0013440161937778557
Başiskele,extra_trees,num__trend_count_rent,0.0013309109003063406
Başiskele,extra_trees,num__demo_summer_house_count,0.0013128674204894687
Başiskele,extra_trees,cat__detail_manzara_Deniz|Doğa|Park & Yeşil Alan|Şehir,0.0013120610112849307
Başiskele,extra_trees,num__attr_quality_x_district_median,0.0012658300307015612
Başiskele,extra_trees,num__district_rent_m2_count,0.0012339299458083946
Başiskele,extra_trees,cat__demo_dominant_age_group_30-34,0.0012310908150098513
Başiskele,extra_trees,num__demo_young_ratio,0.0012304766254361025
Başiskele,extra_trees,num__demo_high_school_diff_county,0.0012253783275772985
Başiskele,extra_trees,num__is_ground_floor,0.0011940747026627364
Başiskele,extra_trees,num__attr_is_ground_or_below,0.0011876951886398703
Başiskele,extra_trees,num__demo_residential_density,0.0011759303882523699
