feature,importance
num__district_m2_group_target_median,0.15325737303978737
num__attr_effect_building_age_bucket,0.053807566304953834
num__district_room_count_target_median,0.04601349720229153
num__attr_total_quality_score,0.04578246114339311
num__is_old_building,0.04151339406885499
num__building_age,0.01990446350458594
num__detail_effect_total_mean,0.019267099283692288
num__location_baseline_m2,0.019250186409070398
num__attr_m2_per_room,0.017605275424715752
num__location_baseline_log,0.01727540431630813
num__trend_sale_m2,0.014046463305052315
cat__demo_dominant_age_group_65+,0.01186657763107402
num__total_floors,0.011575574469990808
num__attr_building_age_inverse,0.011324544085268944
num__attr_is_old_building,0.011146980124038591
num__detail_effect_total_x_attr_quality,0.0108206188598005
num__detail_effect_outside_mean,0.009914440512833723
num__detail_effect_subtype_mean,0.009902525821852413
num__detail_effect_inside_sum,0.008084395513602016
num__dues,0.00803746917855204
num__attr_building_age_score,0.007861159334933754
num__estimated_monthly_rent_gross,0.007645268667078981
num__attr_effect_elevator,0.0075927419546396
num__basiskele_detail_group_bucket_median,0.007378265455165052
num__demo_age_65_plus_count,0.006579109600751963
cat__usage_status_Mülk Sahibi,0.006516628333051505
num__detail_effect_inside_x_attr_quality,0.00624482337914295
num__detail_effect_subtype_sum,0.006112811877093902
num__detail_effect_county_total_sum,0.005905439662740129
num__attr_quality_x_location_baseline,0.005816171294697986
num__location_baseline_vs_trend,0.005766450444999764
num__trend_yield,0.00552882917337673
num__attr_quality_x_county_income,0.005385847811671819
num__detail_effect_total_sum,0.005109327753016409
num__demo_old_ratio,0.005086625573674609
num__attr_quality_x_demo_income,0.004838123792301372
num__demo_age_65_plus,0.004698817303809903
num__gross_m2,0.0046105940166738385
num__net_gross_ratio,0.004338475513408665
num__detail_effect_inside_mean,0.004332315348763603
num__detail_effect_total_abs_sum,0.0040313266972356356
num__demo_widow_ratio,0.0038259353480914445
num__detail_inside_count,0.003825344454323824
num__demo_population_density,0.0037249180253051085
num__location_baseline_level_code,0.0037225612230132577
num__bathroom_count,0.003677036478822498
num__detail_effect_district_total_sum,0.003645583945256604
num__detail_effect_front_mean,0.003638931143648878
num__attr_net_gross_ratio,0.0035811774620142893
num__trend_count_sale,0.00354063897278972
