rows,base_r2,segment_r2,best_blended_r2,mape,mae,status,status_note,basiskele_large_home_rows,basiskele_large_home_r2,top_large_home_features
488,0.5930696894161058,0.4780764586575036,0.5902049206040891,0.15180432224517892,5701.241933088406,kept_base,large_home specialist did not beat base MAPE; kept_base (redesign features still in base pipeline),193,0.23394043280176802,"large_home_m2_excess,large_home_quality_x_m2,large_home_detail_premium_x_m2,large_home_site_x_m2,large_home_basiskele_premium"
