county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Karamürsel,202,0.16917333790561834,0.14352785767267323,6416.472767890258,5154.251456760641,38340.65663366336,37350.117954528054
Gölcük,571,0.13983064131421757,0.11415440953898127,4252.073166352127,3355.507740903944,31298.68380035026,30831.09348055119
İzmit,1329,0.12979057714289313,0.1043553858518619,5058.47452619694,3932.1119823423905,39941.79457486833,39551.31013723899
Başiskele,856,0.11097972611521924,0.08799650996929252,4542.137446195417,3405.721616589759,40817.769310747666,40378.01161760664
