district,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Sepetlipınar Mh.,1,0.25047036842644244,0.25047036842644244,6261.759210661061,6261.759210661061,25000.0,31261.75921066106
Seymen Mah.,10,0.19719223218344423,0.17051364083289827,7903.441100308448,6874.03862939922,44081.542,42293.5053354661
Bahçecik Şehitekrem Mh.,2,0.17886472197333303,0.17886472197333303,6550.225877622441,6550.225877622441,37152.78,37582.4328277157
Atakent Mah.,5,0.16719450229310487,0.22826168812562447,8497.336743912227,8500.780266927868,47155.418,42982.28836552979
Bahçecik Kılıçaslan Mh.,11,0.1670159880357607,0.11470423749623508,6382.453381028981,5040.949565814917,42051.83090909091,42009.994446067576
Sahil Mah.,3,0.1574804332417583,0.1749340901677712,5325.0558645121355,5333.355554216974,35550.026666666665,39476.27532583086
Karşıyaka Mh.,4,0.15370722757126476,0.14602731973937486,10498.230742322954,9440.289343930392,67031.82,56533.58925767705
Döngel Mh.,39,0.13067148403749435,0.12241414611263035,5467.233342718051,3984.20054419549,40185.3958974359,39053.10169900875
Körfez Mh.,11,0.12308637893878528,0.08364526522245304,4459.860430045797,2479.484886652044,35762.35999999999,35350.12886994591
Kullar Yakacık Mh.,24,0.1219688400289869,0.11469278837587155,4930.837065774805,4682.392979397751,39630.2175,39262.05340549331
Kullar Tepecik Mh.,11,0.11798744337080412,0.07181633619445425,4506.89031740994,2921.6192621222726,38974.27636363636,37881.349176935524
Barbaros Mah.,108,0.11455969265297747,0.09421317172836466,4802.5505895993,4210.239440650923,41193.614074074074,40631.072696478695
Aydınkent Mh.,21,0.10888193809355627,0.08709007884798578,4072.5989358672746,3294.8486730979494,37026.04285714286,37822.14091659356
Serdar Mah.,38,0.10533727400903485,0.07962093743604476,4092.9219747014295,2874.6130422190963,37623.35236842106,36900.21635660871
Paşadağ Mh.,113,0.10498654150548907,0.08804933986924543,4308.431410090209,3374.450107408091,41525.32654867257,41275.8751366462
Fatih Mah.,194,0.1049344271230831,0.08934080669044653,4287.372431382467,3555.721987932662,41636.47659793814,41559.026111298124
Mahmutpaşa Mh.,26,0.09765027788120956,0.1015801164204437,4179.898653273572,4436.2721945696285,43813.14692307693,44367.054046457895
Yeşilyurt Mh.,201,0.09658776612797605,0.07475769975346298,4179.377310201016,3069.250967809552,41696.01975124378,41111.51205230499
Kullar Merkez Mh.,7,0.09452247260155533,0.0717198622247859,3320.0084342564764,2815.0045923228463,38300.97571428572,38767.777325670344
Yaylacık Mh.,35,0.08417884160333028,0.0638223641859391,3480.7912147891698,3065.492733944804,42852.42228571429,42552.805031961805
Havuzlubahçe Mh.,10,0.08205004050510145,0.05367112078416696,2604.9249094684146,1787.1129606924023,31740.775,31496.235949608606
Altınkent Mh.,24,0.07528978126082529,0.06364537341040698,2705.8252297093513,2368.982216122906,35407.8325,35342.05467039711
Yeniköy Merkez Mh.,10,0.07199278462330716,0.06561587206265712,2779.248277750753,2448.2468868556425,38734.704,38576.1989864653
Vezirçiftliği Mh.,1,0.059206131400863414,0.059206131400863414,2121.552844510501,2121.552844510501,35833.33,37954.8828445105
Damlar Mah.,5,0.055016723800111036,0.032410689675173784,2099.6976791810753,1283.800058202607,39906.932,39843.34065983837
Yeşilkent Mh.,5,0.040292921501274184,0.02377277600362896,1141.3725361728707,692.3821011056934,29533.484000000004,29915.01569927747
