district,sale_pred_old,sale_pred_new,sale_diff_tl_m2,sale_diff_pct,warning
missing,26100.59719532387,26028.610285067145,-71.98691025672451,-0.002758056059714279,Model is still insensitive for Karamürsel quality differences
