county,n_tests,mean_abs_diff_tl_m2,mean_abs_diff_pct,pass_rate
Başiskele,8,3136.896372069623,0.09116365699840034,0.875
Gölcük,8,587.9176971104071,0.025090174138711584,0.75
Karamürsel,8,587.9176971104071,0.025090174138711584,0.75
İzmit,8,587.9176971104071,0.025090174138711584,0.75
