heating,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Doğalgaz Sobası,2,0.288643145907737,0.288643145907737,7855.957218634741,7855.957218634741,31222.53,34367.60791641703
Yok,7,0.2457063804485746,0.3260686362319656,9944.603635340854,10877.921111977877,38691.852857142854,35057.68650250249
Merkezi,2,0.11139890302273453,0.11139890302273453,3832.4678612989337,3832.4678612989337,36354.165,39385.26210994167
Kombi (Doğalgaz),411,0.1075494442217471,0.09164287894824,4276.103927861665,3409.3530121785516,39626.50433090024,39509.30616131903
Yerden Isıtma,479,0.10284132050626586,0.08266972104824018,4389.979326453635,3351.650460902798,42124.539373695196,41505.51574588259
,3,0.0813365980818843,0.08545850461700989,3475.784294353405,4272.925230850495,44908.426666666666,41590.40684543194
Kat Kaloriferi,3,0.07569862959253028,0.0529073538358764,3293.150430314626,2043.3185112156934,42044.49,40113.55191049584
Merkezi (Pay Ölçer),10,0.07424942703892255,0.06561958189431534,2999.2752057859407,2851.7050139283747,40760.307,41851.740991578416
Kombi (Elektrik),2,0.07249715341455429,0.07249715341455429,2464.931322086137,2464.931322086137,33321.479999999996,35230.65070030598
