feature,importance
num__basiskele_detail_group_bucket_median,0.13729078389286709
num__district_m2_group_target_median,0.07583489743735461
num__attr_total_quality_score,0.066941297528757
num__attr_quality_x_county_income,0.02461046375926313
num__site_project_oof_price_level,0.02230255743536644
num__attr_m2_per_room,0.019337172075565266
num__site_project_oof_residual_mean,0.01757118557597985
num__detail_effect_total_mean,0.012840897130980475
num__detail_effect_inside_mean,0.012325711803691112
num__attr_quality_x_location_baseline,0.010969039205610978
num__detail_effect_front_sum,0.01023703387399734
num__basiskele_lat_lon_interaction,0.00949566361936292
cat__elevator_Yok,0.009143803485696152
num__basiskele_district_premium_bucket_mean,0.009074641696140863
num__basiskele_detail_subtype_premium_signal,0.008832059898619777
num__total_floors,0.008616530339428625
num__attr_effect_elevator,0.008426339563651226
num__attr_effect_total_quality_bucket,0.008158116371350665
num__estimated_monthly_rent_gross,0.008089414838122366
num__detail_effect_outside_mean,0.007810363303274316
num__detail_effect_subtype_sum,0.007525575874471996
num__district_room_count_target_median,0.006994655941510899
num__location_baseline_log,0.006382568047289684
num__detail_effect_front_mean,0.006360920788780106
num__attr_has_elevator,0.006314689245430939
cat__elevator_Var,0.006284108130798045
num__bearing_from_district_centroid_sin,0.006141626235572965
num__net_m2,0.006065165064462689
num__dues,0.005317337351694809
num__bearing_from_district_centroid_cos,0.005138703047194172
num__bearing_from_county_centroid_cos,0.005118393388472949
cat__floor_segment_Zemin/Giriş,0.005065427731864653
num__lat,0.005004141501670282
num__detail_effect_subtype_mean,0.0049721623907899165
num__basiskele_district_premium_bucket_count,0.004688508713257246
num__detail_effect_inside_x_attr_quality,0.004668418599824489
num__location_baseline_m2,0.004643614524864649
num__net_gross_ratio,0.004598563541968772
num__basiskele_premium_x_detail_outside,0.004592985228505676
num__attr_net_gross_ratio,0.0043383991121419795
num__basiskele_premium_x_gross_m2,0.004241761417264673
num__detail_effect_outside_x_attr_quality,0.00419659281364121
num__distance_to_coast_x_site_inside,0.004087575893162506
num__basiskele_premium_x_detail_view,0.0040759193403515186
num__attr_compactness_score,0.003969030598576425
num__basiskele_detail_inside_premium_signal,0.003958184759603648
num__lat_centered_city,0.003931970719478031
num__distance_to_sahil_m,0.003850547476148781
num__gross_m2,0.0038183264702357413
num__basiskele_premium_x_location_baseline,0.003810651440218952
