rows,base_r2,segment_r2,best_blended_r2,mape,mae,status,status_note,basiskele_large_home_rows,basiskele_large_home_r2,top_large_home_features
205,0.3254852391911859,0.22899584908032344,0.34240932739684016,0.12347757800604649,4805.227077764805,used_blend,,205,0.34240932739684016,"large_home_m2_excess,large_home_quality_x_m2,large_home_detail_premium_x_m2,large_home_site_x_m2,large_home_basiskele_premium"
