county,rows,site_coverage,dict_hit_rate,canonical_non_missing_rate,n_unique_sites
İzmit,2397,0.360450563204005,0.0,0.360450563204005,334
Başiskele,1753,0.2977752424415288,0.0,0.2977752424415288,216
Gölcük,1182,0.2098138747884941,0.0,0.2098138747884941,160
Kartepe,1007,0.3416087388282026,0.0,0.3416087388282026,171
Karamürsel,328,0.16463414634146342,0.0,0.16463414634146342,37
