county,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
Karamürsel,328,0.15858942778056437,0.12245502660414148,6174.8789832220755,4626.405957599702,40032.10551829268,39083.7392907805
İzmit,2397,0.12937610806634972,0.10084138363104375,4934.306280541365,3725.301763633179,39595.93858156029,39252.04640438666
Gölcük,1182,0.11800083779755116,0.09291637025963911,3801.0402956750063,2903.5277973834654,32959.62334179357,32486.91210274012
Başiskele,1753,0.10298299704781315,0.082059402906725,4018.091666023927,3051.0074973187366,38990.633354249854,38683.60063921399
Kartepe,1007,0.10137964418425062,0.08206203286602073,3999.047780756098,3027.4762608977544,38996.53412115193,38693.35846325365
