district,n,mean_anomaly_score,median_anomaly_score,high_risk_or_worse,exclude_candidate,median_price_to_baseline,mean_unit_price
Şevkatiye Mh.,1,23.0,23.0,0,0,0.5529899673761804,26406.25
Acısu Mh.,1,17.0,17.0,0,0,1.3814492625193835,61235.96
Ulaşlı Yalı Mh.,2,11.5,11.5,0,0,0.8360317701998656,27393.165
Sanayi Mah.,6,8.166666666666666,6.5,0,0,0.7523529528679039,34360.06
Akçakoca Mh.,22,8.136363636363637,8.0,0,0,0.9708405398885291,27434.883181818182
Tavşantepe Mh.,11,7.2727272727272725,5.0,0,0,0.7927138480538047,27457.940909090907
Merkez Mah.,43,5.906976744186046,5.0,0,0,1.0024579600187795,25168.591860465116
Zabıtan Mh.,10,5.7,2.5,0,0,0.7510469661119004,25714.078
Yenidoğan Mh.,15,5.6,0.0,0,0,0.986724014868155,31812.518
Kavaklı Mh.,43,5.441860465116279,5.0,0,0,1.0220177052935882,25636.04395348837
Karşıyaka Mh.,5,5.2,0.0,0,0,1.4208495740013456,58268.314
Avcıköy Mh.,1,5.0,5.0,0,0,1.1712455960598975,51111.11
Tepecik Mh.,1,5.0,5.0,0,0,0.820566671489752,31956.52
Yuvacık Yakacık Mh.,1,5.0,5.0,0,0,0.7477205443645963,32692.31
Cumhuriyet Mah.,111,4.972972972972973,5.0,0,0,1.0208881291645096,39382.130900900906
Cedit Mah.,52,4.730769230769231,5.0,0,0,1.0190449283896592,32670.52423076923
Donanma Mah.,54,4.648148148148148,0.0,0,0,0.9920793291581624,30097.784444444445
Kayacık Mh.,113,4.442477876106195,0.0,0,0,1.0061894514320586,45203.53300884956
Kuruçeşme Fatih Mh.,25,4.28,5.0,0,0,1.0231499338717285,34147.436
Yüzbaşılar Mh.,51,4.137254901960785,0.0,0,0,1.0255245327381974,27432.452352941178
Kozluk Mah.,84,4.071428571428571,0.0,1,0,0.965535845799921,28394.048095238097
İhsaniye Merkez Mh.,42,4.023809523809524,5.0,0,0,1.0251621174124597,38551.01357142857
Atatürk Mh.,42,3.9523809523809526,2.5,0,0,0.9694636597665254,40414.10571428571
Bekirdere Mah.,10,3.9,2.5,0,0,0.786628443312912,30338.971999999998
Hacıhasan Mh.,23,3.869565217391304,0.0,0,0,0.9828262216093334,27935.45347826087
4 Temmuz Mah.,166,3.86144578313253,0.0,0,0,0.9731306832974064,35666.80530120482
Değirmendere Yalı Mh.,34,3.8529411764705883,5.0,0,0,1.0076905134857808,32487.920588235294
Değirmendere Merkez Mh.,39,3.7948717948717947,0.0,0,0,1.0215886609388318,29470.965897435897
Kemalpaşa Mh.,7,3.7142857142857144,0.0,0,0,0.7245618120798134,27370.475714285712
Çukurbağ Mh.,27,3.7037037037037037,0.0,0,0,0.9609741760887897,27429.102592592593
Hacıhızır Mh.,33,3.5454545454545454,5.0,0,0,0.9834176767392525,37014.1
Gültepe Mh.,11,3.5454545454545454,0.0,0,0,0.7627703942764268,30650.242727272725
Halıdere Yalı Mh.,17,3.4705882352941178,0.0,0,0,1.068973094930894,28975.32
Karabaş Mh.,54,3.462962962962963,0.0,0,0,1.026829815781976,28882.636111111115
Emekevler Mh.,65,3.4461538461538463,5.0,0,0,0.980133500009511,35135.917384615386
Yeşilkent Mh.,9,3.4444444444444446,0.0,0,0,0.8079618279081644,30293.73333333333
Şirintepe Mh.,65,3.4,0.0,0,0,1.0208833866067872,37370.92107692308
Doğan Mh.,14,3.2857142857142856,0.0,0,0,1.0096737921650305,35839.525714285715
Veliahmet Mah.,33,3.272727272727273,0.0,0,0,0.9904160214697454,32528.83727272727
Seymen Mah.,21,3.238095238095238,0.0,1,0,0.9549954332450457,41955.845714285715
Kabaoğlu Mh.,47,3.234042553191489,0.0,0,0,0.9489495809617529,52204.722340425535
Atakent Mah.,16,3.1875,0.0,0,0,0.9519446177631303,41882.774375
Körfez Mh.,73,3.136986301369863,0.0,0,0,0.9428329229060255,30610.626027397262
Bahçecik Kılıçaslan Mh.,16,3.125,0.0,0,0,0.9909963501649828,39940.575625
Ulaşlı Yavuz Sultan Selim Mh.,8,3.125,0.0,0,0,0.815359304449375,30427.38625
Kadıköy Mh.,63,3.111111111111111,0.0,0,0,1.0100566399998265,32108.824285714283
M. Alipaşa Mh.,35,3.057142857142857,0.0,1,0,0.9936252471352949,35252.65914285715
Tepecik Mah.,24,3.0,0.0,0,0,1.010725946574813,28886.956666666665
Yazlık Merkez Mh.,54,2.8703703703703702,5.0,0,0,1.029460160900225,35070.33685185185
Tüysüzler Mh.,25,2.84,0.0,0,0,0.9525558063282287,41043.7328
Yeşilova Mh.,66,2.8333333333333335,0.0,0,0,0.9725317326173926,51688.681666666664
Örcün Mh.,9,2.7777777777777777,5.0,0,0,1.0080573253434995,35079.31222222222
Çayırköy Mh.,107,2.7663551401869158,0.0,0,0,0.9842600557420412,46281.99644859813
Çiftlik Mh.,76,2.763157894736842,0.0,1,0,0.9812488988124537,35808.265657894735
Akarca Mah.,18,2.6666666666666665,0.0,0,0,0.969707090375796,40434.22555555556
Piyalepaşa Mh.,73,2.643835616438356,0.0,0,0,0.9819810397477465,29589.237397260276
Yeni Mah.,143,2.6433566433566433,0.0,0,0,0.9986829765148367,33341.12874125874
Dumlupınar Mh.,111,2.630630630630631,0.0,0,0,1.0079377715046989,37615.66036036036
Turgut Mah.,70,2.6,0.0,0,0,1.0221305890358061,37390.42057142857
Döngel Mh.,85,2.541176470588235,0.0,0,0,1.0029090696664238,37596.722117647056
Alikahya Merkez Mah.,2,2.5,2.5,0,0,1.2155673037631898,44386.365000000005
Arızlı Mh.,2,2.5,2.5,0,0,0.8045055469659763,32579.364999999998
Saraylı Mh.,2,2.5,2.5,0,0,1.0728057836256955,36350.575
İstasyon Mh.,50,2.46,0.0,0,0,1.0229365947434328,39213.772000000004
Hatipköy Mh.,38,2.4473684210526314,0.0,0,0,0.9827953122004239,34979.91131578947
Şirinköy Mh.,43,2.395348837209302,0.0,0,0,0.9821759729965228,34364.71372093023
Yazlık Yeni Mh.,45,2.3777777777777778,0.0,0,0,0.9832272213280944,35222.59711111111
Maşukiye Mh.,11,2.3636363636363638,0.0,0,0,1.1073281231110426,44085.38363636364
Ataevler Mh.,176,2.346590909090909,0.0,0,0,0.9819520425876478,36439.57767045454
Çepni Mh.,10,2.3,0.0,0,0,0.818915311993991,34477.428
Topçular Mh.,168,2.261904761904762,0.0,0,0,0.9949145289037491,44535.480833333335
Ertuğrul Gazi Mh.,98,2.2346938775510203,0.0,0,0,1.0120439515404107,39145.723979591836
Köseköy Mh.,32,2.21875,0.0,0,0,0.9839703650843876,36233.776875
İbrikdere Mh.,16,2.1875,0.0,0,0,0.9760035521622815,36088.01375
Şehitler Mh.,70,2.1714285714285713,0.0,0,0,1.0001563339487478,30923.271714285715
Uzunçiftlik Mh.,66,2.1666666666666665,0.0,0,0,0.9954311532081015,37780.51393939394
Hisareyn Merkez Mah.,51,2.156862745098039,0.0,0,0,1.0081478204477639,34274.96450980392
