site_project_id,n,mean_actual,mean_pred,mean_residual
izmit::sehri_bahce_3,1,70952.38,33781.25997637823,-37171.12002362178
izmit::sogucak,1,72222.22,38544.24366980616,-33677.976330193844
izmit::sehr_i_bahce_sitesi_3,1,66346.15,41285.11090469426,-25061.039095305736
basiskele::panorama_3,1,68780.49,45136.96929437747,-23643.520705622534
kartepe::hursoy_sapphire,1,71000.0,48521.83245663507,-22478.16754336493
izmit::elit_kirk_bir,1,63105.26,41295.17565860264,-21810.084341397363
kartepe::gate_41,1,64634.15,44072.39270436941,-20561.75729563059
izmit::armadakent_1,1,89062.5,68612.36569638026,-20450.134303619736
izmit::muasir_kent,1,58333.33,38443.48719213643,-19889.84280786357
golcuk::guler_sabanci,1,41200.0,21887.366072800374,-19312.633927199626
basiskele::yuvacik_pasadagi_mh,1,57241.38,38281.67661000605,-18959.70338999395
basiskele::vistapark,1,60000.0,41494.16156423484,-18505.83843576516
basiskele::temizel_tepe_loft,1,52777.78,35330.0067634134,-17447.773236586596
karamursel::zumrut_2,1,51339.29,34108.197747862025,-17231.092252137976
karamursel::karamursel_aydin,1,41714.29,24831.656703767374,-16882.633296232627
basiskele::semt_bahcecik,1,61111.11,44537.01421200769,-16574.095787992308
izmit::kabaoglu,1,64486.57,48006.6728206938,-16479.8971793062
izmit::yesilova_mah,1,63000.0,46547.78193283185,-16452.21806716815
karamursel::kolayli_2,2,57031.58,40964.57471770908,-16067.00528229092
basiskele::akven_armoni_teras,1,51415.09,35425.31859163946,-15989.771408360539
basiskele::erenoglu_gm_den,1,60185.19,44505.335069495544,-15679.854930504458
izmit::terrace,1,54166.67,38552.41868192501,-15614.251318074988
golcuk::luxury_sea_suit,1,45614.04,30102.036505563417,-15512.003494436583
izmit::armakent_4,1,70564.52,55254.66683665513,-15309.853163344873
basiskele::merkezde_essiz_bir,1,56666.67,41442.612746685016,-15224.057253314983
basiskele::yuvacikta,1,57500.0,42336.09898909277,-15163.901010907233
karamursel::saka,1,47523.81,32848.90613126536,-14674.90386873464
izmit::sehrin_yildizi,1,44545.45,29937.103711131767,-14608.34628886823
izmit::gundogdu_havuzlu_asansorlu,1,65126.05,50598.32715697684,-14527.722843023163
izmit::kurucesmenin_ustu,1,60000.0,45820.65746063464,-14179.34253936536
izmit::full,2,76119.4,62028.882136779735,-14090.517863220259
izmit::hanzade,1,50588.24,36676.167127655935,-13912.072872344062
kartepe::hursoy_nefes_kartepe,2,62726.815,49023.746338401295,-13703.068661598707
kartepe::vefakent_gulbahce,1,47931.03,34333.14109458978,-13597.888905410218
kartepe::casaba,3,63405.223333333335,50092.38778862937,-13312.835544703965
kartepe::ertugrul_gazi_mh,1,63333.33,50057.96594928199,-13275.36405071801
izmit::sunrise_yesilova,1,60000.0,46798.76271877455,-13201.237281225447
golcuk::dogakent,1,35897.44,23000.61257618564,-12896.827423814364
izmit::remax_plaj_yolu_deniz_manzarali,1,62416.67,49559.56328978369,-12857.106710216307
izmit::dan_bayindirlik,1,46869.57,34182.189363319805,-12687.380636680195
kartepe::vefakent_saklibahce,3,45959.59333333333,33483.20299740945,-12476.390335923885
karamursel::kolayli_4,1,44117.65,31711.45936920336,-12406.190630796642
basiskele::panoramakent_3,1,54166.67,41773.34291059563,-12393.327089404367
izmit::manzara,1,51546.39,39177.37867563215,-12369.01132436785
basiskele::seymen,1,55714.29,43454.28458084789,-12260.005419152112
golcuk::flora,1,44333.33,32143.339538512657,-12189.990461487345
kartepe::ertugrul_gazi_de,2,55113.634999999995,42993.39385349255,-12120.241146507451
karamursel::hetas_konaklari,2,55000.0,43376.34814344294,-11623.651856557059
izmit::altinevler,1,60833.33,49378.91874179642,-11454.411258203581
basiskele::kolayli_kullar,1,48333.33,36958.69768233899,-11374.63231766101
golcuk::dan,1,64375.0,53091.20145977837,-11283.798540221629
kartepe::kaymakamlik_belediye_yani_tower,1,63281.25,52261.305851780686,-11019.944148219314
karamursel::cam,1,46000.0,35064.50565634239,-10935.494343657607
izmit::yasam,1,52500.0,41663.08314896385,-10836.916851036149
basiskele::pasadag_mh_de_konsept_talha_park,1,41807.91,30987.246571999858,-10820.663428000145
izmit::kentsa,4,64234.085,53652.04359733846,-10582.041402661544
golcuk::supark_arcadia,1,44230.77,33813.29733151721,-10417.472668482784
golcuk::baris_park_evleri_1,2,43389.53999999999,33042.17326268341,-10347.36673731658
izmit::yahyakaptan_armada_kent,1,78620.69,68338.46286116217,-10282.227138837829
basiskele::kolayli,1,50000.0,39814.72357526498,-10185.27642473502
basiskele::ustgrup_lifeside,3,54816.92999999999,44726.18488876958,-10090.745111230413
basiskele::ara,1,55312.5,45251.5773198913,-10060.922680108699
izmit::nikomedya_can,1,48484.85,38432.294155428004,-10052.555844571994
izmit::respark_3,1,54098.36,44069.12143629757,-10029.238563702427
basiskele::basiskele_de_asev_muhit,1,53333.33,43346.00950268457,-9987.320497315435
izmit::ozum,2,60978.71,51009.24075695228,-9969.469243047723
golcuk::baris_vizyon_deluxe_3,2,51111.11,41151.30854962646,-9959.80145037354
kartepe::kartepe_stone_suite,1,46250.0,36294.83288576486,-9955.16711423514
kartepe::carpediem_kartepe,3,54404.763333333336,44575.19797764994,-9829.565355683391
izmit::uygun,1,38716.81,28890.04179549122,-9826.768204508779
izmit::plajyolunda,2,68550.42,58815.24194003022,-9735.178059969781
izmit::gokce,3,50485.71333333334,40762.25220066659,-9723.461132666738
izmit::bayindirlik_konutlari_12_ada,1,46666.67,36976.807469262785,-9689.862530737213
basiskele::bulvar,2,51688.655,42020.913091957555,-9667.74190804244
kartepe::1_69_kredi_icon,1,57600.0,48115.75965751607,-9484.240342483929
basiskele::cb_mahall_den_pasadag_da,1,42857.14,33441.1608759246,-9415.979124075398
basiskele::orka_life,3,56599.920000000006,47259.83898741111,-9340.081012588895
izmit::listing_portal_yelkent_tetra,1,47058.82,37773.31215036043,-9285.507849639573
kartepe::guckat_life,1,46875.0,37707.89433279197,-9167.10566720803
izmit::sea_life,2,63651.315,54528.77125355585,-9122.54374644415
izmit::kore,1,44736.84,35681.320128908934,-9055.519871091063
kartepe::beykent_konaklari_611,1,50645.16,41598.30495811048,-9046.855041889525
golcuk::degirmendere_modern,2,47241.375,38301.28342722694,-8940.091572773064
kartepe::kartepe_fsm_bahcesehir_koleji_yakini_gulas,1,49818.18,40921.336660948655,-8896.843339051346
golcuk::camlik,1,41851.85,32979.055244693795,-8872.794755306204
kartepe::my_world_kartepe,1,57692.31,48824.26685483352,-8868.043145166477
kartepe::emlakcim41_kent,1,41390.13,32539.144453239154,-8850.985546760843
golcuk::baris_vizyon_deluxe,1,45454.55,36610.10632344013,-8844.443676559873
izmit::kent_tuana,2,62504.395000000004,53689.63471851907,-8814.760281480932
izmit::sehir_h_karsisi,1,46666.67,38105.57244603391,-8561.097553966087
izmit::cepni_corner_park,1,49500.0,41040.82419795387,-8459.175802046128
karamursel::gizli_bahce,1,44615.38,36193.408285938014,-8421.971714061983
kartepe::ekomax_dan_e_gazi_asansrlu_havzlu,1,46333.33,37928.030948069456,-8405.299051930546
izmit::seka_memur,1,30384.62,22045.754983584346,-8338.865016415653
izmit::karabas_mah_kent,1,32727.27,24465.895126775897,-8261.374873224104
basiskele::yagmurkent,1,57692.31,49432.90154353194,-8259.40845646806
kartepe::yagmur_dan,1,46551.72,38380.683686300596,-8171.036313699406
golcuk::hisar,1,42000.0,33845.03699395068,-8154.963006049322
kartepe::green_life_1,1,54814.81,46660.05867142122,-8154.751328578779
izmit::aslantas_plus,1,55128.21,47033.37605344696,-8094.833946553037
izmit::kurucesme_doktorlar,1,47368.42,39341.95656538042,-8026.463434619582
basiskele::parla_100_yil,3,49074.073333333334,41054.745339387046,-8019.3279939462855
izmit::erenler_cedit,4,45101.475,37083.036806078504,-8018.4381939214945
izmit::plajyolu_avangard,1,62416.67,54412.40575368784,-8004.264246312159
izmit::terrace_yahyakaptan,4,59150.2025,51244.09055693716,-7906.111943062837
izmit::gundogduda,1,47142.86,39268.851030484286,-7874.008969515715
izmit::fnd_smart_side_2,1,52307.69,44539.706391861604,-7767.983608138398
basiskele::anatolia,1,45112.78,37397.81746384398,-7714.962536156017
golcuk::olkar_sakli_vadi_konagi,1,46428.57,38922.72912426711,-7505.840875732887
golcuk::sirinkent_kalici_konutlari_19_ada,1,38333.33,30848.25226413677,-7485.077735863233
kartepe::gokbal_sirius,1,48222.22,40777.51986849033,-7444.700131509671
izmit::alikahya_kavanium,1,52000.0,44555.616610472076,-7444.383389527924
basiskele::zeray_korupark,6,49349.613333333335,41942.31303129049,-7407.300302042844
izmit::yesilova_liva_park,1,61475.41,54124.994548241404,-7350.415451758599
basiskele::egimsiz,2,55861.245,48523.04618983339,-7338.1988101666175
kartepe::guldeste_sitesi_7,1,41346.15,34044.112497086215,-7302.037502913787
basiskele::kolayli_karsiyaka,1,42424.24,35166.19486591597,-7258.04513408403
izmit::cinar_vadisi_konaklari,1,45833.33,38610.56892781932,-7222.761072180685
kartepe::zeray_forum_anatolia,1,40357.14,33241.54903686837,-7115.590963131632
izmit::ata,1,60416.67,53415.596025827996,-7001.073974172003
izmit::turkuaz_park,2,60823.53,53832.78604925975,-6990.743950740252
kartepe::zaferan,3,52711.48,45800.065642162226,-6911.414357837774
basiskele::twinkle_life,3,47867.42333333333,40997.81505590487,-6869.608277428459
kartepe::pakmaya_deprem,1,45500.0,38732.742607065884,-6767.257392934116
izmit::zeray_dora_hill,8,60618.04625,53870.63404749674,-6747.412202503267
izmit::sahilkent,1,40460.53,33809.17680634003,-6651.353193659968
golcuk::topcular_mh_ronesans,1,48076.92,41446.43386316851,-6630.486136831489
izmit::izmit_kavanium_sit,1,55486.11,48890.017835919134,-6596.0921640808665
golcuk::altinsehir,3,43083.54666666667,36535.655254156314,-6547.891412510352
kartepe::my_life_kartepe,3,55712.329999999994,49251.97993321976,-6460.350066780244
basiskele::manar_yuvacik_2,1,44636.02,38256.369171505416,-6379.650828494581
basiskele::basiskele_vadi,1,41842.11,35463.45334267727,-6378.656657322732
kartepe::atakent_evleri_152_ada,3,40550.723333333335,34240.72094949535,-6310.002383837986
golcuk::rakicioglu_sitesi_2,3,35334.920000000006,29032.866916176878,-6302.053083823124
basiskele::havuzlu,1,55625.0,49326.06741120839,-6298.932588791613
basiskele::bahama_insaat,1,48913.04,42629.31263442646,-6283.727365573541
kartepe::beykent_konaklari,1,43548.39,37303.31709696447,-6245.072903035529
izmit::venedik,1,51428.57,45190.31932342676,-6238.25067657324
basiskele::bahcecik_kalici_konutlar,1,35000.0,29020.994587064768,-5979.005412935232
golcuk::ciftlik_mahallesi_nde,1,46500.0,40522.21119599254,-5977.788804007461
kartepe::zeray_esil_kartepe,1,49565.22,43628.101485190215,-5937.118514809787
karamursel::ulu_cami_yakininda,1,52400.0,46467.948138128195,-5932.051861871805
basiskele::altinkent_kalici_konutlari_7_ada,1,34782.61,28857.627804165488,-5924.982195834513
izmit::sehir_hastanesi_karsisi_sarkent,1,41818.18,35904.70265740733,-5913.477342592669
izmit::vadikent,1,48823.53,42920.84031229579,-5902.689687704209
golcuk::versay_lilyum_park,1,49999.99,44229.389916535285,-5770.600083464713
izmit::kabaoglu_havuzlu,1,57500.0,51737.27601994569,-5762.72398005431
golcuk::degirmendere_de_deniz_manzarali_havuzlu,1,46666.67,40972.027840971554,-5694.642159028444
izmit::efdal_mai,4,44123.655,38464.75344061819,-5658.901559381813
izmit::alikahya_ve_dumlupinar_sinirinda,1,59090.91,53439.41893638899,-5651.491063611014
izmit::gulen,1,45833.33,40307.39527804592,-5525.93472195408
basiskele::asrin,3,43359.79,37839.50782142509,-5520.2821785749065
karamursel::kovuk_cinar,1,43333.33,37828.68102728174,-5504.648972718263
basiskele::garden,1,40882.35,35389.36090588006,-5492.989094119941
izmit::invest_global_den_yesilova_alfa,1,69090.91,63603.57749958572,-5487.332500414283
izmit::kartanesi,1,39909.09,34472.12681461675,-5436.963185383247
karamursel::kolayli_1,1,47222.22,41801.32227345925,-5420.897726540752
basiskele::teras_marmara,4,44314.6625,38906.43288191702,-5408.2296180829835
basiskele::panoramakent_4,3,51607.69,46201.60027221687,-5406.089727783127
izmit::fnd_smart_side,1,51666.67,46278.47406444256,-5388.195935557436
basiskele::rozna,1,48588.79,43218.74960909119,-5370.040390908813
izmit::sehir_hastanesine_yakin,1,45333.33,39964.10977065217,-5369.220229347833
