canonical_id,raw_variants,n_variants,total_count,median_unit_price_by_variant,max_variant_price_gap,warning,county
izmit::tepekoy_de_butik,izmit tepekoy'de butik site,1,1,"{""izmit tepekoy'de butik site"": 34500.0}",0.0,,izmit
izmit::yuvam_akarca_evleri_10_ada,yuvam izmit akarca evleri 10. ada,1,2,"{""yuvam izmit akarca evleri 10. ada"": 42000.0}",0.0,,izmit
izmit::zenan,zenan evleri sitesi,1,1,"{""zenan evleri sitesi"": 34500.0}",0.0,,izmit
izmit::kavan_life,kavan life evleri,1,1,"{""kavan life evleri"": 43750.0}",0.0,,izmit
izmit::yuvam_akarca_evleri_7_ada,yuvam izmit akarca evleri 7. ada,1,1,"{""yuvam izmit akarca evleri 7. ada"": 37500.0}",0.0,,izmit
izmit::plajyolu_sea_life,izmit plajyolu sea life,1,1,"{""izmit plajyolu sea life"": 40588.24}",0.0,,izmit
izmit::listing_portal_yelkent_tetra,listing_portal satilik yelkent tetra evleri,1,1,"{""listing_portal satilik yelkent tetra evleri"": 47058.82}",0.0,,izmit
izmit::diamond_boutioue,diamond boutioue,1,3,"{""diamond boutioue"": 37738.1}",0.0,,izmit
izmit::respark_3,respark 3 sitesi,1,1,"{""respark 3 sitesi"": 54098.36}",0.0,,izmit
izmit::yesilova_park,yesilova park,1,1,"{""yesilova park"": 38636.36}",0.0,,izmit
izmit::mimkon_yasam,mimkon yasam sitesi,1,3,"{""mimkon yasam sitesi"": 37000.0}",0.0,,izmit
izmit::plaj_yolunda_sea_life,plaj yolunda sea life,1,1,"{""plaj yolunda sea life"": 45454.55}",0.0,,izmit
izmit::pirelli,pirelli blok evleri sitesi,1,1,"{""pirelli blok evleri sitesi"": 35384.62}",0.0,,izmit
izmit::sehr_i_bahce_sitesi_3,sehr-i bahce sitesi 3,1,1,"{""sehr-i bahce sitesi 3"": 66346.15}",0.0,,izmit
izmit::academic_life,academic life sitesi,1,1,"{""academic life sitesi"": 33333.33}",0.0,,izmit
izmit::terrace_yahyakaptan_2,terrace yahyakaptan 2,1,1,"{""terrace yahyakaptan 2"": 54285.71}",0.0,,izmit
izmit::kurucesme,izmit kurucesme site,1,1,"{""izmit kurucesme site"": 31818.18}",0.0,,izmit
izmit::yelkent_tetra,yelkent tetra sitesi,1,4,"{""yelkent tetra sitesi"": 40562.5}",0.0,,izmit
izmit::kurucesmede,kurucesmede site,1,1,"{""kurucesmede site"": 34444.44}",0.0,,izmit
izmit::sehir_hastanesine_yakin,sehir hastanesine yakin satilik site,1,1,"{""sehir hastanesine yakin satilik site"": 45333.33}",0.0,,izmit
izmit::yuvam_akarca_evleri_6_ada,yuvam izmit akarca evleri 6. ada,1,1,"{""yuvam izmit akarca evleri 6. ada"": 38476.19}",0.0,,izmit
izmit::yuvam_akarca_evleri_2_ada,yuvam izmit akarca evleri 2. ada,1,1,"{""yuvam izmit akarca evleri 2. ada"": 22083.33}",0.0,,izmit
izmit::ozum,ozum sitesi,1,2,"{""ozum sitesi"": 60978.71}",0.0,,izmit
izmit::solin_konutlari_1,solin konutlari 1 etap sitesi,1,1,"{""solin konutlari 1 etap sitesi"": 38035.71}",0.0,,izmit
izmit::sea_life,sea life,1,2,"{""sea life"": 63651.315}",0.0,,izmit
izmit::vista_evleri_1,vista evleri 1 sitesi,1,1,"{""vista evleri 1 sitesi"": 29600.0}",0.0,,izmit
izmit::cepni_up_town_evleri_2,cepni up town evleri 2. etap,1,2,"{""cepni up town evleri 2. etap"": 42878.79}",0.0,,izmit
izmit::yeseren,yeseren sitesi,1,1,"{""yeseren sitesi"": 36111.11}",0.0,,izmit
izmit::pinar,pinar sitesi,1,1,"{""pinar sitesi"": 29500.0}",0.0,,izmit
izmit::kavanya_gol,izmit kavanya gol projesi,1,1,"{""izmit kavanya gol projesi"": 34444.44}",0.0,,izmit
izmit::mamikler,mamikler sitesi,1,1,"{""mamikler sitesi"": 40434.78}",0.0,,izmit
izmit::zorlife,zorlife,1,1,"{""zorlife"": 26818.18}",0.0,,izmit
izmit::yuvam_akarca_evleri_3_ada,yuvam izmit akarca evleri 3. ada,1,1,"{""yuvam izmit akarca evleri 3. ada"": 40909.09}",0.0,,izmit
izmit::umuttepe_yolu_uzeri,izmit umuttepe yolu uzeri site,1,1,"{""izmit umuttepe yolu uzeri site"": 54666.67}",0.0,,izmit
izmit::concept_yahyakaptan,concept yahyakaptan evleri,1,1,"{""concept yahyakaptan evleri"": 46285.71}",0.0,,izmit
izmit::umuttepe_yolu_uzeri_kaboglu_mevki,izmit umuttepe yolu uzeri kaboglu mevki site,1,1,"{""izmit umuttepe yolu uzeri kaboglu mevki site"": 47333.33}",0.0,,izmit
izmit::sunrise_yesilova,sunrise yesilova,1,1,"{""sunrise yesilova"": 60000.0}",0.0,,izmit
izmit::dan_bayindirlik,dan bayindirlik konutlari,1,1,"{""dan bayindirlik konutlari"": 46869.57}",0.0,,izmit
izmit::asayra_dan_yuvam_akarca,asayra dan izmit yuvam akarca konutlari,1,1,"{""asayra dan izmit yuvam akarca konutlari"": 42692.31}",0.0,,izmit
izmit::ara,ara kat daire site,1,1,"{""ara kat daire site"": 46315.79}",0.0,,izmit
izmit::art_yapi_elit_park,art yapi elit park evleri,1,1,"{""art yapi elit park evleri"": 39212.33}",0.0,,izmit
izmit::gulen,gulen sitesi,1,1,"{""gulen sitesi"": 45833.33}",0.0,,izmit
izmit::evedin_yuvam_akarca_orkide,evedin yuvam akarca orkide evleri,1,1,"{""evedin yuvam akarca orkide evleri"": 33750.0}",0.0,,izmit
izmit::asrin,asrin sitesi,1,1,"{""asrin sitesi"": 38695.65}",0.0,,izmit
izmit::plaj_yolu_sea_life,izmit plaj yolu sea life,1,1,"{""izmit plaj yolu sea life"": 50526.32}",0.0,,izmit
izmit::izmit_kavanium_sitesi,izmit kavanium sitesi,1,2,"{""izmit kavanium sitesi"": 48621.055}",0.0,,izmit
izmit::plajyolu_harika_konum_da,izmit plajyolu harika konum'da site,1,1,"{""izmit plajyolu harika konum'da site"": 29629.63}",0.0,,izmit
izmit::nikomedya_deniz,nikomedya deniz sitesi,1,1,"{""nikomedya deniz sitesi"": 48666.67}",0.0,,izmit
izmit::bayindirlik_konutlari_11_ada,bayindirlik konutlari 11. ada,1,1,"{""bayindirlik konutlari 11. ada"": 32083.33}",0.0,,izmit
izmit::akkus,akkus sitesi,1,1,"{""akkus sitesi"": 32666.67}",0.0,,izmit
izmit::kucukyali,kucukyali evleri,1,1,"{""kucukyali evleri"": 35000.0}",0.0,,izmit
izmit::turkuaz_park,turkuaz park,1,2,"{""turkuaz park"": 60823.53}",0.0,,izmit
izmit::alikahya_kavanium,alikahya kavanium evleri,1,1,"{""alikahya kavanium evleri"": 52000.0}",0.0,,izmit
izmit::gundogdu_eren_life,izmit gundogdu eren life,1,1,"{""izmit gundogdu eren life"": 36428.57}",0.0,,izmit
izmit::dogus,dogus sitesi,1,1,"{""dogus sitesi"": 30740.74}",0.0,,izmit
izmit::selale,selale evleri,1,2,"{""selale evleri"": 37742.425}",0.0,,izmit
izmit::gundogduda,izmit gundogduda satilik site,1,1,"{""izmit gundogduda satilik site"": 47142.86}",0.0,,izmit
izmit::akkonak,akkonak evleri,1,1,"{""akkonak evleri"": 41818.18}",0.0,,izmit
izmit::izmit_kavanya_koru_sitesi,izmit kavanya koru sitesi,1,1,"{""izmit kavanya koru sitesi"": 32916.67}",0.0,,izmit
izmit::golkay_star_life,golkay star life sitesi,1,1,"{""golkay star life sitesi"": 32922.08}",0.0,,izmit
izmit::sehir_h_karsisi,sehir h. karsisi satilik site,1,1,"{""sehir h. karsisi satilik site"": 46666.67}",0.0,,izmit
izmit::kavanium_evleri_815_ada,kavanium izmit evleri 815 ada,1,1,"{""kavanium izmit evleri 815 ada"": 49679.49}",0.0,,izmit
izmit::belediye_memurlar,belediye memurlar sitesi,1,1,"{""belediye memurlar sitesi"": 23333.33}",0.0,,izmit
izmit::bayindirlik_konutlari_12_ada,bayindirlik konutlari 12. ada,1,1,"{""bayindirlik konutlari 12. ada"": 46666.67}",0.0,,izmit
izmit::gundogdu_bayindirlik_konutlari_6_ada_huzur,gundogdu bayindirlik konutlari 6. ada huzur sitesi,1,1,"{""gundogdu bayindirlik konutlari 6. ada huzur sitesi"": 33325.0}",0.0,,izmit
izmit::iz_tepe,iz tepe sitesi,1,1,"{""iz tepe sitesi"": 34033.61}",0.0,,izmit
izmit::tepekoy_toki_konutlari_191_ada,tepekoy toki konutlari 191. ada,1,1,"{""tepekoy toki konutlari 191. ada"": 43750.0}",0.0,,izmit
izmit::yesilova_anaket,yesilova anaket sitesi,1,1,"{""yesilova anaket sitesi"": 41212.12}",0.0,,izmit
izmit::sehri_bahce_3,sehri bahce 3 sitesi,1,1,"{""sehri bahce 3 sitesi"": 70952.38}",0.0,,izmit
izmit::yuvam_akarca_evleri_1_ada,yuvam izmit akarca evleri 1. ada,1,1,"{""yuvam izmit akarca evleri 1. ada"": 30000.0}",0.0,,izmit
izmit::maide,maide evleri,1,1,"{""maide evleri"": 27192.98}",0.0,,izmit
izmit::seymen,seymen sitesi,1,1,"{""seymen sitesi"": 21111.11}",0.0,,izmit
izmit::balabani,balabani sitesi,1,1,"{""balabani sitesi"": 27083.33}",0.0,,izmit
izmit::venedik,venedik evleri,1,1,"{""venedik evleri"": 51428.57}",0.0,,izmit
izmit::listing_portal_temiz_kullanisli,listing_portal temiz kullanisli site,1,1,"{""listing_portal temiz kullanisli site"": 41400.0}",0.0,,izmit
izmit::kurucesme_doktorlar,kurucesme doktorlar sitesi,1,1,"{""kurucesme doktorlar sitesi"": 47368.42}",0.0,,izmit
izmit::kabaoglunda,kabaoglunda site,1,1,"{""kabaoglunda site"": 42613.64}",0.0,,izmit
izmit::tam_gun,tam gun evleri,1,3,"{""tam gun evleri"": 42307.69}",0.0,,izmit
izmit::nikomedya_can,nikomedya can sitesi,1,1,"{""nikomedya can sitesi"": 48484.85}",0.0,,izmit
izmit::mihrimah,mihrimah sitesi,1,1,"{""mihrimah sitesi"": 40166.67}",0.0,,izmit
izmit::kavanyum_bagcesme,kavanyum bagcesme sitesi,1,2,"{""kavanyum bagcesme sitesi"": 40805.085}",0.0,,izmit
izmit::normcity,normcity,1,2,"{""normcity"": 41749.994999999995}",0.0,,izmit
izmit::vadikent_4,vadikent 4. etap konutlari,1,1,"{""vadikent 4. etap konutlari"": 48529.41}",0.0,,izmit
izmit::kore,kore evleri sitesi,1,1,"{""kore evleri sitesi"": 44736.84}",0.0,,izmit
izmit::kent_konutlari_3,izmit kent konutlari 3. etap,1,3,"{""izmit kent konutlari 3. etap"": 42941.18}",0.0,,izmit
izmit::toki_cedit_mahallesi,toki izmit cedit mahallesi konutlari,1,1,"{""toki izmit cedit mahallesi konutlari"": 51136.36}",0.0,,izmit
izmit::saray,saray evleri sitesi,1,1,"{""saray evleri sitesi"": 38750.0}",0.0,,izmit
izmit::armada_kent_5,armada kent 5. etap sitesi,1,2,"{""armada kent 5. etap sitesi"": 72795.455}",0.0,,izmit
izmit::nergis,nergis evleri sitesi,1,2,"{""nergis evleri sitesi"": 32835.825}",0.0,,izmit
izmit::armadakent_3,armadakent 3 etap sitesi | armadakent 3. etap,2,3,"{""armadakent 3 etap sitesi"": 75000.0, ""armadakent 3. etap"": 71478.695}",3521.304999999993,,izmit
izmit::innovia_terrace,innovia terrace,1,3,"{""innovia terrace"": 42408.91}",0.0,,izmit
izmit::lilyum_park_3,lilyum park 3,1,1,"{""lilyum park 3"": 39285.71}",0.0,,izmit
izmit::kent_tuana,kent konut tuana evleri,1,2,"{""kent konut tuana evleri"": 62504.395000000004}",0.0,,izmit
izmit::myra_2,myra 2 sitesi,1,1,"{""myra 2 sitesi"": 56862.75}",0.0,,izmit
izmit::bagcesme_konaklari,bagcesme konaklari,1,1,"{""bagcesme konaklari"": 60833.33}",0.0,,izmit
izmit::erenkaya_park,erenkaya park evleri | erenkaya park evleri sitesi,2,2,"{""erenkaya park evleri sitesi"": 54137.93, ""erenkaya park evleri"": 46428.57}",7709.360000000001,,izmit
izmit::lilyum_park_4,lilyum park 4 evleri,1,2,"{""lilyum park 4 evleri"": 54537.035}",0.0,,izmit
izmit::bagcesmede,bagcesmede site,1,2,"{""bagcesmede site"": 51760.565}",0.0,,izmit
izmit::bagkale,bagkale evleri,1,1,"{""bagkale evleri"": 32241.38}",0.0,,izmit
izmit::cukurbag_mah_guneskent,cukurbag mah. guneskent sitesi,1,1,"{""cukurbag mah. guneskent sitesi"": 31818.18}",0.0,,izmit
izmit::visinya,visinya evleri,1,2,"{""visinya evleri"": 34489.455}",0.0,,izmit
izmit::remax_bagcesme_orhan_mh,remax'bagcesme orhan mh site,1,1,"{""remax'bagcesme orhan mh site"": 36521.74}",0.0,,izmit
izmit::merdoglu,merdoglu sitesi,1,1,"{""merdoglu sitesi"": 23636.36}",0.0,,izmit
izmit::zafira,zafira evleri,1,1,"{""zafira evleri"": 42333.33}",0.0,,izmit
izmit::bagcesme_kavanium,bagcesme kavanium sitesi,1,1,"{""bagcesme kavanium sitesi"": 42761.9}",0.0,,izmit
izmit::fnd_smart_side_2,fnd smart side 2,1,1,"{""fnd smart side 2"": 52307.69}",0.0,,izmit
izmit::kavanium_bagcesme,kavanium bagcesme,1,1,"{""kavanium bagcesme"": 52777.78}",0.0,,izmit
basiskele::birikim_gayrimenkulden,birikim gayrimenkulden site,1,1,"{""birikim gayrimenkulden site"": 29350.0}",0.0,,basiskele
basiskele::polen_park,polen park sitesi,1,1,"{""polen park sitesi"": 26428.57}",0.0,,basiskele
basiskele::semt_bahcecik,semt bahcecik sitesi,1,1,"{""semt bahcecik sitesi"": 61111.11}",0.0,,basiskele
basiskele::bahcecik_kalici_konutlar,bahcecik kalici konutlar,1,1,"{""bahcecik kalici konutlar"": 35000.0}",0.0,,basiskele
basiskele::twinkle_life,twinkle life sitesi,1,3,"{""twinkle life sitesi"": 53125.0}",0.0,,basiskele
basiskele::kullar,kullar site,1,1,"{""kullar site"": 35925.93}",0.0,,basiskele
basiskele::ozemsan,ozemsan sitesi,1,1,"{""ozemsan sitesi"": 34583.33}",0.0,,basiskele
basiskele::yildiz_sitesi,yildiz sitesi,1,1,"{""yildiz sitesi"": 28476.19}",0.0,,basiskele
basiskele::vira,vira evleri projesi,1,1,"{""vira evleri projesi"": 35348.84}",0.0,,basiskele
basiskele::alacati_dan_yaylacik_mh_de_havuzlu,alacati'dan yaylacik mh.'de havuzlu site,1,1,"{""alacati'dan yaylacik mh.'de havuzlu site"": 43571.43}",0.0,,basiskele
basiskele::grand_marmara,grand marmara evleri,1,1,"{""grand marmara evleri"": 27678.57}",0.0,,basiskele
basiskele::barbaros_mahallesinde,basiskele barbaros mahallesinde site,1,1,"{""basiskele barbaros mahallesinde site"": 37711.86}",0.0,,basiskele
basiskele::egimsiz,egimsiz site,1,2,"{""egimsiz site"": 55861.245}",0.0,,basiskele
basiskele::seymen,seymen rezidans,1,1,"{""seymen rezidans"": 55714.29}",0.0,,basiskele
basiskele::yenikoy_kalici_konutlari_12_ada,yenikoy kalici konutlari 12. ada,1,1,"{""yenikoy kalici konutlari 12. ada"": 34500.0}",0.0,,basiskele
basiskele::atakent_ustpark,atakent ustpark sitesi,1,1,"{""atakent ustpark sitesi"": 35625.0}",0.0,,basiskele
basiskele::selimoglu,selimoglu sitesi,1,1,"{""selimoglu sitesi"": 32857.14}",0.0,,basiskele
basiskele::dongel_de,basiskele dongel'de site,1,1,"{""basiskele dongel'de site"": 40740.74}",0.0,,basiskele
basiskele::bahama_insaat,bahama insaat projesi,1,1,"{""bahama insaat projesi"": 48913.04}",0.0,,basiskele
basiskele::isil,isil sitesi,1,1,"{""isil sitesi"": 32692.31}",0.0,,basiskele
basiskele::seyr_i_vadi,seyr-i vadi,1,1,"{""seyr-i vadi"": 40000.0}",0.0,,basiskele
basiskele::erguvan_konaklari,erguvan konaklari,1,2,"{""erguvan konaklari"": 38013.89}",0.0,,basiskele
basiskele::reyhan,reyhan konutlari,1,1,"{""reyhan konutlari"": 31600.0}",0.0,,basiskele
basiskele::villa_liva,villa liva,1,2,"{""villa liva"": 50576.925}",0.0,,basiskele
basiskele::yusra,yusra evleri,1,1,"{""yusra evleri"": 28000.0}",0.0,,basiskele
basiskele::dlux,dlux basiskele,1,1,"{""dlux basiskele"": 43225.81}",0.0,,basiskele
basiskele::garden,garden basiskele sitesi,1,1,"{""garden basiskele sitesi"": 40882.35}",0.0,,basiskele
basiskele::vadi_suit,vadi suit sitesi,1,1,"{""vadi suit sitesi"": 35121.21}",0.0,,basiskele
basiskele::platinium,platinium evleri,1,1,"{""platinium evleri"": 36176.47}",0.0,,basiskele
basiskele::panorama_3,panorama 3 sitesi,1,1,"{""panorama 3 sitesi"": 68780.49}",0.0,,basiskele
basiskele::vizyon_dan_basiskelede,vizyon'dan basiskelede site,1,1,"{""vizyon'dan basiskelede site"": 48625.0}",0.0,,basiskele
basiskele::yesilyurt,basiskele yesilyurt site | kocaeli yesilyurt site,2,2,"{""basiskele yesilyurt site"": 41935.48, ""kocaeli yesilyurt site"": 38636.36}",3299.1200000000026,,basiskele
basiskele::megatron_azize,megatron azize evleri,1,4,"{""megatron azize evleri"": 40409.47}",0.0,,basiskele
basiskele::manar_yuvacik_2,manar yuvacik 2,1,1,"{""manar yuvacik 2"": 44636.02}",0.0,,basiskele
basiskele::mona_vadi,mona vadi,1,1,"{""mona vadi"": 31276.6}",0.0,,basiskele
basiskele::yuvacik_pasadag_yesil_vadi,yuvacik pasadag yesil vadi,1,1,"{""yuvacik pasadag yesil vadi"": 41000.0}",0.0,,basiskele
basiskele::gokce,gokce sitesi,1,1,"{""gokce sitesi"": 36475.41}",0.0,,basiskele
basiskele::helin,helin sitesi,1,3,"{""helin sitesi"": 36647.06}",0.0,,basiskele
basiskele::loca_torunoglu,loca torunoglu sitesi,1,1,"{""loca torunoglu sitesi"": 45588.24}",0.0,,basiskele
basiskele::inci,inci evleri,1,1,"{""inci evleri"": 33437.5}",0.0,,basiskele
basiskele::cb_mark_tan_vadi,cb- mark' tan vadi,1,1,"{""cb- mark' tan vadi"": 46250.0}",0.0,,basiskele
basiskele::cb_envoy_dan_yesilyurt_mah,cb envoy'dan yesilyurt mah. site,1,1,"{""cb envoy'dan yesilyurt mah. site"": 35344.83}",0.0,,basiskele
basiskele::cadde_53,cadde 53 konutlari,1,1,"{""cadde 53 konutlari"": 31176.47}",0.0,,basiskele
basiskele::rozna,rozna sitesi,1,1,"{""rozna sitesi"": 48588.79}",0.0,,basiskele
basiskele::yonca_evleri_2,yonca evleri 2,1,1,"{""yonca evleri 2"": 41666.67}",0.0,,basiskele
basiskele::memur_sen,memur-sen sitesi,1,1,"{""memur-sen sitesi"": 28500.0}",0.0,,basiskele
basiskele::royal_park,royal park sitesi,1,1,"{""royal park sitesi"": 35714.29}",0.0,,basiskele
basiskele::basiskele_de_havuzlu,basiskele'de havuzlu site,1,2,"{""basiskele'de havuzlu site"": 44494.649999999994}",0.0,,basiskele
basiskele::remax_dreamden_fatih_de,remax dreamden basiskele fatih'de site,1,1,"{""remax dreamden basiskele fatih'de site"": 32333.33}",0.0,,basiskele
basiskele::yuvacik_vadi,yuvacik vadi,1,3,"{""yuvacik vadi"": 35000.0}",0.0,,basiskele
basiskele::yesilyurtda,basiskele yesilyurtda site,1,1,"{""basiskele yesilyurtda site"": 42500.0}",0.0,,basiskele
basiskele::torunogullari_park_2,torunogullari park 2,1,1,"{""torunogullari park 2"": 29679.14}",0.0,,basiskele
basiskele::pasadag_mah_full_deniz_manzarali,basiskele pasadag mah. full deniz manzarali site,1,1,"{""basiskele pasadag mah. full deniz manzarali site"": 46470.59}",0.0,,basiskele
basiskele::cb_mahall_den_pasadag_da,cb mahall'den pasadag'da site,1,1,"{""cb mahall'den pasadag'da site"": 42857.14}",0.0,,basiskele
basiskele::supark_megaron,supark megaron,1,1,"{""supark megaron"": 41319.44}",0.0,,basiskele
basiskele::akven_armoni_teras,akven armoni teras,1,1,"{""akven armoni teras"": 51415.09}",0.0,,basiskele
basiskele::manaryuvacik,manaryuvacik sitesi,1,1,"{""manaryuvacik sitesi"": 48529.41}",0.0,,basiskele
basiskele::boyunegmez_yasam,boyunegmez yasam evleri,1,1,"{""boyunegmez yasam evleri"": 35384.62}",0.0,,basiskele
basiskele::vistapark,vistapark evleri,1,1,"{""vistapark evleri"": 60000.0}",0.0,,basiskele
basiskele::cati_dubleks_havuzlu,cati dubleks havuzlu site,1,1,"{""cati dubleks havuzlu site"": 34545.45}",0.0,,basiskele
basiskele::hanzade_palace,hanzade palace sitesi,1,1,"{""hanzade palace sitesi"": 36131.39}",0.0,,basiskele
basiskele::venedik,venedik evleri,1,1,"{""venedik evleri"": 33571.43}",0.0,,basiskele
basiskele::listing_portal_vadi_yuvacik,listing_portal vadi yuvacik site,1,1,"{""listing_portal vadi yuvacik site"": 31843.75}",0.0,,basiskele
basiskele::dongelde,dongelde site,1,1,"{""dongelde site"": 30774.19}",0.0,,basiskele
basiskele::havuzlu,daire havuzlu site,1,1,"{""daire havuzlu site"": 55625.0}",0.0,,basiskele
basiskele::basiskelede_prejtijli,basiskelede prejtijli proje,1,1,"{""basiskelede prejtijli proje"": 35000.0}",0.0,,basiskele
basiskele::yuz_yapi_dan_deniz_ve_vadi,yuz yapi'dan deniz ve vadi,1,1,"{""yuz yapi'dan deniz ve vadi"": 43421.05}",0.0,,basiskele
karamursel::baydar,baydar sitesi,1,1,"{""baydar sitesi"": 31052.63}",0.0,,karamursel
karamursel::demtas_koygun_sahil,demtas koygun sahil sitesi,1,1,"{""demtas koygun sahil sitesi"": 29310.34}",0.0,,karamursel
karamursel::d_kent,d kent sitesi,1,1,"{""d kent sitesi"": 46875.0}",0.0,,karamursel
karamursel::kovuk_cinar,kovuk cinar sitesi,1,1,"{""kovuk cinar sitesi"": 43333.33}",0.0,,karamursel
karamursel::karamursel_aydin,karamursel aydin sitesi,1,1,"{""karamursel aydin sitesi"": 41714.29}",0.0,,karamursel
karamursel::gizli_bahce,gizli bahce sitesi,1,1,"{""gizli bahce sitesi"": 44615.38}",0.0,,karamursel
karamursel::genc_alp,genc alp sitesi,1,1,"{""genc alp sitesi"": 31363.64}",0.0,,karamursel
karamursel::adres_emlaktan_kent,adres emlaktan kent,1,1,"{""adres emlaktan kent"": 39583.33}",0.0,,karamursel
karamursel::temmuz_da,temmuz'da site,1,1,"{""temmuz'da site"": 45312.5}",0.0,,karamursel
karamursel::remax_kanyon_dan_vadi,remax kanyon'dan vadi,1,1,"{""remax kanyon'dan vadi"": 32071.43}",0.0,,karamursel
karamursel::remax_kanyon_dan,remax kanyon'dan site,1,1,"{""remax kanyon'dan site"": 35135.14}",0.0,,karamursel
karamursel::yamac,yamac evleri,1,1,"{""yamac evleri"": 35000.0}",0.0,,karamursel
karamursel::asansorlu,asansorlu site,1,1,"{""asansorlu site"": 35333.33}",0.0,,karamursel
karamursel::ulu_cami_yakininda,ulu cami yakininda site,1,1,"{""ulu cami yakininda site"": 52400.0}",0.0,,karamursel
kartepe::beykent_konaklari_611,beykent konaklari 611 projesi,1,1,"{""beykent konaklari 611 projesi"": 50645.16}",0.0,,kartepe
kartepe::onur,onur sitesi,1,1,"{""onur sitesi"": 29615.38}",0.0,,kartepe
kartepe::kartepe_fsm_kent,kartepe fsm kent,1,1,"{""kartepe fsm kent"": 46875.0}",0.0,,kartepe
kartepe::cadde_i_kubra,cadde-i kubra sitesi,1,1,"{""cadde-i kubra sitesi"": 35625.0}",0.0,,kartepe
kartepe::empire_house,empire house sitesi,1,1,"{""empire house sitesi"": 44474.03}",0.0,,kartepe
kartepe::yagmur_dan,yagmur dan satilik site,1,1,"{""yagmur dan satilik site"": 46551.72}",0.0,,kartepe
kartepe::ena_gayrimenkulden_kartepe_s_royal2,ena gayrimenkulden kartepe s.royal2 sit,1,1,"{""ena gayrimenkulden kartepe s.royal2 sit"": 48000.0}",0.0,,kartepe
kartepe::kafkas_dostluk,kafkas dostluk konutlari,1,1,"{""kafkas dostluk konutlari"": 25384.62}",0.0,,kartepe
kartepe::meridyen_elite,meridyen elite sitesi,1,1,"{""meridyen elite sitesi"": 38141.03}",0.0,,kartepe
kartepe::kartepe_dumlupinar_ritim_naz,kartepe dumlupinar ritim naz residence,1,1,"{""kartepe dumlupinar ritim naz residence"": 49324.32}",0.0,,kartepe
kartepe::capediem_kartepe,capediem kartepe evleri,1,1,"{""capediem kartepe evleri"": 42500.0}",0.0,,kartepe
kartepe::beykent_konaklari,beykent konaklari sitesi,1,1,"{""beykent konaklari sitesi"": 43548.39}",0.0,,kartepe
kartepe::garden_kartepe_2,garden kartepe 2 sitesi,1,1,"{""garden kartepe 2 sitesi"": 36875.0}",0.0,,kartepe
kartepe::zeray_mahal_kartepe,zeray mahal kartepe sitesi,1,4,"{""zeray mahal kartepe sitesi"": 51123.435}",0.0,,kartepe
kartepe::hursoy_behcelievler,hursoy behcelievler sitesi,1,1,"{""hursoy behcelievler sitesi"": 35227.27}",0.0,,kartepe
kartepe::tuana,tuana evleri,1,3,"{""tuana evleri"": 32307.69}",0.0,,kartepe
kartepe::dubleks,satilik dubleks site,1,1,"{""satilik dubleks site"": 33125.0}",0.0,,kartepe
kartepe::guckat_life,guckat life sitesi,1,1,"{""guckat life sitesi"": 46875.0}",0.0,,kartepe
kartepe::kartepe_serender_park,kartepe serender park,1,1,"{""kartepe serender park"": 30937.5}",0.0,,kartepe
kartepe::atakoy,atakoy sitesi,1,1,"{""atakoy sitesi"": 31120.0}",0.0,,kartepe
kartepe::modern_2,modern 2 sitesi,1,3,"{""modern 2 sitesi"": 33928.57}",0.0,,kartepe
kartepe::my_world_kartepe,my world kartepe sitesi,1,1,"{""my world kartepe sitesi"": 57692.31}",0.0,,kartepe
kartepe::1_69_kredi_icon,1.69 kredi icon residence,1,1,"{""1.69 kredi icon residence"": 57600.0}",0.0,,kartepe
kartepe::a_plus,a plus residence,1,1,"{""a plus residence"": 38043.48}",0.0,,kartepe
kartepe::on_cephe,on cephe site,1,1,"{""on cephe site"": 40625.0}",0.0,,kartepe
kartepe::konak,konak evleri,1,3,"{""konak evleri"": 33812.95}",0.0,,kartepe
kartepe::kartepe,kartepe site,1,1,"{""kartepe site"": 29200.0}",0.0,,kartepe
kartepe::marmara_34,marmara 34 sitesi,1,3,"{""marmara 34 sitesi"": 51886.79}",0.0,,kartepe
kartepe::son_kartepe_fsm_akev,son firsat kartepe fsm akev sitesi,1,2,"{""son firsat kartepe fsm akev sitesi"": 47472.22}",0.0,,kartepe
kartepe::yelkent_vaha,yelkent vaha sitesi,1,5,"{""yelkent vaha sitesi"": 43115.94}",0.0,,kartepe
kartepe::dubleks_kent,dubleks kent,1,1,"{""dubleks kent"": 37458.33}",0.0,,kartepe
kartepe::acill_deallife_dan_ataevlerde,acill deallife'dan ataevlerde site,1,1,"{""acill deallife'dan ataevlerde site"": 26821.43}",0.0,,kartepe
kartepe::hasanpasa_butik,hasanpasa butik site,1,1,"{""hasanpasa butik site"": 39473.68}",0.0,,kartepe
kartepe::son_kartepe_fsm,son firsat kartepe fsm site,1,1,"{""son firsat kartepe fsm site"": 46842.11}",0.0,,kartepe
kartepe::kartepe_kosekoy,kocaeli kartepe kosekoy site,1,1,"{""kocaeli kartepe kosekoy site"": 36000.0}",0.0,,kartepe
kartepe::boutique_kartepe,boutique kartepe,1,1,"{""boutique kartepe"": 38541.67}",0.0,,kartepe
kartepe::kartepe_atakent,kartepe atakent konutlari,1,1,"{""kartepe atakent konutlari"": 34944.44}",0.0,,kartepe
kartepe::pakmaya_deprem,pakmaya deprem konutlari,1,1,"{""pakmaya deprem konutlari"": 45500.0}",0.0,,kartepe
