county,n,mape,mae,mean_bias,r2
Başiskele,1753,0.10390293102072146,4054.917939322248,-319.63620238099486,0.4985027223993085
Gölcük,1182,0.11839772756076107,3816.9436497274037,-458.9318567161447,0.6640112115696508
Karamürsel,328,0.158729763304868,6170.024129388079,-935.5972948219276,0.5764683896483065
Kartepe,1007,0.10124933635849614,3997.9643702934395,-309.4097464167541,0.549177331582881
İzmit,2397,0.13012423549654029,4964.861755850043,-366.0063312864813,0.6790272041106802
