m2_group,n,mape,median_ape,mae_tl_per_m2,median_ae_tl_per_m2,mean_actual_unit_price,mean_predicted_unit_price
200+,331,0.170800766246418,0.1306709304269273,6215.882533388766,4682.79659533218,37229.90069486405,37211.88813606218
151-200,1185,0.1258202869249838,0.10331521020413083,4647.3438992837755,3526.57085499767,36904.79526582279,36534.58452083945
126-150,1642,0.11660967799172418,0.09038506142464281,4175.78014051609,3170.124270596836,36621.415237515226,36334.69652318779
0-75,420,0.11653684019885585,0.0973916147561685,5615.525191095248,4502.829968115308,47924.90740476191,46810.34753668485
101-125,1675,0.11490532088956348,0.08941635682326511,4149.363357491618,3158.366908687043,37181.69686567164,36857.707336897496
76-100,1414,0.1057285136836875,0.08007008129463963,4130.477632049634,3088.8555709719403,39621.57963932108,39146.12221579493
